X	Zurdo2001_Fig8_pH2-7.txt: pH 2.7
381.9078774	6.52631715902e-05
961.403975406	0.000412509462488
1540.90007341	0.0010580316458
2120.39617142	0.00200243478479
2699.89226942	0.00324809457657
3279.38836743	0.00479908694137
3858.88446544	0.00666112009896
4438.38056344	0.00884146689901
5017.87666145	0.0113488951139
5597.37275945	0.014193593333
6176.86885746	0.0173870900234
6756.36495547	0.0209421632599
7335.86105347	0.0248727385753
7915.35715148	0.0291937723768
8494.85324948	0.0339211184034
9074.34934749	0.0390713748059
9653.8454455	0.0446617096161
10233.3415435	0.0507096626609
10812.8376415	0.0572329223932
11392.3337395	0.0642490766587
11971.8298375	0.0717753371263
12551.3259355	0.0798282379723
13130.8220335	0.0884233104346
13710.3181315	0.0975747360279
14289.8142295	0.107294982511
14869.3103276	0.117594428086
15448.8064256	0.128480980729
16028.3025236	0.139959700941
16607.7986216	0.152032437453
17187.2947196	0.164697486494
17766.7908176	0.177949285914
18346.2869156	0.191778155793
18925.7830136	0.206170096948
19505.2791116	0.221106657984
20084.7752096	0.236564880151
20664.2713076	0.25251732728
21243.7674056	0.268932205568
21823.2635036	0.28577357495
22402.7596016	0.303001650548
22982.2556996	0.320573189244
23561.7517976	0.338441953075
24141.2478956	0.35655923808
24720.7439937	0.374874454664
25300.2400917	0.393335743553
25879.7361897	0.411890610264
26459.2322877	0.430486560648
27038.7283857	0.449071720528
27618.2244837	0.467595423672
28197.7205817	0.486008754283
28777.2166797	0.504265032536
29356.7127777	0.522320234456
29936.2088757	0.540133340332
30515.7049737	0.557666608709
31095.2010717	0.574885775713
31674.6971697	0.591760181889
32254.1932677	0.608262830735
32833.6893657	0.624370384736
33413.1854637	0.640063105867
33992.6815618	0.655324748226
34572.1776598	0.670142410831
35151.6737578	0.684506358562
35731.1698558	0.698409818957
36310.6659538	0.71184876204
36890.1620518	0.724821669692
37469.6581498	0.737329300311
38049.1542478	0.749374453688
38628.6503458	0.760961740206
39208.1464438	0.77209735768
39787.6425418	0.78278887841
40367.1386398	0.793045048364
40946.6347378	0.802875599783
41526.1308358	0.812291078024
42105.6269338	0.82130268299
42685.1230318	0.829922125175
43264.6191298	0.838161496032
43844.1152279	0.846033152187
44423.6113259	0.853549612837
45003.1074239	0.860723469564
45582.6035219	0.867567307726
46162.0996199	0.874093638528
46741.5957179	0.880314840901
47321.0918159	0.886243112283
47900.5879139	0.891890427448
48480.0840119	0.897268504549
49059.5801099	0.902388777613
49639.0762079	0.907262374732
50218.5723059	0.911900101292
50798.0684039	0.91631242761
51377.5645019	0.920509480413
51957.0605999	0.924501037634
52536.5566979	0.928296526074
53116.052796	0.931905021504
53695.548894	0.935335250831
54275.044992	0.938595596004
54854.54109	0.941694099366
55434.037188	0.944638470189
56013.533286	0.947436092171
56593.029384	0.950094031692
57172.525482	0.95261904667
57752.02158	0.955017595844
