Zurdo2001_Fig8_pH2-7.txt: pH 2.7 X	Zurdo2001_Fig8_pH2-7.txt: pH 2.7 Y
381.9078774	0.0
1677.967709	-0.01670324
3612.113693	0.057235934
4647.613251	0.057296262
8399.613766	0.0742936
11884.64955	0.171813376
15241.5962	0.255902691
18087.19752	0.276202973
21839.87219	0.286488851
25194.79638	0.390712546
28820.73022	0.374145043
32568.01166	0.438122601
35803.27362	0.445022585
39499.31941	1.019071104
43249.63454	1.052847092
46616.01934	1.042975967
57752.02158	1.0
