m0:1uM_M0:0.3uM_L0:1000 X	m0:1uM_M0:0.3uM_L0:1000 Y	m0:1uM_M0:0.3uM_L0:1000 X	m0:1uM_M0:0.3uM_L0:1000 Y	m0:1uM_M0:0.3uM_L0:1000 X	m0:1uM_M0:0.3uM_L0:1000 Y	m0:2uM_M0:0.3uM_L0:1000 X	m0:2uM_M0:0.3uM_L0:1000 Y	m0:2uM_M0:0.3uM_L0:1000 X	m0:2uM_M0:0.3uM_L0:1000 Y	m0:2uM_M0:0.3uM_L0:1000 X	m0:2uM_M0:0.3uM_L0:1000 Y	m0:3uM_M0:0.3uM_L0:1000 X	m0:3uM_M0:0.3uM_L0:1000 Y	m0:3uM_M0:0.3uM_L0:1000 X	m0:3uM_M0:0.3uM_L0:1000 Y	m0:3uM_M0:0.3uM_L0:1000 X	m0:3uM_M0:0.3uM_L0:1000 Y	m0:5uM_M0:0.3uM_L0:1000 X	m0:5uM_M0:0.3uM_L0:1000 Y	m0:5uM_M0:0.3uM_L0:1000 X	m0:5uM_M0:0.3uM_L0:1000 Y	m0:5uM_M0:0.3uM_L0:1000 X	m0:5uM_M0:0.3uM_L0:1000 Y	m0:10uM_M0:0.3uM_L0:1000 X	m0:10uM_M0:0.3uM_L0:1000 Y	m0:10uM_M0:0.3uM_L0:1000 X	m0:10uM_M0:0.3uM_L0:1000 Y	m0:10uM_M0:0.3uM_L0:1000 X	m0:10uM_M0:0.3uM_L0:1000 Y	m0:20uM_M0:0.3uM_L0:1000 X	m0:20uM_M0:0.3uM_L0:1000 Y	m0:20uM_M0:0.3uM_L0:1000 X	m0:20uM_M0:0.3uM_L0:1000 Y	m0:20uM_M0:0.3uM_L0:1000 X	m0:20uM_M0:0.3uM_L0:1000 Y	m0:30uM_M0:0.3uM_L0:1000 X	m0:30uM_M0:0.3uM_L0:1000 Y	m0:30uM_M0:0.3uM_L0:1000 X	m0:30uM_M0:0.3uM_L0:1000 Y	m0:30uM_M0:0.3uM_L0:1000 X	m0:30uM_M0:0.3uM_L0:1000 Y	m0:50uM_M0:0.3uM_L0:1000 X	m0:50uM_M0:0.3uM_L0:1000 Y	m0:50uM_M0:0.3uM_L0:1000 X	m0:50uM_M0:0.3uM_L0:1000 Y	m0:50uM_M0:0.3uM_L0:1000 X	m0:50uM_M0:0.3uM_L0:1000 Y
6.6666665	0.33035478	6.6666665	0.3964275	6.6666665	0.3479382	6.6666665	0.44745174	6.6666665	0.3495457	6.6666665	0.27624705	6.6666665	0.52020705	6.6666665	0.45691672	6.6666665	0.38587365	6.6666665	0.35213065	6.6666665	0.4497465	6.6666665	0.33961457	6.6666665	0.4236045	6.6666665	0.4278279	6.6666665	0.37408775	6.6666665	0.2853473	6.6666665	0.2819904	6.6666665	0.36352137	6.6666665	0.21060395	6.6666665	0.14878438	6.6666665	0.20912401	6.6666665	0.057347756	6.6666665	0.13206056	6.6666665	0.16287781
6.888889	0.33520386	6.888889	0.40843	6.888889	0.34970552	6.888889	0.45654264	6.888889	0.363288	6.888889	0.2985563	6.888889	0.5588512	6.888889	0.47991735	6.888889	0.41053954	6.888889	0.35953343	6.888889	0.44754145	6.888889	0.36039034	6.888889	0.45461285	6.888889	0.44493836	6.888889	0.4042965	6.888889	0.31817615	6.888889	0.30976376	6.888889	0.3977153	6.888889	0.23708598	6.888889	0.16734156	6.888889	0.22634661	6.888889	0.06555626	6.888889	0.14970434	6.888889	0.18447162
7.111111	0.3429625	7.111111	0.41325924	7.111111	0.38107806	7.111111	0.46866593	7.111111	0.374653	7.111111	0.29706892	7.111111	0.5695059	7.111111	0.49846298	7.111111	0.4165645	7.111111	0.37503612	7.111111	0.4647651	7.111111	0.38056907	7.111111	0.4831819	7.111111	0.4837385	7.111111	0.43851635	7.111111	0.34615752	7.111111	0.34258705	7.111111	0.43826547	7.111111	0.26467848	7.111111	0.19473368	7.111111	0.25439054	7.111111	0.07160566	7.111111	0.17249303	7.111111	0.20368381
7.3333335	0.35799557	7.3333335	0.4209869	7.3333335	0.37356588	7.3333335	0.4743718	7.3333335	0.3931565	7.3333335	0.30376217	7.3333335	0.574266	7.3333335	0.51173466	7.3333335	0.4317737	7.3333335	0.39934468	7.3333335	0.49059096	7.3333335	0.3871965	7.3333335	0.5155554	7.3333335	0.50292987	7.3333335	0.4513481	7.3333335	0.38039976	7.3333335	0.36701554	7.3333335	0.4570703	7.3333335	0.29997122	7.3333335	0.22101158	7.3333335	0.28934306	7.3333335	0.08253714	7.3333335	0.18443596	7.3333335	0.23387517
7.5555553	0.354116	7.5555553	0.43368453	7.5555553	0.37356588	7.5555553	0.48221827	7.5555553	0.39712194	7.5555553	0.31975254	7.5555553	0.60119194	7.5555553	0.5354459	7.5555553	0.43392637	7.5555553	0.40774912	7.5555553	0.5003713	7.5555553	0.40157837	7.5555553	0.54733664	7.5555553	0.51358354	7.5555553	0.48593783	7.5555553	0.4111978	7.5555553	0.40176392	7.5555553	0.50526714	7.5555553	0.31234735	7.5555553	0.24021229	7.5555553	0.31721333	7.5555553	0.09135297	7.5555553	0.20933579	7.5555553	0.25401682
7.7777777	0.35266116	7.7777777	0.44528046	7.7777777	0.38726476	7.7777777	0.4975575	7.7777777	0.41377816	7.7777777	0.32347146	7.7777777	0.6090694	7.7777777	0.53978336	7.7777777	0.4484234	7.7777777	0.4232799	7.7777777	0.5227616	7.7777777	0.42393127	7.7777777	0.5888786	7.7777777	0.5528931	7.7777777	0.5232013	7.7777777	0.44191888	7.7777777	0.43429145	7.7777777	0.5441188	7.7777777	0.34368053	7.7777777	0.27198625	7.7777777	0.3607373	7.7777777	0.10396757	7.7777777	0.2276117	7.7777777	0.29647878
8	0.37108964	8	0.4534267	8	0.38505518	8	0.5273553	8	0.41589338	8	0.3364882	8	0.62068415	8	0.55768085	8	0.45876068	8	0.4340681	8	0.53946954	8	0.44957396	8	0.61773735	8	0.57597876	8	0.5571671	8	0.47686398	8	0.46096498	8	0.5822762	8	0.4039905	8	0.2991517	8	0.39478484	8	0.115190424	8	0.2609225	8	0.32375312
8.222222	0.37739444	8.222222	0.45991692	8.222222	0.39919662	8.222222	0.5384219	8.222222	0.4320234	8.222222	0.34504256	8.222222	0.6420655	8.222222	0.5632417	8.222222	0.4775749	8.222222	0.46249667	8.222222	0.5544036	8.222222	0.46624047	8.222222	0.6510187	8.222222	0.605575	8.222222	0.5914688	8.222222	0.51503533	8.222222	0.49060437	8.222222	0.6104316	8.222222	0.42892155	8.222222	0.32934457	8.222222	0.4234474	8.222222	0.12979956	8.222222	0.28848657	8.222222	0.358502
8.444445	0.38951942	8.444445	0.47096583	8.444445	0.41112924	8.444445	0.539136	8.444445	0.44789118	8.444445	0.3573169	8.444445	0.6585855	8.444445	0.5922816	8.444445	0.493523	8.444445	0.4799474	8.444445	0.5585026	8.444445	0.4871155	8.444445	0.6623078	8.444445	0.6259885	8.444445	0.6067988	8.444445	0.54513305	8.444445	0.54271036	8.444445	0.647426	8.444445	0.49217525	8.444445	0.3673729	8.444445	0.46141136	8.444445	0.1430388	8.444445	0.32530472	8.444445	0.40706006
8.666667	0.40504035	8.666667	0.48823428	8.666667	0.41996858	8.666667	0.5544901	8.666667	0.4566194	8.666667	0.36289644	8.666667	0.67428845	8.666667	0.59825546	8.666667	0.5120647	8.666667	0.49780875	8.666667	0.59039706	8.666667	0.49407798	8.666667	0.7025095	8.666667	0.666333	8.666667	0.6388775	8.666667	0.5807993	8.666667	0.5680175	8.666667	0.6715987	8.666667	0.52454454	8.666667	0.39594838	8.666667	0.50339675	8.666667	0.16283444	8.666667	0.35388094	8.666667	0.43157676
8.888889	0.41231614	8.888889	0.49749255	8.888889	0.41466495	8.888889	0.5591329	8.888889	0.4716971	8.888889	0.37777606	8.888889	0.69250494	8.888889	0.6371126	8.888889	0.5268751	8.888889	0.5049574	8.888889	0.62065357	8.888889	0.52000135	8.888889	0.7412769	8.888889	0.6745239	8.888889	0.67090964	8.888889	0.62416977	8.888889	0.6003178	8.888889	0.71953994	8.888889	0.53716505	8.888889	0.4503823	8.888889	0.5298131	8.888889	0.18081708	8.888889	0.38749477	8.888889	0.49143592
9.111111	0.40795064	9.111111	0.50979334	9.111111	0.4261564	9.111111	0.5768147	9.111111	0.47778162	9.111111	0.39191282	9.111111	0.7067796	9.111111	0.65043825	9.111111	0.53507346	9.111111	0.5225414	9.111111	0.6120749	9.111111	0.53446203	9.111111	0.7699084	9.111111	0.69418395	9.111111	0.67771846	9.111111	0.66640824	9.111111	0.63157415	9.111111	0.7727035	9.111111	0.5787711	9.111111	0.48182482	9.111111	0.60191005	9.111111	0.19323887	9.111111	0.4104196	9.111111	0.5219159
9.333333	0.42201746	9.333333	0.5110374	9.333333	0.43764842	9.333333	0.5912859	9.333333	0.49339136	9.333333	0.40233016	9.333333	0.7297284	9.333333	0.6703015	9.333333	0.5588149	9.333333	0.53894675	9.333333	0.62494516	9.333333	0.54400533	9.333333	0.78979117	9.333333	0.73000205	9.333333	0.72331876	9.333333	0.66814435	9.333333	0.67486644	9.333333	0.7914639	9.333333	0.6471605	9.333333	0.5144766	9.333333	0.6525098	9.333333	0.20875284	9.333333	0.46494824	9.333333	0.5484964
9.555555	0.42880863	9.555555	0.5263834	9.555555	0.43543836	9.555555	0.6105868	9.555555	0.502917	9.555555	0.41460854	9.555555	0.73265153	9.555555	0.67424846	9.555555	0.5707629	9.555555	0.5549674	9.555555	0.6592478	9.555555	0.5705034	9.555555	0.7826243	9.555555	0.73216426	9.555555	0.7343055	9.555555	0.70874697	9.555555	0.70327514	9.555555	0.8188268	9.555555	0.68718886	9.555555	0.557413	9.555555	0.6811837	9.555555	0.23660065	9.555555	0.52201146	9.555555	0.6042763
9.777778	0.43899575	9.777778	0.5427023	9.777778	0.45090926	9.777778	0.61040807	9.777778	0.5132374	9.777778	0.42130616	9.777778	0.7717493	9.777778	0.6777876	9.777778	0.5867473	9.777778	0.5774783	9.777778	0.670274	9.777778	0.5873654	9.777778	0.82211304	9.777778	0.76670027	9.777778	0.73957783	9.777778	0.7657846	9.777778	0.7382855	9.777778	0.82330865	9.777778	0.6957868	9.777778	0.60387796	9.777778	0.7254436	9.777778	0.27019525	9.777778	0.5496067	9.777778	0.6537132
10	0.44530228	10	0.5490654	10	0.47036004	10	0.6318618	10	0.53732234	10	0.43470222	10	0.7535469	10	0.6904503	10	0.59467	10	0.59931797	10	0.7051489	10	0.6034186	10	0.84448475	10	0.7764203	10	0.7702143	10	0.78848416	10	0.7525323	10	0.8614589	10	0.7437356	10	0.65452284	10	0.7678097	10	0.2947406	10	0.5968294	10	0.7316715
10.222222	0.4535495	10.222222	0.557228	10.222222	0.4778756	10.222222	0.647958	10.222222	0.54685193	10.222222	0.43916783	10.222222	0.7938526	10.222222	0.7093865	10.222222	0.6030266	10.222222	0.60999817	10.222222	0.7091272	10.222222	0.6135103	10.222222	0.84459937	10.222222	0.8063444	10.222222	0.7871774	10.222222	0.8344345	10.222222	0.78115255	10.222222	0.8935196	10.222222	0.7802511	10.222222	0.6937463	10.222222	0.82171965	10.222222	0.30970192	10.222222	0.64250565	10.222222	0.7379727
10.444445	0.46713376	10.444445	0.5568129	10.444445	0.48052818	10.444445	0.66960645	10.444445	0.5465872	10.444445	0.4566592	10.444445	0.7781359	10.444445	0.7217905	10.444445	0.61181754	10.444445	0.61129624	10.444445	0.69469166	10.444445	0.6211342	10.444445	0.8638308	10.444445	0.8360468	10.444445	0.823071	10.444445	0.8200306	10.444445	0.79720026	10.444445	0.9313115	10.444445	0.8094521	10.444445	0.74848276	10.444445	0.8040184	10.444445	0.34830356	10.444445	0.69793445	10.444445	0.7699454
10.666667	0.4758669	10.666667	0.58075523	10.666667	0.503961	10.666667	0.65529233	10.666667	0.5338813	10.666667	0.47043025	10.666667	0.8005637	10.666667	0.7287446	10.666667	0.61628586	10.666667	0.6222834	10.666667	0.7278287	10.666667	0.64660513	10.666667	0.9116624	10.666667	0.8351377	10.666667	0.8233871	10.666667	0.84415287	10.666667	0.86644584	10.666667	0.9037784	10.666667	0.81898373	10.666667	0.7789298	10.666667	0.8779175	10.666667	0.3865976	10.666667	0.72882134	10.666667	0.79536575
10.888889	0.48654124	10.888889	0.58753884	10.888889	0.4960024	10.888889	0.6699644	10.888889	0.58127165	10.888889	0.48680812	10.888889	0.81483537	10.888889	0.7528931	10.888889	0.6331551	10.888889	0.6398777	10.888889	0.7402293	10.888889	0.649082	10.888889	0.9097588	10.888889	0.85167176	10.888889	0.8174459	10.888889	0.8778257	10.888889	0.8421279	10.888889	0.92271703	10.888889	0.85298544	10.888889	0.8333782	10.888889	0.90794724	10.888889	0.40196237	10.888889	0.75317734	10.888889	0.80864024
11.111111	0.49284902	11.111111	0.60443306	11.111111	0.5088248	11.111111	0.69090635	11.111111	0.58524394	11.111111	0.4748968	11.111111	0.83280116	11.111111	0.76736534	11.111111	0.6468582	11.111111	0.6598938	11.111111	0.7374529	11.111111	0.67924625	11.111111	0.94406116	11.111111	0.8597515	11.111111	0.8417902	11.111111	0.91127515	11.111111	0.8442556	11.111111	0.9732038	11.111111	0.9007498	11.111111	0.8706051	11.111111	0.8868142	11.111111	0.43157512	11.111111	0.7569074	11.111111	0.86594707
11.333333	0.507406	11.333333	0.6148219	11.333333	0.52076364	11.333333	0.68983215	11.333333	0.5892163	11.333333	0.5083996	11.333333	0.8508965	11.333333	0.77173585	11.333333	0.66504115	11.333333	0.67522305	11.333333	0.75056076	11.333333	0.6912446	11.333333	0.93485934	11.333333	0.8926464	11.333333	0.8837528	11.333333	0.9326769	11.333333	0.88535285	11.333333	0.9394822	11.333333	0.9259443	11.333333	0.83187795	11.333333	0.92197126	11.333333	0.465191	11.333333	0.8065262	11.333333	0.8961248
11.555555	0.52147865	11.555555	0.6160688	11.555555	0.5251856	11.555555	0.7052309	11.555555	0.60484266	11.555555	0.5095165	11.555555	0.84342384	11.555555	0.80057275	11.555555	0.65970075	11.555555	0.6903667	11.555555	0.7744801	11.555555	0.6997316	11.555555	0.9753296	11.555555	0.8924865	11.555555	0.8856267	11.555555	0.97286326	11.555555	0.9155582	11.555555	1.0255834	11.555555	0.96503204	11.555555	0.90746844	11.555555	1.0148468	11.555555	0.5079806	11.555555	0.856079	11.555555	0.9302652
11.777778	0.5316697	11.777778	0.631588	11.777778	0.54154766	11.777778	0.71848494	11.777778	0.6008696	11.777778	0.5296216	11.777778	0.83490396	11.777778	0.8008463	11.777778	0.6855446	11.777778	0.68846035	11.777778	0.7867687	11.777778	0.7166157	11.777778	0.9720511	11.777778	0.8828866	11.777778	0.8877241	11.777778	0.94467413	11.777778	0.92272884	11.777778	1.0022366	11.777778	0.94039464	11.777778	0.9179612	11.777778	0.9683762	11.777778	0.5465877	11.777778	0.88302225	11.777778	0.9539844
12	0.5195375	12	0.6437856	12	0.528281	12	0.71185744	12	0.61808723	12	0.511378	12	0.8630093	12	0.8234198	12	0.7140105	12	0.7069317	12	0.78833866	12	0.7211765	12	1.0124313	12	0.9321167	12	0.9216919	12	0.99300414	12	0.94884366	12	0.99563986	12	0.9782342	12	0.992753	12	1.0053335	12	0.5788278	12	0.91491425	12	0.9879563
12.222222	0.5287579	12.222222	0.65515476	12.222222	0.5574688	12.222222	0.73353463	12.222222	0.6427268	12.222222	0.53260034	12.222222	0.8585841	12.222222	0.80768454	12.222222	0.70981854	12.222222	0.7217053	12.222222	0.8009961	12.222222	0.73735785	12.222222	1.007175	12.222222	0.9327807	12.222222	0.9178986	12.222222	0.97086304	12.222222	0.93914163	12.222222	1.0021236	12.222222	0.9994342	12.222222	1.0033786	12.222222	1.0262902	12.222222	0.62607366	12.222222	0.9105404	12.222222	0.9969892
12.444445	0.5539945	12.444445	0.66125655	12.444445	0.5756027	12.444445	0.73317623	12.444445	0.63265824	12.444445	0.54861206	12.444445	0.9093572	12.444445	0.826705	12.444445	0.71964884	12.444445	0.73880947	12.444445	0.80615175	12.444445	0.769046	12.444445	0.9851445	12.444445	0.9498575	12.444445	0.9327394	12.444445	1.0361328	12.444445	0.9739448			12.444445	0.9959482	12.444445	0.97041345			12.444445	0.6465689	12.444445	0.9440827	12.444445	0.9923062
12.666667	0.56030405	12.666667	0.67457277	12.666667	0.57294893	12.666667	0.7424951	12.666667	0.6506764	12.666667	0.56388044	12.666667	0.9053382	12.666667	0.8308121	12.666667	0.7451063	12.666667	0.7399169	12.666667	0.8272439	12.666667	0.7642624	12.666667	1.0076807	12.666667	0.9321167	12.666667	0.95769036			12.666667	1.0090166			12.666667	1.0046173	12.666667	1.0262079			12.666667	0.6617131	12.666667	0.9607401	12.666667	1.0107045
12.888889	0.56515765	12.888889	0.6711046	12.888889	0.5747181	12.888889	0.7349682	12.888889	0.6686979	12.888889	0.56834954	12.888889	0.8803032	12.888889	0.8372479	12.888889	0.73874	12.888889	0.74716794	12.888889	0.84531635	12.888889	0.77913874			12.888889	0.9640172	12.888889	0.97750384			12.888889	1.0098686									12.888889	0.7198212	12.888889	0.95738816		
13.111111	0.5811754	13.111111	0.68858725	13.111111	0.593296	13.111111	0.7803279	13.111111	0.6602168	13.111111	0.58771706	13.111111	0.92777747	13.111111	0.8594445	13.111111	0.74539566	13.111111	0.7653123	13.111111	0.8401361	13.111111	0.79444796			13.111111	0.9706522	13.111111	0.9933084			13.111111	0.9811145									13.111111	0.68972707	13.111111	0.98027927		
13.333333	0.5908836	13.333333	0.6933062	13.333333	0.59196895	13.333333	0.76382816	13.333333	0.66631246	13.333333	0.5851098	13.333333	0.933394	13.333333	0.8745284	13.333333	0.7617517	13.333333	0.7793407	13.333333	0.85894173	13.333333	0.8109223			13.333333	1.0223802	13.333333	0.9813024													13.333333	0.748439	13.333333	1.0085728		
13.555555	0.5797192	13.555555	0.7010797	13.555555	0.62559026	13.555555	0.7878625	13.555555	0.68089086	13.555555	0.6000092	13.555555	0.9264001	13.555555	0.85259145	13.555555	0.76262045	13.555555	0.7808555	13.555555	0.8551594	13.555555	0.84163284			13.555555	0.99455893	13.555555	0.9750173													13.555555	0.7580091	13.555555	1.0111477		
13.777778	0.616127	13.777778	0.7113542	13.777778	0.61806923	13.777778	0.7919891	13.777778	0.6936156	13.777778	0.6003818	13.777778	0.93562025	13.777778	0.89319146	13.777778	0.7768129	13.777778	0.80147403	13.777778	0.8761178	13.777778	0.8413191			13.777778	0.9830608	13.777778	1.0184103													13.777778	0.7876311				
14	0.61564153	14	0.72982764	14	0.6158572	14	0.82124573	14	0.71005434	14	0.61230236	14	0.9682166	14	0.8982717	14	0.8053634	14	0.8057232	14	0.88397026	14	0.8624627					14	0.99420905													14	0.81196123				
14.222222	0.6433154	14.222222	0.72968864	14.222222	0.6424031	14.222222	0.8149619	14.222222	0.6997135	14.222222	0.62385136	14.222222	0.9553576	14.222222	0.9098094	14.222222	0.7879689	14.222222	0.82547075	14.222222	0.89465946	14.222222	0.8639295					14.222222	0.9873805													14.222222	0.84699947				
14.444445	0.6394311	14.444445	0.7503953	14.444445	0.6481552	14.444445	0.7973723	14.444445	0.712706	14.444445	0.643971	14.444445	0.95790696	14.444445	0.9050013	14.444445	0.7982594	14.444445	0.82942414	14.444445	0.89457107	14.444445	0.8860577																			14.444445	0.8528244				
14.666667	0.62923527	14.666667	0.7562342	14.666667	0.66806763	14.666667	0.82717127	14.666667	0.7262308	14.666667	0.65030557	14.666667	0.97651404	14.666667	0.9467997	14.666667	0.8059435	14.666667	0.84606314	14.666667	0.91138774	14.666667	0.90139383																			14.666667	0.87463063				
14.888889	0.66079533	14.888889	0.7794603	14.888889	0.6747056	14.888889	0.8126282	14.888889	0.7325961	14.888889	0.65067816	14.888889	0.9815169	14.888889	0.91722983	14.888889	0.8493326	14.888889	0.8604894	14.888889	0.9301993	14.888889	0.8748311																			14.888889	0.91071576				
15.111111	0.6539974	15.111111	0.76944476	15.111111	0.68134373	15.111111	0.8336365	15.111111	0.7344528	15.111111	0.6648387	15.111111	0.9708753	15.111111	0.9503784	15.111111	0.83974916	15.111111	0.86394626	15.111111	0.8930684	15.111111	0.8970851																			15.111111	0.91757977				
15.333333	0.68750346	15.333333	0.7750086	15.333333	0.6698377	15.333333	0.83668983	15.333333	0.74214494	15.333333	0.66856533	15.333333	0.99089044	15.333333	0.9322158	15.333333	0.85354453	15.333333	0.870151	15.333333	0.91050166	15.333333	0.9138041																			15.333333	0.9386707				
15.555555	0.6836185	15.555555	0.78405166	15.555555	0.68399906	15.555555	0.86436033	15.555555	0.76496	15.555555	0.6640934	15.555555	0.97992	15.555555	0.9406072	15.555555	0.85063964	15.555555	0.867099	15.555555	0.92069834	15.555555	0.9059146																			15.555555	0.9554408				
15.777778	0.69673073	15.777778	0.7958809	15.777778	0.69993186	15.777778	0.85735106	15.777778	0.7710627	15.777778	0.67527354	15.777778	1.0018725	15.777778	0.95051605	15.777778	0.88886434	15.777778	0.8989826	15.777778	0.93117684	15.777778	0.9064405																			15.777778	0.9569699				
16	0.7015873	16	0.7921229	16	0.70701355	16	0.86436033	16	0.79600865	16	0.68980914	16	1.0182077	16	0.97613645	16	0.8830471	16	0.906024	16	0.9562849	16	0.9504858																			16	0.9760483				
16.222221	0.69915897	16.222221	0.8038157	16.222221	0.7198498	16.222221	0.8589685	16.222221	0.8002555	16.222221	0.7229853			16.222221	0.9846839	16.222221	0.8689457	16.222221	0.89633065	16.222221	0.94612336	16.222221	0.9495356																			16.222221	0.9916823				
16.444445	0.7113008	16.444445	0.8149555	16.444445	0.7154234	16.444445	0.87802285	16.444445	0.77583903	16.444445	0.71254706			16.444445	0.9863386	16.444445	0.8961378	16.444445	0.91480684	16.444445	0.94087046	16.444445	0.94594646																			16.444445	1.0077928				
16.666666	0.72392905	16.666666	0.8463065	16.666666	0.7304736	16.666666	0.90212363	16.666666	0.7989283	16.666666	0.7267135			16.666666	0.9939248	16.666666	0.9071974	16.666666	0.9217567	16.666666	0.96369314	16.666666	0.95777404																			16.666666	1.0005248				
16.88889	0.7307291	16.88889	0.8461671	16.88889	0.723391	16.88889	0.88413656	16.88889	0.810608	16.88889	0.74088126			16.88889	0.9892348	16.88889	0.90312225	16.88889	0.9362849	16.88889	0.9638718	16.88889	0.9375064																								
17.11111	0.7224719	17.11111	0.84282154	17.11111	0.7526083	17.11111	0.8882728	17.11111	0.81193537	17.11111	0.7282048			17.11111	0.99640816	17.11111	0.90865296	17.11111	0.93792313	17.11111	0.97674555	17.11111	0.98390615																								
17.333334	0.7559885	17.333334	0.857182	17.333334	0.7627912	17.333334	0.905722	17.333334	0.84539115	17.333334	0.7464742			17.333334	1.0169774	17.333334	0.91578656	17.333334	0.9541159	17.333334	0.97799855	17.333334	0.9710961																								
17.555555	0.7423869	17.555555	0.87559557	17.555555	0.7840443	17.555555	0.8996049	17.555555	0.83423775	17.555555	0.76586473			17.555555	0.98661447	17.555555	0.9093808	17.555555	0.9405859	17.555555	1.0034717	17.555555	1.0064963																								
17.777779	0.77250594	17.777779	0.87280494	17.777779	0.7831587	17.777779	0.89204985	17.777779	0.8326445	17.777779	0.7528131					17.777779	0.93457663	17.777779	0.95955354	17.777779	0.99197775	17.777779	0.9847536																								
18	0.7744492	18	0.8814567	18	0.7991001	18	0.91831917	18	0.8424699	18	0.77966344					18	0.9398229	18	0.9610931	18	1.0045503	18	0.99238455																								
18.222221	0.77493507	18.222221	0.8649925	18.222221	0.7924577	18.222221	0.9159794	18.222221	0.8639835	18.222221	0.79010653					18.222221	0.94711137	18.222221	0.97742754			18.222221	1.0228622																								
18.444445	0.7967986	18.444445	0.90128154	18.444445	0.81858593	18.444445	0.9274997	18.444445	0.87009335	18.444445	0.7971934					18.444445	0.9165146	18.444445	0.97084934																												
18.666666	0.8065164	18.666666	0.8986281	18.666666	0.8048571	18.666666	0.9177792	18.666666	0.85840535	18.666666	0.80801094					18.666666	0.9577566	18.666666	0.97239065																												
18.88889	0.8235237	18.88889	0.90910345	18.88889	0.8004286	18.88889	0.92677957	18.88889	0.86929643	18.88889	0.7923445					18.88889	0.972201	18.88889	0.97691345																												
19.11111	0.82741135	19.11111	0.8799215	19.11111	0.8252294	19.11111	0.9404643	19.11111	0.8623897	19.11111	0.81360644					19.11111	0.9649047	19.11111	0.9951296																												
19.333334	0.8244957	19.333334	0.92699003	19.333334	0.8261152	19.333334	0.9604604	19.333334	0.87912613	19.333334	0.81771004					19.333334	0.9675311	19.333334	0.98473066																												
19.555555	0.8181784	19.555555	0.92950624	19.555555	0.8389598	19.555555	0.94965035	19.555555	0.8610616	19.555555	0.835618					19.555555	0.96111155	19.555555	0.9840104																												
19.777779	0.8463643	19.777779	0.918744	19.777779	0.8593361	19.777779	0.9492901	19.777779	0.8873627	19.777779	0.8341256					19.777779	0.9705956	19.777779	1.0312587																												
20	0.83470076	20	0.91497123	20	0.8385169	20	0.93236095	20	0.89560026	20	0.847931					20	0.9998019																														
20.222221	0.86920756	20.222221	0.9377554	20.222221	0.8566782	20.222221	0.9548748	20.222221	0.89374006	20.222221	0.8621111					20.222221	0.99571073																														
20.444445	0.8565706	20.444445	0.9457272	20.444445	0.85180545	20.444445	0.95829815	20.444445	0.9112804	20.444445	0.8856235					20.444445	1.0185139																														
20.666666	0.85851467	20.666666	0.93551815	20.666666	0.87661344	20.666666	0.9597396	20.666666	0.89427155	20.666666	0.8602453					20.666666	0.9945419																														
20.88889	0.862403	20.88889	0.95775926	20.88889	0.8930064	20.88889	0.9492901	20.88889	0.89958644	20.88889	0.84121466					20.88889	1.0119336																														
21.11111	0.8779567	21.11111	0.95440096	21.11111	0.8535773	21.11111	0.93974394	21.11111	0.91898876	21.11111	0.8684553					21.11111	0.9832957																														
21.333334	0.8910811	21.333334	0.9451677	21.333334	0.8752844	21.333334	0.9790252	21.333334	0.92430526	21.333334	0.87965167					21.333334	1.0047706																														
21.555555	0.8862201	21.555555	0.9588788	21.555555	0.8743983	21.555555	0.98551613	21.555555	0.96419084	21.555555	0.881891																																				
21.777779	0.89885885	21.777779	0.958319	21.777779	0.8761704	21.777779	0.9613614	21.777779	0.9195204	21.777779	0.89010245																																				
22	0.89399767	22	0.95901877	22	0.90009576	22	0.99110657	22	0.9655207	22	0.8919687																																				
22.222221	0.8910811	22.222221	0.9811391	22.222221	0.905856	22.222221	1.0073417	22.222221	0.93839586	22.222221	0.9236999																																				
22.444445	0.92851466	22.444445	0.97063667	22.444445	0.9071854	22.444445	0.9856965	22.444445	0.9346735	22.444445	0.9255667																																				
22.666666	0.9100401	22.666666	1.0000541	22.666666	0.9164909	22.666666	0.9783041	22.666666	0.96126515	22.666666	0.9147397																																				
22.88889	0.8959422	22.88889	0.97875816	22.88889	0.93022865	22.88889	0.99525476	22.88889	0.96365887	22.88889	0.9147397																																				
23.11111	0.9377526	23.11111	1.0111294	23.11111	0.9355468	23.11111	1.0010271	23.11111	0.956478	23.11111	0.93826145																																				
23.333334	0.94066995	23.333334	0.98660207	23.333334	0.94042194	23.333334	0.9959763	23.333334	0.94185233	23.333334	0.9322873																																				
23.555555	0.9328905	23.555555	0.9857616	23.555555	0.95194554	23.555555	0.99327075	23.555555	0.97882074	23.555555	0.9625343																																				
23.777779	0.95039475	23.777779	1.0073436	23.777779	0.9346604	23.777779	0.9975997	23.777779	0.9830772	23.777779	0.9681364																																				
24	0.9606063	24	1.0006148	24	0.9315582	24	1.0030116	24	0.96605265	24	0.9472232																																				
24.222221	0.93094563	24.222221	0.99332726	24.222221	0.9395355	24.222221	1.0244873	24.222221	0.9756285	24.222221	0.93751466																																				
24.444445	0.98297626	24.444445	0.9843607	24.444445	0.97898465	24.444445	0.9918279	24.444445	0.9985091	24.444445	0.9580529																																				
24.666666	0.98492163	24.666666	0.9968306	24.666666	0.9599238	24.666666	0.9939922	24.666666	0.9945178	24.666666	0.9782209																																				
