m0:5uM_M0:0_L0:10000 X	m0:5uM_M0:0_L0:10000 Y	m0:4uM_M0:0_L0:10000 X	m0:4uM_M0:0_L0:10000 Y	m0:3.5uM_M0:0_L0:10000 X	m0:3.5uM_M0:0_L0:10000 Y	m0:3uM_M0:0_L0:10000 X	m0:3uM_M0:0_L0:10000 Y	m0:2.5uM_M0:0_L0:10000 X	m0:2.5uM_M0:0_L0:10000 Y	m0:2uM_M0:0_L0:10000 X	m0:2uM_M0:0_L0:10000 Y	m0:1.75uM_M0:0_L0:10000 X	m0:1.75uM_M0:0_L0:10000 Y	m0:1.5uM_M0:0_L0:10000 X	m0:1.5uM_M0:0_L0:10000 Y	m0:1.35uM_M0:0_L0:10000 X	m0:1.35uM_M0:0_L0:10000 Y	m0:1.2uM_M0:0_L0:10000 X	m0:1.2uM_M0:0_L0:10000 Y
												7.3317	1.00709552	7.2364	1.013554661	7.2364	0.913185437	7.3317	0.90369171
														7.2364	0.994619801	7.2364	0.974105864	7.3317	0.879603991
														7.2364	1.003889694	7.2364	0.979205587	7.3317	0.871833671
														7.3317	0.998612515	7.3317	0.889356843	7.3317	0.878659332
														7.3317	1.004380072	7.3317	0.937747221	7.4269	0.871495697
														7.3317	1.008149699	7.3317	0.976695998	7.4269	0.94854466
														7.3317	1.00851885	7.3317	0.993360733	7.4269	0.877356778
														7.4269	0.968532164	7.4269	0.903919288	7.4269	0.879633655
														7.4269	1.016442639	7.4269	0.937648579	7.5222	0.88260406
														7.4269	0.994275304	7.4269	0.976336257	7.5222	0.972356555
														7.4269	1.022526558	7.4269	0.990630299	7.5222	0.888852248
														7.5222	0.998196329	7.5222	0.925605808	7.5222	0.908906576
														7.5222	1.016429789	7.5222	0.928277617	7.6175	0.896764613
														7.5222	1.014350385	7.5222	0.976552101	7.6175	0.893550257
														7.6175	0.974316028	7.5222	0.978199638	7.6175	0.899222226
														7.6175	0.98140522	7.6175	0.932729882	7.6175	0.896197143
														7.6175	1.027996115	7.6175	0.954713594	7.7128	0.898901732
														7.7128	0.982307003	7.6175	0.990271032	7.7128	1.009676288
														7.7128	0.995723067	7.6175	0.994539136	7.7128	0.901518445
														7.7128	1.027274535	7.7128	0.938492001	7.7128	0.938413582
														7.8081	0.968094925	7.7128	0.964972331	7.8081	0.892415096
														7.8081	0.998719467	7.7128	0.963182249	7.8081	0.953566805
														7.8081	1.006127281	7.7128	1.001014469	7.8081	0.917407402
														7.9033	1.020707439	7.8081	0.936291919	7.8081	0.947492661
														7.9033	1.023290886	7.8081	0.913580003	7.9033	0.967507587
														7.9033	1.024931314	7.8081	0.974969242	7.9033	0.908550602
														7.9986	0.996547756	7.8081	0.982582703	7.9033	0.920180475
														7.9986	1.005633142	7.9033	0.906433668	7.9033	0.940532034
														7.9986	1.017318864	7.9033	0.9712854	7.9986	1.012533715
														8.0939	0.991065135	7.9033	0.988187279	7.9986	0.958822027
														8.0939	0.997774065	7.9033	1.004036291	7.9986	0.89559756
														8.0939	0.99745697	7.9986	0.983541293	7.9986	0.924643646
														8.1892	0.980823174	7.9986	0.954910877	8.0939	0.966728289
														8.1892	0.999320656	7.9986	0.977193688	8.0939	0.916658896
														8.2844	0.996507272	7.9986	1.002381483	8.0939	0.899222226
														8.2844	0.995473046	8.0939	0.947019541	8.0939	0.912011152
														8.3797	1.000402797	8.0939	1.011618527	8.1892	0.981361781
																8.0939	0.992354784	8.1892	0.936929632
																8.0939	1.012310327	8.1892	0.930523286
																8.1892	0.963426261	8.1892	0.940456375
																8.1892	0.969115283	8.2844	1.00352849
																8.1892	0.978702613	8.2844	0.940254033
																8.1892	1.028930347	8.2844	0.953091426
																8.2844	0.991503494	8.2844	0.972494117
																8.2844	0.967734299	8.3797	0.979023885
																8.2844	0.995157072	8.3797	0.955254377
																8.2844	1.021375792	8.3797	0.946712035
																8.3797	0.963321495	8.3797	0.96179221
																8.3797	0.954713594	8.475	0.979110474
																8.3797	0.973385451	8.475	0.965632994
																8.3797	0.980653145	8.475	0.948885525
																8.475	0.942054038	8.475	0.979950368
																8.475	0.982135987	8.5703	0.937902627
																8.475	0.980797041	8.5703	1.018681514
																8.475	1.018150203	8.5703	0.939666931
																8.5703	0.915443526	8.5703	0.967920588
																8.5703	0.968030224	8.6656	1.01824857
																8.5703	0.995042773	8.6656	0.98452532
																8.5703	1.004282471	8.6656	0.972943804
																8.6656	0.935349027	8.6656	0.983052386
																8.6656	0.996340393	8.7608	1.002662603
																8.6656	0.993963551	8.7608	0.991741702
																8.6656	1.005144713	8.7608	0.970620419
																8.7608	0.917015013	8.7608	0.981766183
																8.7608	1.012813557	8.8561	0.990973127
																8.7608	1.01180669	8.8561	0.957443617
																8.7608	1.010892996	8.8561	0.98577611
																8.8561	0.947920923	8.8561	1.000524635
																8.8561	1.019718477	8.9514	1.008377458
																8.8561	0.999719402	8.9514	0.984606403
																8.8561	0.999827552	8.9514	0.96776927
																8.9514	1.022304638	8.9514	0.987183907
																8.9514	1.027905738	9.0467	1.000324708
																8.9514	0.999287713	9.0467	0.958984193
																8.9514	1.035538758	9.0467	0.980706958
																9.0467	0.992865449	9.0467	0.996627344
																9.0467	0.974639218	9.1419	1.033574772
																9.0467	1.008784868	9.1419	1.008525872
																9.0467	1.013838991	9.1419	0.995687438
																9.1419	1.015494861	9.1419	0.987034011
																9.1419	0.991901516	9.2372	1.028552626
																9.1419	0.984882016	9.2372	0.982092832
																9.1419	1.004036291	9.2372	0.988726811
																9.2372	1.005437345	9.2372	0.985160314
																9.2372	0.996537676	9.3325	0.956794953
																9.2372	0.984882016	9.3325	1.022145062
																9.2372	1.010799416	9.3325	0.98199316
																9.3325	1.028171523	9.3325	0.994229011
																9.3325	1.004823579	9.4278	1.003008958
																9.3325	0.995762255	9.4278	1.005120388
																9.3325	1.000114966	9.4278	0.989407741
																9.4278	0.997265613	9.4278	0.992580157
																9.4278	0.981544137	9.5231	1.035393134
																9.4278	0.992956277	9.5231	0.984038823
																9.4278	1.005863248	9.5231	0.988348516
																9.5231	0.98039832	9.5231	1.010192916
																9.5231	0.992986575	9.6183	0.994696442
																9.5231	0.985617567	9.6183	0.995876932
																9.5231	1.021383612	9.6183	0.994628212
																9.6183	1.026285738	9.6183	1.002323385
																9.6183	1.004034446	9.7136	0.991741702
																9.6183	0.974969242	9.7136	0.997200617
																9.6183	1.021742879	9.7136	1.021285207
																9.7136	1.000408587	9.8089	0.972849376
																9.7136	0.997721377	9.8089	0.998184184
																9.7136	0.976048464	9.8089	1.05096458
																9.7136	0.988474693	9.9042	1.005039305
																9.8089	0.951063897	9.9042	1.006220677
																9.8089	0.997030885	9.9042	1.016191024
																9.8089	1.015332149	9.9994	1.005606886
																9.9042	1.015494861	9.9994	0.999925052
																9.9042	1.020211685	9.9994	1.015358775
																9.9042	1.035693472	10.095	0.990606541
																9.9994	0.979979256	10.095	0.96807219
																9.9994	1.014293183	10.095	1.028523439
																10.095	0.995255334	10.19	1.004714973
																10.19	1.067362419	10.19	0.997578912
																		10.19	0.994753646
																		10.285	1.006174466
																		10.285	0.986305723
																		10.285	1.017312967
																		10.381	1.02198564
																		10.381	0.97155222
																		10.381	1.006895208
																		10.476	1.01509359
																		10.476	0.967996247
																		10.476	1.003822343
																		10.571	1.036256238
																		10.571	0.967390975
																		10.571	0.998276198
																		10.666	0.954605714
																		10.666	0.974351602
																		10.666	0.980888283
																		10.762	1.007309627
																		10.762	0.987213631
																		10.762	0.996252604
																		10.857	1.011282692
																		10.857	0.983657658
																		10.952	1.038931975
																		10.952	1.01119753
																		11.048	0.991984951
																		11.048	1.022924674
																		11.143	1.003985227
																		11.143	1.026026692
																		11.238	1.003177678
																		11.333	1.019520019
																		11.429	1.031020186
