m0:5uM_M0:0_L0:10000 X	m0:5uM_M0:0_L0:10000 Y	m0:4uM_M0:0_L0:10000 X	m0:4uM_M0:0_L0:10000 Y	m0:3.5uM_M0:0_L0:10000 X	m0:3.5uM_M0:0_L0:10000 Y	m0:3uM_M0:0_L0:10000 X	m0:3uM_M0:0_L0:10000 Y	m0:2.5uM_M0:0_L0:10000 X	m0:2.5uM_M0:0_L0:10000 Y	m0:2uM_M0:0_L0:10000 X	m0:2uM_M0:0_L0:10000 Y	m0:1.75uM_M0:0_L0:10000 X	m0:1.75uM_M0:0_L0:10000 Y	m0:1.5uM_M0:0_L0:10000 X	m0:1.5uM_M0:0_L0:10000 Y	m0:1.35uM_M0:0_L0:10000 X	m0:1.35uM_M0:0_L0:10000 Y	m0:1.2uM_M0:0_L0:10000 X	m0:1.2uM_M0:0_L0:10000 Y
2.3819	0.958669338	2.3819	0.970004221	2.3819	0.958930175	2.3819	0.956786328	2.3819	0.817144059	2.3819	0.43830124	2.3819	0.337187938	2.3819	0.211026696	2.3819	0.097221263	2.4772	0.036919341
2.3819	0.960499304	2.3819	0.999218791	2.3819	0.945082511	2.3819	0.983530236	2.3819	0.834974371	2.3819	0.413798957	2.3819	0.332094443	2.3819	0.229072286	2.3819	0.078593395	2.4772	0.042384166
2.4772	0.949052486	2.4772	0.988988435	2.4772	0.982710459	2.4772	0.942643039	2.4772	0.838979616	2.4772	0.442224065	2.4772	0.34982057	2.4772	0.216151548	2.4772	0.088442152	2.4772	0.06594596
2.4772	0.982250353	2.4772	1.002719696	2.4772	0.967987457	2.4772	0.967685164	2.4772	0.830566664	2.4772	0.448268951	2.4772	0.37376266	2.4772	0.231477703	2.4772	0.097536956	2.5725	0.023043773
2.4772	0.970173907	2.4772	0.976155188	2.4772	1.003061582	2.4772	0.939410999	2.4772	0.868657216	2.4772	0.477130045	2.4772	0.35358343	2.4772	0.230486989	2.4772	0.073243206	2.5725	0.054338286
2.5725	0.947090357	2.4772	0.993028706	2.4772	0.965330664	2.4772	1.002408959	2.4772	0.845300011	2.4772	0.454007518	2.4772	0.372228006	2.4772	0.242222799	2.4772	0.105969592	2.5725	0.055956111
2.5725	0.982962894	2.5725	0.987326185	2.5725	0.984567426	2.5725	0.922766566	2.5725	0.85796893	2.5725	0.468282077	2.5725	0.383317256	2.5725	0.262052599	2.5725	0.105394391	2.5725	0.086467484
2.5725	0.967342316	2.5725	0.99295841	2.5725	0.988383304	2.5725	0.992414341	2.5725	0.853236381	2.5725	0.494112932	2.5725	0.42027055	2.5725	0.25925681	2.5725	0.089071797	2.6678	0.042990177
2.6678	0.958693562	2.5725	0.990485632	2.5725	0.976207511	2.5725	0.986429465	2.5725	0.866046503	2.5725	0.521762068	2.5725	0.400463959	2.5725	0.271697022	2.5725	0.125827357	2.6678	0.063600797
2.6678	0.993872146	2.5725	1.007659817	2.5725	0.986591224	2.5725	0.968231023	2.5725	0.858814985	2.5725	0.490481387	2.5725	0.407506702	2.5725	0.276727815	2.5725	0.11976547	2.6678	0.065914112
2.6678	0.973831379	2.6678	1.003948694	2.6678	0.983857829	2.6678	0.938268734	2.6678	0.884320235	2.6678	0.513113064	2.6678	0.40790994	2.6678	0.291874109	2.6678	0.117023394	2.6678	0.106729241
2.7631	0.961818433	2.6678	0.989784704	2.6678	1.005073074	2.6678	0.985750938	2.6678	0.87917511	2.6678	0.538654241	2.6678	0.443237408	2.6678	0.28474723	2.6678	0.096266611	2.7631	0.040800937
2.7631	0.989252913	2.6678	1.012581961	2.6678	0.985721462	2.6678	0.966735621	2.6678	0.891190868	2.6678	0.576628858	2.6678	0.428726237	2.6678	0.306038716	2.6678	0.143582864	2.7631	0.072594547
2.7631	0.992921022	2.6678	1.003278335	2.6678	0.981491689	2.6678	0.99950454	2.6678	0.885837169	2.6678	0.535249182	2.6678	0.424714507	2.6678	0.313404475	2.6678	0.14010002	2.7631	0.086493357
2.8583	0.982287551	2.7631	1.007465701	2.7631	0.993184242	2.7631	0.95099683	2.7631	0.920621004	2.7631	0.555366269	2.7631	0.465156804	2.7631	0.324018558	2.7631	0.152119936	2.7631	0.142144023
2.8583	1.002152366	2.7631	1.020096275	2.7631	1.000252863	2.7631	0.992705837	2.7631	0.885978646	2.7631	0.599208652	2.7631	0.453014194	2.7631	0.332902481	2.7631	0.120800927	2.8583	0.045584831
2.8583	1.002902381	2.7631	1.003157937	2.7631	0.990935107	2.7631	0.977784978	2.7631	0.898867565	2.7631	0.58650233	2.7631	0.495257344	2.7631	0.339765824	2.7631	0.167552798	2.8583	0.086609806
2.9536	0.977709251	2.7631	1.006811869	2.7631	1.00526452	2.7631	1.009413734	2.7631	0.905292745	2.7631	0.578222384	2.7631	0.486964684	2.7631	0.346646262	2.7631	0.160578277	2.8583	0.093680961
2.9536	0.996230903	2.8583	0.997638925	2.8583	1.000331883	2.8583	0.943531312	2.8583	0.904859476	2.8583	0.581592397	2.8583	0.471988721	2.8583	0.349005845	2.8583	0.163748939	2.8583	0.118418717
2.9536	1.001628165	2.8583	1.003654467	2.8583	1.022501446	2.8583	0.995019776	2.8583	0.900079227	2.8583	0.59852698	2.8583	0.493527993	2.8583	0.357851831	2.8583	0.180869428	2.9536	0.057585107
3.0489	0.985485094	2.8583	1.004652487	2.8583	0.996909869	2.8583	0.996564958	2.8583	0.9108833	2.8583	0.646584015	2.8583	0.527583197	2.8583	0.377648954	2.8583	0.141737835	2.9536	0.109918607
3.0489	1.002938618	2.9536	0.990989921	2.8583	0.990153399	2.8583	0.978117289	2.8583	0.933592107	2.8583	0.599708985	2.8583	0.529687508	2.8583	0.378758759	2.8583	0.179188342	2.9536	0.119026723
3.0489	1.010217325	2.9536	0.996636831	2.9536	1.009774754	2.9536	0.945285505	2.9536	0.921556845	2.9536	0.604288084	2.9536	0.511103809	2.9536	0.395590183	2.9536	0.196435868	2.9536	0.169938998
3.1442	0.989118665	2.9536	0.994771678	2.9536	1.012073179	2.9536	0.986429465	2.9536	0.924520205	2.9536	0.649832156	2.9536	0.529849649	2.9536	0.379674997	2.9536	0.156199411	3.0489	0.076558516
3.1442	1.0094252	3.0489	1.006732959	2.9536	0.988728529	2.9536	0.997240802	2.9536	0.931345367	2.9536	0.685571089	2.9536	0.559047794	2.9536	0.409560061	2.9536	0.216577725	3.0489	0.114865169
3.1442	0.992331107	3.1442	0.989817806	2.9536	1.010343568	2.9536	0.97184491	2.9536	0.919320154	2.9536	0.64176064	2.9536	0.550185834	2.9536	0.415088656	2.9536	0.210588337	3.0489	0.13794147
3.2394	0.998081474			3.0489	0.997556817	3.0489	0.994165535	3.0489	0.943327456	3.0489	0.636230162	3.0489	0.552285954	3.0489	0.411285715	3.0489	0.227760841	3.0489	0.194097248
3.33	1.000939884			3.0489	0.990828337	3.0489	0.972509533	3.0489	0.927425523	3.0489	0.71838565	3.0489	0.598895294	3.0489	0.412439806	3.0489	0.220424751	3.1442	0.085153308
3.4253	1.001666598			3.1442	1.004254639	3.0489	0.996649774	3.0489	0.933102873	3.0489	0.686407135	3.0489	0.578641559	3.0489	0.421926369	3.0489	0.17404255	3.1442	0.135520383
3.5206	1.010193379			3.1442	0.9967153	3.0489	0.963398565	3.0489	0.941154833	3.0489	0.666302898	3.0489	0.574298337	3.0489	0.427560113	3.0489	0.24177277	3.1442	0.138099021
				3.2394	1.003877146	3.1442	0.996728257	3.1442	0.948203678	3.1442	0.676858244	3.1442	0.586428661	3.1442	0.46308097	3.1442	0.228494201	3.1442	0.206133078
				3.33	0.997202755	3.1442	0.970141814	3.1442	0.920324234	3.1442	0.699784558	3.1442	0.624962679	3.1442	0.445565328	3.1442	0.248241712	3.2394	0.106883537
				3.4253	1.011376462	3.1442	1.004792095	3.1442	0.928610503	3.1442	0.748984437	3.1442	0.58021773	3.1442	0.462705024	3.1442	0.202821806	3.2394	0.141096938
						3.1442	0.994198925	3.1442	0.944825806	3.1442	0.695695404	3.1442	0.624519233	3.1442	0.462263298	3.1442	0.260095421	3.2394	0.162454983
						3.2394	1.000145221	3.2394	0.943721494	3.2394	0.70403703	3.2394	0.614054299	3.2394	0.472561071	3.2394	0.24347571	3.2394	0.215571247
						3.2394	0.993214733	3.2394	0.943163667	3.2394	0.721428929	3.2394	0.610693577	3.2394	0.476827164	3.2394	0.286711976	3.33	0.106478122
						3.2394	0.983101961	3.2394	0.940871878	3.2394	0.777314693	3.2394	0.663317333	3.2394	0.490760879	3.2394	0.228363396	3.33	0.167328707
						3.2394	0.989752251	3.2394	0.959118896	3.2394	0.728483085	3.2394	0.630374053	3.2394	0.495340013	3.2394	0.29178283	3.33	0.176527555
						3.33	1.007107284	3.33	0.954893313	3.33	0.737996503	3.33	0.630092117	3.33	0.534527031	3.33	0.265790825	3.33	0.231590158
						3.33	1.018913933	3.33	0.991104588	3.33	0.797995252	3.33	0.70081073	3.33	0.523479442	3.33	0.284739142	3.4253	0.124073121
						3.33	1.006114531	3.33	0.971165245	3.33	0.768625683	3.33	0.665030397	3.33	0.538471283	3.33	0.256710963	3.4253	0.195059434
						3.33	0.994606877	3.33	0.973647476	3.33	0.76078574	3.33	0.674373901	3.33	0.53974298	3.33	0.319662001	3.4253	0.206942469
						3.4253	1.001853703	3.4253	0.971595472	3.4253	0.773637138	3.4253	0.676116469	3.4253	0.565290273	3.4253	0.301096898	3.4253	0.274971101
						3.4253	1.004411435	3.4253	1.003615301	3.4253	0.78520968	3.4253	0.717863623	3.4253	0.554380565	3.4253	0.319066455	3.5206	0.146614179
						3.4253	1.01108813	3.4253	0.983359161	3.4253	0.766024009	3.4253	0.668306179	3.4253	0.578767351	3.4253	0.291102174	3.5206	0.201130215
						3.5206	0.997682127	3.4253	0.973364521	3.4253	0.836454761	3.4253	0.701064295	3.4253	0.580651769	3.4253	0.336619435	3.5206	0.21587023
						3.5206	1.008436443	3.5206	0.987164206	3.5206	0.801376311	3.5206	0.759318803	3.5206	0.578663566	3.5206	0.321002399	3.5206	0.287526464
						3.6158	1.008689945	3.5206	0.969912981	3.5206	0.847744658	3.5206	0.723710363	3.5206	0.608484377	3.5206	0.342444539	3.6158	0.172885053
						3.6158	0.992567118	3.5206	0.960678714	3.5206	0.816523874	3.5206	0.718487871	3.5206	0.587626325	3.5206	0.304340631	3.6158	0.241002503
						3.7111	0.993301432	3.5206	0.981060461	3.5206	0.814332485	3.5206	0.708746303	3.5206	0.590530424	3.5206	0.367732015	3.6158	0.245150259
								3.6158	0.989725454	3.6158	0.81426522	3.6158	0.786591948	3.6158	0.637113027	3.6158	0.348660569	3.6158	0.348051971
								3.6158	0.982781368	3.6158	0.862780269	3.6158	0.733550993	3.6158	0.614739956	3.6158	0.35585981	3.7111	0.18934489
								3.6158	0.982405531	3.6158	0.82514154	3.6158	0.755131047	3.6158	0.626139451	3.6158	0.348157048	3.7111	0.244749899
								3.6158	0.976099751	3.6158	0.813944465	3.6158	0.752741651	3.6158	0.644640563	3.6158	0.403083954	3.7111	0.267318343
								3.7111	1.000265976	3.7111	0.826817897	3.7111	0.765586456	3.7111	0.65638714	3.7111	0.33619344	3.7111	0.345194543
								3.7111	0.979004933	3.7111	0.877763123	3.7111	0.813692841	3.7111	0.633068039	3.7111	0.416425817	3.8064	0.226967376
								3.7111	0.989653117	3.7111	0.841825743	3.7111	0.752366516	3.7111	0.64606191	3.7111	0.365712395	3.8064	0.277577084
								3.7111	0.986757715	3.7111	0.842657936	3.7111	0.777015983	3.7111	0.689883153	3.7111	0.430603857	3.8064	0.301591865
								3.8064	0.988543339	3.8064	0.830404376	3.8064	0.781487391	3.8064	0.666243934	3.8064	0.414977318	3.8064	0.362685462
								3.8064	0.981395082	3.8064	0.902294909	3.8064	0.825405939	3.8064	0.660670807	3.8064	0.426092703	3.9017	0.238156823
								3.8064	0.988365717	3.8064	0.861315697	3.8064	0.768584967	3.8064	0.668287357	3.8064	0.39218931	3.9017	0.300286301
								3.8064	0.984635554	3.8064	0.853668	3.8064	0.788344005	3.8064	0.682471879	3.8064	0.452231771	3.9017	0.314378234
								3.9017	0.987804518	3.9017	0.849345468	3.9017	0.822994419	3.9017	0.691545131	3.9017	0.439702046	3.9017	0.388921841
								3.9017	0.987888902	3.9017	0.90820364	3.9017	0.778655247	3.9017	0.676361844	3.9017	0.478076881	3.9969	0.258103227
								3.9017	0.979023617	3.9017	0.859003274	3.9017	0.805937801	3.9017	0.709162002	3.9017	0.416507781	3.9969	0.317524321
								3.9017	1.000564075	3.9017	0.899744476	3.9017	0.802531004	3.9017	0.724327846	3.9017	0.48068577	3.9969	0.344490512
								3.9969	0.985735817	3.9969	0.86738994	3.9969	0.821512005	3.9969	0.705279042	3.9969	0.449654797	3.9969	0.405806639
								3.9969	0.985361783	3.9969	0.937325244	3.9969	0.867779794	3.9969	0.745098285	3.9969	0.483502175	4.0922	0.285266013
								3.9969	0.982183279	3.9969	0.895636054	3.9969	0.834573122	3.9969	0.71968294	3.9969	0.441905475	4.0922	0.331464632
								3.9969	1.006300432	3.9969	0.875785134	3.9969	0.825932561	3.9969	0.720368239	3.9969	0.504110022	4.0922	0.369609297
								4.0922	0.993321052	4.0922	0.881343585	4.0922	0.820804086	4.0922	0.736811045	4.0922	0.466207792	4.0922	0.424769566
								4.0922	0.992847777	4.0922	0.937747296	4.0922	0.885751361	4.0922	0.715980209	4.0922	0.499482131	4.1875	0.303590758
								4.0922	0.996500822	4.0922	0.902600331	4.0922	0.826674582	4.0922	0.750327255	4.0922	0.478023441	4.1875	0.360094734
								4.0922	0.986616238	4.0922	0.889802352	4.0922	0.842772452	4.0922	0.766277662	4.0922	0.523366769	4.1875	0.370668523
								4.1875	0.998640568	4.1875	0.883248902	4.1875	0.875933029	4.1875	0.74848852	4.1875	0.473122335	4.1875	0.481658347
								4.1875	1.000850893	4.1875	0.940490636	4.1875	0.843473711	4.1875	0.748564661	4.1875	0.518815905	4.2828	0.325726402
								4.1875	1.001716534	4.1875	0.91552683	4.1875	0.854566346	4.1875	0.761397526	4.1875	0.501478534	4.2828	0.359045463
								4.1875	1.009488418	4.1875	0.888638293	4.1875	0.871354824	4.1875	0.79267432	4.1875	0.554766763	4.2828	0.408422359
								4.2828	0.979830731	4.2828	0.906448938	4.2828	0.87972256	4.2828	0.769206622	4.2828	0.494285026	4.2828	0.494906419
								4.2828	1.014303587	4.2828	0.95304669	4.2828	0.865130665	4.2828	0.765166825	4.2828	0.52256429	4.3781	0.342834903
								4.2828	0.98647476	4.2828	0.919284533	4.2828	0.872009537	4.2828	0.771409849	4.2828	0.526444539	4.3781	0.404988533
								4.2828	1.002284982	4.2828	0.898290287	4.2828	0.880524079	4.2828	0.782785774	4.2828	0.582717788	4.3781	0.452758527
								4.3781	0.997507708	4.3781	0.913790012	4.3781	0.886670035	4.3781	0.782955908	4.3781	0.521524133	4.3781	0.552401321
								4.3781	0.997648094	4.3781	0.953943551	4.3781	0.884362475	4.3781	0.789325285	4.3781	0.566657131	4.4733	0.396106397
								4.3781	0.995422577	4.3781	0.918282479	4.3781	0.894209773	4.3781	0.806644214	4.3781	0.551050803	4.4733	0.435567281
								4.3781	1.000622501	4.3781	0.910173396	4.3781	0.878881033	4.3781	0.819518257	4.3781	0.601758975	4.4733	0.527896717
								4.4733	0.99721218	4.4733	0.929088586	4.4733	0.898957305	4.4733	0.786740172	4.4733	0.538810489	4.4733	0.47870956
								4.4733	1.002715209	4.4733	0.952202585	4.4733	0.891213231	4.4733	0.826087229	4.4733	0.60364777	4.5686	0.392781996
								4.4733	1.003766838	4.4733	0.916139202	4.4733	0.912615649	4.4733	0.805921231	4.4733	0.559756527	4.5686	0.450107176
								4.4733	1.016798083	4.4733	0.956711258	4.4733	0.89027635	4.4733	0.829833568	4.4733	0.628201075	4.5686	0.52971508
								4.5686	0.989282161	4.5686	0.945844167	4.5686	0.935302359	4.5686	0.791341073	4.5686	0.605232004	4.5686	0.479012196
								4.5686	0.99809274	4.5686	0.976206806	4.5686	0.893424893	4.5686	0.826212794	4.5686	0.605817888	4.6639	0.43859386
								4.6639	1.009722893	4.5686	0.935217195	4.5686	0.912125552	4.5686	0.813244618	4.5686	0.585082273	4.6639	0.475889257
								4.6639	0.998045059	4.5686	0.915363162	4.5686	0.90575278	4.5686	0.815056181	4.5686	0.659457362	4.6639	0.522440456
								4.7592	1.006275058	4.6639	0.944947548	4.6639	0.921809329	4.6639	0.848626013	4.6639	0.577259536	4.6639	0.611887764
								4.7592	1.004672786	4.6639	0.972830388	4.6639	0.909122294	4.6639	0.831829358	4.6639	0.630379672	4.7592	0.43997227
										4.6639	0.939976953	4.6639	0.90575278	4.6639	0.835443038	4.6639	0.608681263	4.7592	0.503694932
										4.6639	0.916818237	4.6639	0.933090826	4.6639	0.865183112	4.6639	0.65270313	4.7592	0.523424023
										4.7592	0.956995876	4.7592	0.934728187	4.7592	0.871792618	4.7592	0.634042598	4.7592	0.621932054
										4.7592	0.965919283	4.7592	0.906640918	4.7592	0.839002733	4.7592	0.654448248	4.8544	0.484811138
										4.7592	0.962422967	4.7592	0.941368025	4.7592	0.86134993	4.7592	0.633791163	4.8544	0.539520034
										4.7592	0.950672972	4.7592	0.925045316	4.7592	0.866998924	4.7592	0.711838588	4.8544	0.646350069
										4.8544	0.954418094	4.8544	0.93909189	4.8544	0.847621499	4.8544	0.663481786	4.8544	0.568062827
										4.8544	0.99118966	4.8544	0.931616509	4.8544	0.855505817	4.8544	0.662832792	4.9497	0.485459801
										4.8544	0.949696879	4.8544	0.928013399	4.8544	0.85557633	4.8544	0.642352992	4.9497	0.644878061
										4.8544	0.94965442	4.8544	0.955580847	4.8544	0.85903012	4.8544	0.702353922	4.9497	0.562079355
										4.9497	0.972406527	4.9497	0.951895914	4.9497	0.878133613	4.9497	0.669453437	4.9497	0.585540054
										4.9497	0.989184912	4.9497	0.913977161	4.9497	0.847974744	4.9497	0.670724129	5.045	0.510595514
										4.9497	0.954105917	4.9497	0.938699717	4.9497	0.865255475	4.9497	0.673146796	5.045	0.575120291
										4.9497	0.957996847	4.9497	0.919745169	4.9497	0.880625916	4.9497	0.751070618	5.045	0.582286717
										5.045	0.963104098	5.045	0.965790864	5.045	0.875716167	5.045	0.652900441	5.045	0.689557835
										5.045	0.996465313	5.045	0.928757532	5.045	0.915488979	5.045	0.715902029	5.1403	0.542542194
										5.045	0.941894022	5.045	0.95095215	5.045	0.883159918	5.045	0.687752268	5.1403	0.606346276
										5.045	0.976050904	5.045	0.93670564	5.045	0.902643977	5.045	0.741370391	5.1403	0.699602125
										5.1403	0.983558235	5.1403	0.979226476	5.1403	0.870929455	5.1403	0.668929608	5.1403	0.605998831
										5.1403	1.004326035	5.1403	0.953239271	5.1403	0.909838587	5.1403	0.716691163	5.2356	0.569137399
										5.1403	0.968986422	5.1403	0.930557469	5.1403	0.87773039	5.1403	0.702213844	5.2356	0.710598891
										5.1403	0.973226628	5.1403	0.949255857	5.1403	0.904813722	5.1403	0.749849108	5.2356	0.617241017
										5.2356	0.988825876	5.2356	0.978652305	5.2356	0.907892341	5.2356	0.686635027	5.2356	0.628892655
										5.2356	0.99345819	5.2356	0.936575962	5.2356	0.88478663	5.2356	0.738392338	5.3308	0.568245487
										5.2356	0.966481287	5.2356	0.9565921	5.2356	0.897818101	5.2356	0.73912324	5.3308	0.629232683
										5.2356	0.972062568	5.2356	0.950857034	5.2356	0.909563116	5.2356	0.776075647	5.3308	0.767314495
										5.3308	0.987536986	5.3308	0.996509037	5.3308	0.912035962	5.3308	0.72246493	5.3308	0.676103865
										5.3308	0.955258279	5.3308	0.95114386	5.3308	0.902769678	5.3308	0.73740592	5.4261	0.608786959
										5.3308	1.012081245	5.3308	0.96462042	5.3308	0.921344248	5.3308	0.764089244	5.4261	0.637476954
										5.3308	0.969782951	5.3308	0.961616333	5.3308	0.937865634	5.3308	0.805248182	5.4261	0.662485246
										5.4261	1.000537972	5.4261	0.986518454	5.4261	0.92999165	5.4261	0.73891316	5.4261	0.785238357
										5.4261	1.001529939	5.4261	0.954919868	5.4261	0.900785754	5.4261	0.777651736	5.5214	0.657355642
										5.4261	0.973245153	5.4261	0.967397638	5.4261	0.913924463	5.4261	0.790134471	5.5214	0.758742212
										5.4261	0.976476294	5.4261	0.949850006	5.4261	0.932021521	5.4261	0.827235363	5.5214	0.686847441
										5.5214	0.988937954	5.5214	0.972795756	5.5214	0.919444253	5.5214	0.727493688	5.5214	0.692263877
										5.5214	0.974835136	5.5214	0.95022683	5.5214	0.907530177	5.5214	0.785838997	5.6167	0.658328637
										5.5214	0.982514154	5.5214	0.93670564	5.5214	0.907681092	5.5214	0.786249272	5.6167	0.691160004
										5.5214	0.991900085	5.5214	0.970719408	5.5214	0.912027991	5.5214	0.8188285	5.6167	0.797533954
										5.6167	1.00591769	5.6167	0.934421543	5.6167	0.959185339	5.6167	0.799677321	5.6167	0.690540075
										5.6167	0.987496703	5.6167	0.998690889	5.6167	0.942504775	5.6167	0.804679562	5.7119	0.659869213
										5.6167	0.964076357	5.6167	0.968759019	5.6167	0.944267161	5.6167	0.792077071	5.7119	0.703870714
										5.6167	0.973614648	5.6167	0.954249128	5.6167	0.944011254	5.6167	0.828672434	5.7119	0.824809397
										5.7119	1.004965032	5.7119	0.996738706	5.7119	0.903790123	5.7119	0.813611172	5.7119	0.723442208
										5.7119	0.995304669	5.7119	0.954865925	5.7119	0.915573657	5.7119	0.810499423	5.8072	0.697572782
										5.7119	0.971742071	5.7119	0.971590693	5.7119	0.956109015	5.7119	0.802365655	5.8072	0.699908564
										5.7119	0.969588941	5.7119	0.952818088	5.7119	0.958379675	5.7119	0.845126893	5.8072	0.733680356
										5.8072	1.011801757	5.8072	1.007360878	5.8072	0.893341929	5.8072	0.771704854	5.8072	0.847668816
										5.8072	0.998153521	5.8072	0.957617016	5.8072	0.947918984	5.8072	0.823520128	5.9025	0.712005546
										5.8072	1.002455033	5.8072	0.975184739	5.8072	0.99610123	5.8072	0.821719704	5.9025	0.730037624
										5.8072	0.977155329	5.8072	0.952023066	5.8072	0.965199399	5.8072	0.864527347	5.9025	0.737992918
										5.9025	0.998744732	5.9025	0.969063641	5.9025	0.965651898	5.9025	0.807744288	5.9025	0.875983323
										5.9025	0.99224479	5.9025	0.968567437	5.9025	0.94226378	5.9025	0.825591604	5.9978	0.689788819
										5.9025	1.001202465	5.9025	1.002357913	5.9025	0.949482076	5.9025	0.818194246	5.9978	0.741354758
										5.9025	0.982781618	5.9025	0.981862896	5.9025	0.958684466	5.9025	0.870491191	5.9978	0.872519775
										5.9978	1.012642338	5.9978	1.006040284	5.9978	0.944305975	5.9978	0.811201559	5.9978	0.778394819
										5.9978	1.015141124	5.9978	0.956343221	5.9978	0.950239182	5.9978	0.854394981	6.0931	0.73608718
										5.9978	0.987534861	5.9978	0.973422303	5.9978	0.950156345	5.9978	0.823590356	6.0931	0.857713106
										5.9978	1.021644371	5.9978	1.006614584	5.9978	0.977978441	5.9978	0.879760297	6.0931	0.769535173
										6.0931	1.000089662	6.0931	0.99082474	6.0931	0.930807818	6.0931	0.827021194	6.0931	0.802832673
										6.0931	0.999894487	6.0931	0.980357989	6.0931	0.93672091	6.0931	0.858242008	6.1883	0.759925566
										6.0931	0.975800391	6.0931	0.978331113	6.0931	0.938480314	6.0931	0.830425429	6.1883	0.767197288
										6.0931	0.977300837	6.0931	0.992940204	6.0931	0.96869816	6.0931	0.885508579	6.1883	0.889664339
										6.1883	0.994566078	6.1883	0.992662089	6.1883	0.934009706	6.1883	0.84158364	6.1883	0.785574026
										6.1883	0.999498973	6.1883	0.973745961	6.1883	0.950758831	6.1883	0.870276295	6.2836	0.757898492
										6.1883	0.998011398	6.1883	0.993481706	6.1883	0.983477406	6.1883	0.855751175	6.2836	0.863687726
										6.2836	1.004609449	6.1883	1.009794672	6.1883	0.983329025	6.1883	0.89995114	6.2836	0.796855612
										6.2836	1.006305323	6.2836	0.998116718	6.2836	0.984486536	6.2836	0.85604132	6.2836	0.791494911
										6.3789	0.998446816	6.2836	0.977144368	6.2836	0.958684466	6.2836	0.843741677	6.3789	0.760493146
										6.3789	0.997671881	6.2836	1.000397523	6.2836	0.973830236	6.2836	0.889676084	6.3789	0.83260238
										6.4742	0.990493513	6.2836	0.997074319	6.2836	0.986305496	6.2836	0.903524739	6.3789	0.785948766
										6.5694	1.001697587	6.3789	0.996107117	6.3789	0.955167283	6.3789	0.873956271	6.3789	0.807069576
										6.6647	1.016345338	6.3789	0.986075791	6.3789	0.977268209	6.3789	0.855775965	6.4742	0.819359364
										6.76	1.002085607	6.3789	0.98793296	6.3789	0.976054636	6.3789	0.908417213	6.4742	0.877022388
										6.8553	0.979289439	6.3789	1.006720587	6.3789	0.994697568	6.3789	0.916333745	6.4742	0.810625549
										6.9506	1.002619134	6.4742	0.993121426	6.4742	0.972934625	6.4742	0.862117736	6.4742	0.810606628
										7.0458	1.005092761	6.4742	1.007803438	6.4742	0.957325927	6.4742	0.861694467	6.5694	0.789196509
										7.1411	1.010913059	6.4742	1.000124069	6.4742	0.98215029	6.4742	0.902445517	6.5694	0.915554363
												6.4742	1.00756861	6.4742	0.991264722	6.4742	0.93005777	6.5694	0.808734074
												6.5694	0.998805723	6.5694	0.973625228	6.5694	0.870603765	6.5694	0.817501836
												6.5694	0.998236065	6.5694	0.942806018	6.5694	0.870966787	6.6647	0.817980954
												6.5694	1.011778672	6.5694	0.962665814	6.5694	0.903164999	6.6647	0.906549137
												6.5694	0.993311214	6.5694	0.980864149	6.5694	0.926680654	6.6647	0.839981237
												6.6647	0.995475529	6.6647	0.997608001	6.6647	0.869346576	6.6647	0.841934855
												6.6647	0.984442133	6.6647	0.963109791	6.6647	0.897402764	6.76	0.830224478
												6.6647	0.989760115	6.6647	0.962046929	6.6647	0.893236155	6.76	0.945600644
												6.6647	1.017871303	6.6647	0.982753524	6.6647	0.909220245	6.76	0.852540629
												6.76	1.000528238	6.76	1.004514035	6.76	0.893442709	6.76	0.875286676
												6.76	0.977961958	6.76	0.970025276	6.76	0.92788305	6.8553	0.851224961
												6.76	0.99613229	6.76	0.97889492	6.76	0.884026793	6.8553	0.953739983
												6.76	1.009105653	6.76	0.980864149	6.76	0.935303078	6.8553	0.834290168
												6.8553	1.01758113	6.8553	0.993966638	6.8553	0.881604174	6.8553	0.866840178
												6.8553	1.00170445	6.8553	0.955036481	6.8553	0.912100378	6.9506	0.847495145
												6.8553	1.015012326	6.8553	0.989641511	6.8553	0.927411522	6.9506	0.932698927
												6.8553	1.00179145	6.8553	0.999463121	6.8553	0.948308568	6.9506	0.829868242
												6.9506	1.004719689	6.9506	0.985616615	6.9506	0.884537616	6.9506	0.86517568
												6.9506	0.980739176	6.9506	0.986755803	6.9506	0.927488484	7.0458	0.866549637
												6.9506	1.011613919	6.9506	0.998075682	6.9506	0.917338782	7.0458	0.968979595
												6.9506	1.004759532	6.9506	0.998596208	6.9506	0.946009255	7.0458	0.880231819
												7.0458	1.002882341	7.0458	1.016630985	7.0458	0.822935328	7.0458	0.874687092
												7.0458	1.0014187	7.0458	0.973890355	7.0458	0.950472001	7.1411	0.91642025
												7.0458	1.011397485	7.0458	0.977750197	7.0458	0.942736476	7.1411	0.866063139
												7.0458	0.997551332	7.0458	0.991138485	7.0458	0.952116805	7.1411	0.874481736
												7.1411	0.994514001	7.1411	0.999428683	7.1411	0.873746739	7.1411	0.876335947
												7.1411	1.009709372	7.1411	0.964632042	7.1411	0.920583564	7.2364	0.875874175
												7.1411	1.00216246	7.1411	0.980581881	7.1411	0.945974142	7.2364	0.970105249
												7.2364	1.007367796	7.1411	0.995240479	7.1411	0.97539735	7.2364	0.860182187
												7.2364	0.987269046	7.2364	0.970749157	7.2364	0.905176478	7.2364	0.880308186
