X	20 ng/ul	40 ng/ul	80ngul	160 ng/ul
7.11e-15	0.01724137931034464	0.008695652173912771	0.004347826086956497	0.0021834061135372895
0.08457286432161511	0.017268590329272304	0.008758516274793737	0.004493688173863086	0.0025236262039062263
0.1691457286432231	0.017350224331719843	0.008947791023502627	0.0049404019146871425	0.003647901942733567
0.2537185929648311	0.017486404153038704	0.00926582621410632	0.00571658696129429	0.005898572081877607
0.3382914572864391	0.017677413883347315	0.009716755825929124	0.006872210061700468	0.009953668664445692
0.4228643216080471	0.017923698390328813	0.010306535835118313	0.008481415524530966	0.01700769532954227
0.5074371859296551	0.018225863206483006	0.0110430028321028	0.010646638187053137	0.029055471682729372
0.5920100502512631	0.018584674763680198	0.011935952823181939	0.013504055813275628	0.04926569121080848
0.6765829145728711	0.01900106095734566	0.012997239533255267	0.017230394236848356	0.08230829341060864
0.7611557788944792	0.019476112021898362	0.014240891372397257	0.022050980962652567	0.1342043066600418
0.8457286432160871	0.020011081698092403	0.015683245963123205	0.028248709338079214	0.21084715146333377
0.9303015075376951	0.020607388671719296	0.01734310072564116	0.036173169040485065	0.31445105316467736
1.0148743718593032	0.021266618261681414	0.019241877459026058	0.04624855346651391	0.43917159106144665
1.0994472361809111	0.021990524333697636	0.02140379810738824	0.05897801557746862	0.5703756656667963
1.184020100502519	0.02278103141390453	0.023856067929034164	0.07494091475660225	0.6907251300109482
1.2685929648241272	0.023640236974284856	0.026629061059055825	0.09477803153722808	0.7884887980572753
1.3531658291457351	0.024570413859207996	0.029756501937968638	0.11915876276608872	0.8606957533844676
1.437738693467343	0.025574012819400305	0.03327563424155522	0.1487244090842893	0.910550554352953
1.5223115577889512	0.026653665116320946	0.03722736676997307	0.18400422409701933	0.9434802761507567
1.6068844221105592	0.027812185156230185	0.0416563832344522	0.22530725947670283	0.9646365975635618
1.691457286432167	0.0290525731091672	0.046611200041545064	0.27260358854173705	0.9780030142057351
1.7760301507537752	0.030378017463596252	0.05214415308168363	0.3254210629274765	0.9863643294363948
1.8606030150753832	0.03179189746263622	0.058311291300281676	0.38279261602536374	0.9915643604697003
1.945175879396991	0.03329778536255079	0.06517215165892853	0.44328640462753766	0.9947874060411225
2.0297487437185993	0.03489944844855475	0.07278938726773854	0.5051318585661198	0.9967811750133108
2.114321608040207	0.03660085073699593	0.08122821838435657	0.5664232003442894	0.9980131183360953
2.198894472361815	0.03840615428662031	0.09055567515029406	0.6253525394408024	0.9987738340352076
2.2834673366834233	0.04031972003494799	0.10083960201357312	0.6804135425628838	0.99924339297056
2.368040201005031	0.042346108068845534	0.11214739751421066	0.7305301553355615	0.9995331695967937
2.452613065326639	0.04449007723117793	0.12454447028624083	0.7750942978627855	0.9997119756198913
2.5371859296482473	0.04675658395809901	0.13809240352393726	0.8139256143080156	0.9998222995089624
2.621758793969855	0.04915078023412878	0.15284683637051688	0.8471829821060867	0.9998903668689788
2.706331658291463	0.051678010544802255	0.168855091967147	0.8752592328829152	0.9999323618933683
2.7909045226130713	0.05434380769948599	0.18615360793710356	0.8986825468030054	0.9999582709004682
2.875477386934679	0.05715388739010352	0.20476525477507235	0.9180371322977664	0.9999742554442869
2.960050251256287	0.06011414134515469	0.22469665889341728	0.9339067617916922	0.9999841170522179
3.0446231155778953	0.06323062893279019	0.24593567682339768	0.9468391615167405	0.9999902011203834
3.129195979899503	0.06650956706203659	0.26844919121022504	0.9573268158891062	0.9999939546491584
3.213768844221111	0.06995731822783025	0.292181413110813	0.9657993729205386	0.9999962703638309
3.2983417085427194	0.0735803765436126	0.31705287406971183	0.9726235006310571	0.9999976990279117
3.382914572864327	0.07738535160520377	0.3429602717805611	0.9781070469102917	0.9999985804320357
3.467487437185935	0.08137895003184603	0.3697772929881017	0.9825053226192638	0.999999124207938
3.5520603015075434	0.08556795453508914	0.3973564775601186	0.9860281096800284	0.9999994596865175
3.636633165829151	0.08995920037399496	0.42553211254518497	0.9888465658815115	0.9999996666575703
3.7212060301507592	0.09455954906633712	0.45412406189831667	0.9910995840813493	0.9999997943468416
3.8057788944723674	0.09937585924052805	0.48294235612793046	0.9928994091630859	0.9999998731237985
3.890351758793975	0.10441495453233451	0.5117922969814088	0.9943364631419515	0.9999999217246621
3.9749246231155833	0.10968358845436521	0.5404797850033773	0.9954834104286459	0.999999951708607
4.059497487437191	0.11518840619530524	0.5688165590542755	0.9963985355878802	0.999999970206981
4.144070351758799	0.12093590334006932	0.5966250491379188	0.9971285214364201	0.9999999816194165
4.228643216080407	0.12693238154184472	0.6237425849460598	0.9977107167459713	0.9999999886602344
4.313216080402015	0.13318390122232426	0.6500247660163814	0.998174976871069	0.9999999930040152
4.397788944723623	0.1396962314274358	0.6753478761414793	0.9985451513599073	0.9999999956838788
4.482361809045231	0.14647479702227928	0.6996103044859663	0.9988402823582393	0.9999999973372008
4.5669346733668394	0.15352462347046403	0.7227330093999089	0.9990755676457296	0.9999999983572057
4.651507537688447	0.1608502795090878	0.7446591209975071	0.9992631330685824	0.9999999989864902
4.736080402010055	0.1684558181003185	0.7653528209966598	0.9994126511950767	0.9999999993747225
4.8206532663316635	0.1763447161130135	0.7847976619160998	0.9995318362569575	0.9999999996142397
4.905226130653271	0.18451981326166267	0.8029944938890572	0.9996268397774074	0.999999999762008
4.989798994974879	0.19298325090361335	0.8199591592271734	0.9997025666053126	0.9999999998531726
5.0743718592964875	0.2017364113672696	0.8357200964927769	0.9997629272407127	0.9999999999094159
5.158944723618095	0.2107798585516344	0.8503159713582988	0.9998110392156404	0.9999999999441148
5.243517587939703	0.22011328059895607	0.8637934246384562	0.9998493877676516	0.999999999965522
5.3280904522613115	0.22973543549493236	0.8762050014817295	0.9998799540048539	0.9999999999787291
5.412663316582919	0.23964410049241824	0.8876073018184466	0.9999043171214255	0.999999999986877
5.497236180904527	0.24983602628235302	0.8980593719556182	0.9999237359063267	0.9999999999919039
5.5818090452261355	0.26030689684723396	0.9076213411554408	0.9999392137330382	0.9999999999950052
5.666381909547743	0.2710512959257134	0.9163532950887543	0.9999515503738763	0.9999999999969185
5.750954773869351	0.2820626809898098	0.9243143698325778	0.9999613833073158	0.9999999999980989
5.8355276381909595	0.2933333655873026	0.9315620450147195	0.9999692206473291	0.9999999999988272
5.920100502512567	0.3048545108301882	0.938151612165947	0.999975467392974	0.9999999999992764
6.004673366834175	0.3166161267152505	0.9441357937049906	0.9999804463526105	0.9999999999995536
6.089246231155784	0.32860708384526194	0.9495644887023973	0.9999844148227521	0.9999999999997246
6.173819095477391	0.34081513598034685	0.9544846231832981	0.9999875778826715	0.9999999999998301
6.258391959798999	0.35322695369060064	0.9589400848685754	0.9999900989913024	0.9999999999998952
6.342964824120608	0.36582816920612016	0.9629717246403274	0.9999921084337606	0.9999999999999353
6.427537688442215	0.37860343237284266	0.9666174094509149	0.9999937100537964	0.9999999999999601
6.512110552763823	0.39153647742641806	0.9699121137398377	0.9999949866199844	0.9999999999999754
6.596683417085432	0.40461020009676885	0.9728880385946254	0.9999960041028955	0.9999999999999848
6.681256281407039	0.41780674435844867	0.9755747498444759	0.9999968150842438	0.9999999999999907
6.765829145728647	0.431107597952022	0.9779993279896334	0.9999974614741616	0.9999999999999942
6.850402010050256	0.44449369562513996	0.9801865243453961	0.9999979766770096	0.9999999999999964
6.934974874371863	0.45794552888418427	0.9821589190291946	0.9999983873176381	0.9999999999999978
7.019547738693471	0.47144326091323396	0.9839370774614892	0.9999987146173033	0.9999999999999987
7.10412060301508	0.4849668452109932	0.9855397029088857	0.9999989754903401	0.9999999999999991
7.188693467336687	0.49849614642155526	0.9869837832944931	0.999999183418264	0.9999999999999994
7.273266331658295	0.5120110617938338	0.9882847310591687	0.9999993491464716	0.9999999999999997
7.357839195979904	0.525491641698409	0.9894565152994049	0.9999994812395446	0.9999999999999998
7.442412060301511	0.5389182076593964	0.9905117857526016	0.9999995865238533	0.9999999999999999
7.526984924623119	0.5522714664216107	0.9914619884654335	0.9999996704403323	0.9999999999999999
7.611557788944728	0.5655326186674821	0.9923174731807678	0.999999737325659	1.0
7.696130653266335	0.5786834611205318	0.9930875926257052	0.9999997906363671	1.0
7.780703517587943	0.5917064809186592	0.9937807939884143	0.9999998331274744	1.0
7.865276381909552	0.6045849413061375	0.9944047029433088	0.9999998669948577	1.0
7.949849246231159	0.6173029578729028	0.9949662006300473	0.999999893988733	1.0
8.034422110552768	0.62984556475791	0.9954714940177254	0.9999999155041037	1.0
8.118994974874376	0.642198770424667	0.9959261800962844	0.9999999326528519	1.0
8.203567839195983	0.654349602806279	0.9963353043364066	0.9999999463211996	1.0
8.288140703517591	0.6662861437996499	0.9967034138500889	0.9999999572155067	1.0
8.372713567839199	0.6779975532596817	0.9970346056690732	0.9999999658987746	1.0
8.457286432160807	0.6894740828007841	0.9973325705392789	0.9999999728197418	1.0
8.541859296482416	0.700707079851975	0.997600632607767	0.9999999783360738	1.0
8.626432160804024	0.7116889825312762	0.9978417853557149	0.9999999827328461	1.0
8.711005025125631	0.7224133060037372	0.9980587241072202	0.9999999862372776	1.0
8.79557788944724	0.7328746210647494	0.9982538754201182	0.9999999890304719	1.0
8.880150753768847	0.7430685257465328	0.9984294236418539	0.9999999912567774	1.0
8.964723618090455	0.7529916107815458	0.9985873348911068	0.9999999930312461	1.0
9.049296482412064	0.7626414197733706	0.9987293787045521	0.99999999444558	1.0
9.133869346733672	0.7720164049250279	0.9988571475679938	0.9999999955728697	1.0
9.21844221105528	0.7811158791586258	0.9989720745321924	0.9999999964713718	1.0
9.303015075376887	0.789939965430898	0.9990754490960757	0.9999999971875196	1.0
9.387587939698495	0.7984895440087483	0.9991684315236534	0.9999999977583227	1.0
9.472160804020103	0.8067661984196541	0.999252065745831	0.9999999982132792	1.0
9.556733668341712	0.8147721607358095	0.9993272909843955	0.9999999985759007	1.0
