time s	3.38mM
939.7923994	0.470584188
3763.297529	0.478840051
7527.971036	0.489847869
11761.85275	0.970063897
15998.48643	0.514615457
19995.70007	1.461975731
23047.61741	3.810080753
25618.63073	9.665551552
26779.26746	15.04906219
27941.28017	19.96474059
29335.83303	25.81677144
32369.86266	34.2466955
37053.68891	41.74577102
43865.46383	45.74229668
49038.44996	46.92701301
