Solomon2009_Fig3_pH7-4_8kDa_8uM.txt: 8 uM 8 kDa pH 7.4 X	Solomon2009_Fig3_pH7-4_8kDa_8uM.txt: 8 uM 8 kDa pH 7.4 Y
2278.481013	0.00108352505054
9113.924051	0.0171046490535
15189.87342	0.0213371865219
20886.07595	0.034685778058
26582.27848	0.0564020365645
31139.24051	0.0732071752679
38734.17722	0.0731993777676
44430.37975	0.0312862778246
50506.32911	0.0428585323791
55822.78481	0.0452021068907
61518.98734	-0.00119728387311
66835.44304	0.02098595297
71772.1519	0.0120735496859
77468.35443	0.0310734453397
85063.29114	0.00903770297263
89240.50633	0.0354625109563
94177.21519	0.0143279288135
97215.18987	0.00587278486605
102911.3924	-0.0154692663643
107088.6076	-0.0462990576265
111265.8228	-0.0285842355487
117721.519	-0.0288515197071
121518.9873	-0.0406860704441
126455.6962	-0.0249724000792
131392.4051	-0.060717827228
137848.1013	-0.0440681304382
140126.5823	-0.0386859291844
146582.2785	-0.0247070213036
150759.4937	-0.0415828635455
156455.6962	-0.0565526843485
159493.6709	-0.0516574622528
164430.3797	-0.0193182716583
170886.0759	-0.010766083758
176962.0253	-0.0536800486864
180379.7468	-0.050062713181
