X	Solomon2009_Fig3_pH7-4_8kDa_8uM.txt: 8 uM 8 kDa pH 7.4
2278.481013	0.00108352505054
4077.48369772	0.00346313699259
5876.48638243	0.00717088129156
7675.48906715	0.0121820426404
9474.49175187	0.0184635679515
11273.4944366	0.0259745913467
13072.4971213	0.0346670701473
14871.499806	0.0444865138326
16670.5024907	0.0553727860061
18469.5051755	0.0672609583223
20268.5078602	0.0800821950932
22067.5105449	0.0937646478415
23866.5132296	0.10823434033
25665.5159143	0.123416026433
27464.518599	0.139234005492
29263.5212838	0.155612882397
31062.5239685	0.172478262341
32861.5266532	0.189757372981
34660.5293379	0.207379609372
36459.5320226	0.225276999537
38258.5347073	0.243384590723
40057.5373921	0.261640758328
41856.5400768	0.279987441023
43655.5427615	0.298370306864
45454.5454462	0.316738856073
47253.5481309	0.335046466777
49052.5508156	0.35325039034
50851.5535004	0.371311702994
52650.5561851	0.389195220401
54449.5588698	0.406869381497
56248.5615545	0.424306107613
58047.5642392	0.441480642393
59846.5669239	0.458371377513
61645.5696087	0.474959668683
63444.5722934	0.491229645834
65243.5749781	0.507168020862
67042.5776628	0.522763895809
68841.5803475	0.538008573843
70640.5830323	0.552895374962
72439.585717	0.567419457976
74238.5884017	0.581577649915
76037.5910864	0.59536828374
77836.5937711	0.608791044937
79635.5964558	0.621846827348
81434.5991406	0.634537598412
83233.6018253	0.646866273814
85032.60451	0.65883660141
86831.6071947	0.670453054203
88630.6098794	0.681720732069
90429.6125641	0.692645271845
92228.6152489	0.703232765387
94027.6179336	0.713489685143
95826.6206183	0.723422816804
97625.623303	0.733039198555
99424.6259877	0.742346066479
101223.628672	0.751350805655
103022.631357	0.760060906526
104821.634042	0.768483926096
106620.636727	0.776627453577
108419.639411	0.784499080083
110218.642096	0.792106372031
112017.644781	0.799456847902
113816.647465	0.80655795805
115615.65015	0.813417067271
117414.652835	0.820041439859
119213.65552	0.826438226901
121012.658204	0.832614455582
122811.660889	0.838577020297
124610.663574	0.844332675359
126409.666258	0.849888029156
128208.668943	0.855249539572
130007.671628	0.860423510542
131806.674313	0.865416089607
133605.676997	0.870233266343
135404.679682	0.874880871574
137203.682367	0.879364577249
139002.685052	0.883689896917
140801.687736	0.887862186708
142600.690421	0.891886646759
144399.693106	0.895768323017
146198.69579	0.899512109361
147997.698475	0.903122750003
149796.70116	0.90660484211
151595.703845	0.909962838621
153394.706529	0.913201051209
155193.709214	0.916323653371
156992.711899	0.919334683612
158791.714583	0.922238048695
160590.717268	0.925037526947
162389.719953	0.927736771585
164188.722638	0.930339314069
165987.725322	0.932848567441
167786.728007	0.935267829664
169585.730692	0.93760028693
171384.733376	0.939849016935
173183.736061	0.942016992123
174982.738746	0.944107082871
176781.741431	0.946122060633
178580.744115	0.948064601019
180379.7468	0.949937286819
