Pilkington2017_prim.zip
Dataset	mo	nc	kptimeskn	error
Pilkington2017_Fig1A.txt: 50 uM	5e-05	2.0	0.632519182475	0.0117655887926

Pilkington2017_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Pilkington2017_Fig1A.txt: 50 uM	2.0	5e-05	202065.36107	2.0	0.0977245162188	0.000229849351989
