m0:3.95mM_M0:0_L0:10000 X	m0:3.95mM_M0:0_L0:10000 Y
0.281640691	6.54E-18
12.60590148	-0.002345852
21.57260834	0.008596461
29.41885848	0.019508795
33.92053	0.089194841
37.30785083	0.18025587
40.71196324	0.330180548
42.98188035	0.43191408
45.82271138	0.571121287
48.65590987	0.68357229
53.17284648	0.806770744
57.68825658	0.924617956
64.42931506	0.989012718
75.07670702	1
