Zurdo2001_Fig8_pH2-4.txt: pH 2.4 X	Zurdo2001_Fig8_pH2-4.txt: pH 2.4 Y
-140.2238985	-0.0665778962132
4121.773632	0.0312759456206
4903.117374	-0.0174747392976
8263.434788	0.03501214026
11242.1814	0.0177645496303
15383.1684	0.0284718408707
18356.52179	0.0669930283821
22230.54406	0.161337823604
25199.51545	0.245171143822
28656.91095	0.632278530507
32797.56088	0.646471371648
36023.04762	0.754719197465
39639.88038	0.831620584755
43257.3873	0.901550873311
57356.63064	1.0
