X	Solomon2009_Fig3_pH7-4_8kDa_8uM.txt: 8 uM 8 kDa pH 7.4
2278.481013	0.000828219015824
4077.48369772	0.0026204546037
5876.48638243	0.00538004351182
7675.48906715	0.00907662981413
9474.49175187	0.0136827707277
11273.4944366	0.0191734266656
13072.4971213	0.0255254755176
14871.499806	0.0327172483282
16670.5024907	0.040728084773
18469.5051755	0.0495379079635
20268.5078602	0.0591268191242
22067.5105449	0.0694747136082
23866.5132296	0.0805609205229
25665.5159143	0.0923638689191
27464.518599	0.104860784032
29263.5212838	0.118027417432
31062.5239685	0.131837815128
32861.5266532	0.146264127631
34660.5293379	0.161276465751
36459.5320226	0.17684280541
38258.5347073	0.192928944083
40057.5373921	0.209498510542
41856.5400768	0.226513028528
43655.5427615	0.243932033718
45454.5454462	0.26171324207
47253.5481309	0.279812766255
49052.5508156	0.298185375584
50851.5535004	0.316784793614
52650.5561851	0.335564026568
54449.5588698	0.354475714837
56248.5615545	0.373472499287
58047.5642392	0.392507393759
59846.5669239	0.411534155199
61645.5696087	0.430507643127
63444.5722934	0.449384160765
65243.5749781	0.468121770972
67042.5776628	0.486680581146
68841.5803475	0.505022992446
70640.5830323	0.523113909919
72439.585717	0.540920911399
74238.5884017	0.558414374303
76037.5910864	0.575567560595
77836.5937711	0.592356661258
79635.5964558	0.608760802485
81434.5991406	0.62476201657
83233.6018253	0.640345180998
85032.60451	0.65549792965
86831.6071947	0.670210540227
88630.6098794	0.684475802107
90429.6125641	0.698288868736
92228.6152489	0.711647098538
94027.6179336	0.72454988802
95826.6206183	0.736998500482
97625.623303	0.748995893341
99424.6259877	0.760546546708
101223.628672	0.771656295474
103022.631357	0.782332166762
104821.634042	0.792582224242
106620.636727	0.802415420464
108419.639411	0.811841458055
110218.642096	0.820870660331
112017.644781	0.829513851653
113816.647465	0.837782247643
115615.65015	0.845687355184
117414.652835	0.853240882006
119213.65552	0.860454655544
121012.658204	0.867340550648
122811.660889	0.873910425693
124610.663574	0.88017606656
126409.666258	0.886149137957
128208.668943	0.891841141521
130007.671628	0.897263380158
131806.674313	0.902426928065
133605.676997	0.907342605914
135404.679682	0.912020960695
137203.682367	0.916472249722
139002.685052	0.920706428371
140801.687736	0.924733141114
142600.690421	0.928561715463
144399.693106	0.932201158465
146198.69579	0.935660155414
147997.698475	0.938947070486
149796.70116	0.942069949019
151595.703845	0.945036521194
153394.706529	0.947854206904
155193.709214	0.950530121601
156992.711899	0.953071082954
158791.714583	0.955483618164
160590.717268	0.957773971791
162389.719953	0.959948113984
164188.722638	0.962011748997
165987.725322	0.963970323903
167786.728007	0.965829037436
169585.730692	0.967592848879
171384.733376	0.969266486943
173183.736061	0.970854458596
174982.738746	0.972361057792
176781.741431	0.973790374062
178580.744115	0.975146300948
180379.7468	0.97643254425
