ACE_prim.zip
Dataset	mo	nc	kptimeskn	error
Sanchez2016_ACE.txt: ACE	1e-06	2.0	28.5332780057	0.0336788184196

ACE_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Sanchez2016_ACE.txt: ACE	2.0	1e-06	1821268949.5	2.0	0.125843134404	0.00108419340448

CE_prim.zip
Dataset	mo	nc	kptimeskn	error
Sanchez2016_CE.txt: CE	1e-06	2.0	265.8203125	0.000569375754704

CE_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Sanchez2016_CE.txt: CE	2.0	1e-06	321708617.881	2.0	347.216726011	0.00051662075991

C_prim.zip
Dataset	mo	nc	kptimeskn	error
Sanchez2016_C.txt: C	1e-06	2.0	279.00390625	0.000279644479322

C_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Sanchez2016_C.txt: C	2.0	1e-06	86947870.0497	2.0	425.213469178	0.000280027047275

WT_prim.zip
Dataset	mo	nc	kptimeskn	error
Sanchez2016_WT.txt: WT	1e-06	2.0	421.94899539	0.000639002819389

WT_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Sanchez2016_WT.txt: WT	2.0	1e-06	15.8760443913	2.0	680.187535458	0.000407953106644
