Kakkar2016_14kDa_Ex45_polyQ_prim.zip
Dataset	mo	nc	kptimeskn	error
Kakkar2016_FigS1C_6-4uM.txt: 6.4 uM Ex45	6.4e-06	2.51948796995	16745.4980079	0.00626801910464
Kakkar2016_FigS1C_8uM.txt: 8 uM Ex45	8e-06	2.51948796995	16745.4980079	0.00626801910464
Kakkar2016_FigS1C_10uM.txt: 10 uM Ex45	1e-05	2.51948796995	16745.4980079	0.00626801910464
Kakkar2016_FigS1C_12-8uM.txt: 12.8 uM Ex45	1.28e-05	2.51948796995	16745.4980079	0.00626801910464
Kakkar2016_FigS1C_16uM.txt: 16 uM Ex45	1.6e-05	2.51948796995	16745.4980079	0.00626801910464
Kakkar2016_FigS1C_20uM.txt: 20 uM Ex45	2e-05	2.51948796995	16745.4980079	0.00626801910464

Kakkar2016_14kDa_Ex45_polyQ_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Kakkar2016_FigS1C_6-4uM.txt: 6.4 uM Ex45	2.0	6.4e-06	44669319.4046	2.0	11.6801577352	0.000926269784107
Kakkar2016_FigS1C_8uM.txt: 8 uM Ex45	2.0	8e-06	44669319.4046	2.0	11.6801577352	0.000926269784107
Kakkar2016_FigS1C_10uM.txt: 10 uM Ex45	2.0	1e-05	44669319.4046	2.0	11.6801577352	0.000926269784107
Kakkar2016_FigS1C_12-8uM.txt: 12.8 uM Ex45	2.0	1.28e-05	44669319.4046	2.0	11.6801577352	0.000926269784107
Kakkar2016_FigS1C_16uM.txt: 16 uM Ex45	2.0	1.6e-05	44669319.4046	2.0	11.6801577352	0.000926269784107
Kakkar2016_FigS1C_20uM.txt: 20 uM Ex45	2.0	2e-05	44669319.4046	2.0	11.6801577352	0.000926269784107

Kakkar2016_6kDa_polyQ_prim.zip
Dataset	mo	nc	kptimeskn	error
Kakkar2016_Fig1_10uM.txt: 10 uM	1e-05	2.0183294655	11.7194803179	0.00655761738912
Kakkar2016_Fig1_12-8uM.txt: 12.8 uM	1.28e-05	2.0183294655	11.7194803179	0.00655761738912
Kakkar2016_Fig1_16uM.txt: 16 uM	1.6e-05	2.0183294655	11.7194803179	0.00655761738912
Kakkar2016_Fig1_20uM.txt: 20 uM	2e-05	2.0183294655	11.7194803179	0.00655761738912

Kakkar2016_6kDa_polyQ_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Kakkar2016_Fig1_10uM.txt: 10 uM	2.51013643031	1e-05	2300.71960616	1.30751297076	1119.75339209	0.000519235850357
Kakkar2016_Fig1_12-8uM.txt: 12.8 uM	2.51013643031	1.28e-05	2300.71960616	1.30751297076	1119.75339209	0.000519235850357
Kakkar2016_Fig1_16uM.txt: 16 uM	2.51013643031	1.6e-05	2300.71960616	1.30751297076	1119.75339209	0.000519235850357
Kakkar2016_Fig1_20uM.txt: 20 uM	2.51013643031	2e-05	2300.71960616	1.30751297076	1119.75339209	0.000519235850357

Kakkar2016_6kDa_polyQ_with_seed_sec.zip
Dataset	P0	mo	nc	kn	k2	kp	M0	n2	error
Kakkar2016_Fig1_10uM.txt: 10 uM	0.0	1e-05	2.55	435.828013664	1057.85250375	2.26834856883	0.0	1.27	0.00146545757329
Kakkar2016_Fig1_12-8uM.txt: 12.8 uM	0.0	1.28e-05	2.55	435.828013664	1057.85250375	2.26834856883	0.0	1.27	0.00146545757329
Kakkar2016_Fig1_16uM.txt: 16 uM	0.0	1.6e-05	2.55	435.828013664	1057.85250375	2.26834856883	0.0	1.27	0.00146545757329
Kakkar2016_Fig1_20uM.txt: 20 uM	0.0	2e-05	2.55	435.828013664	1057.85250375	2.26834856883	0.0	1.27	0.00146545757329
Kakkar2016_FigS1B_5pcseeds.txt: 5% seeds	5e-10	1e-05	2.55	435.828013664	1057.85250375	2.26834856883	5e-07	1.27	0.00146545757329
Kakkar2016_FigS1B_20pcseeds.txt: 20% seeds	2e-09	1e-05	2.55	435.828013664	1057.85250375	2.26834856883	2e-06	1.27	0.00146545757329
