X	Kar2011_Fig3B_10-6uM.txt: 10.6 uM Q37	Kar2011_Fig3B_12-8uM.txt: 12.8 uM Q37	Kar2011_Fig3B_15-9uM.txt: 15.9 uM Q37	Kar2011_Fig3B_16-6uM.txt: 16.6 uM Q37	Kar2011_Fig3B_22uM.txt: 22 uM Q37	Kar2011_Fig3B_32-4uM.txt: 32.4 uM Q37	Kar2011_Fig3B_36-3uM.txt: 36.3 uM Q37	Kar2011_Fig3B_38-3uM.txt: 38.3 uM Q37	Kar2011_Fig3B_60-8uM.txt: 60.8 uM Q37	Kar2011_Fig3B_81-6uM.txt: 81.6 uM Q37
233149.666556	0.137171421509	0.226155946591	0.389867031695	0.430816704763	0.73011621286	0.970262719571	0.988268047687	0.992739275614	0.999958490745	0.99999945368
242543.331129	0.152472689384	0.251357864907	0.429520567038	0.473025852045	0.772968031373	0.979198638474	0.992209662868	0.995292066919	0.999978154951	0.999999755587
251936.995701	0.168962971309	0.278235206834	0.470289973776	0.51590938762	0.811451003953	0.985568489117	0.994856262964	0.996961386252	0.999988508163	0.999999890659
261330.660274	0.186679629005	0.306732423601	0.511729250372	0.558922278026	0.845322687351	0.990055032058	0.996618918831	0.998045827971	0.999993956218	0.999999951086
270724.324846	0.205651042144	0.336758794854	0.553347394432	0.601493815199	0.874571360423	0.993184266838	0.997785355355	0.998746729314	0.999996822042	0.999999978119
280117.989419	0.22589451145	0.368185961307	0.594628299912	0.643055302906	0.899379776715	0.995349534496	0.998553371479	0.999197956792	0.999998329168	0.999999990212
289511.653992	0.247414094243	0.400846798082	0.635054030402	0.683069009587	0.920076491394	0.996838212881	0.999057073094	0.999487568167	0.999999121624	0.999999995621
298905.318564	0.270198450328	0.434535967937	0.674129468457	0.721055433907	0.937083850021	0.997856467186	0.999386415491	0.999673016337	0.999999538254	0.999999998041
308298.983137	0.294218795952	0.469012420086	0.711406001707	0.756616036243	0.950869982167	0.998550094615	0.999601242889	0.999791552928	0.999999757279	0.999999999124
317692.647709	0.319427081607	0.504003978774	0.746501921052	0.789449184863	0.961909444605	0.999021043623	0.999741115023	0.999867216557	0.999999872415	0.999999999608
327086.312282	0.345754523571	0.539214001285	0.779117594864	0.819358033067	0.970654438773	0.999339970546	0.999832054584	0.999915463139	0.999999932937	0.999999999825
336479.976855	0.373110626439	0.574329891705	0.809044178	0.846250175489	0.97751639267	0.999555502678	0.9998911148	0.999946202712	0.99999996475	0.999999999922
345873.641427	0.401382832024	0.60903305691	0.836165476345	0.870129991347	0.982856374873	0.999700922309	0.999929438431	0.999965775973	0.999999981471	0.999999999965
355267.306	0.430436916305	0.643009713088	0.860453444378	0.891085372164	0.986982238141	0.999798910264	0.9999542899	0.999978233316	0.999999990261	0.999999999984
364660.970572	0.460118229184	0.675961823795	0.881958487585	0.909270941713	0.990150367403	0.999864869992	0.99997039697	0.999986158926	0.999999994881	0.999999999993
374054.635145	0.490253831218	0.707617398068	0.900796170008	0.924889899683	0.992570201178	0.999909234424	0.999980832406	0.999991199983	0.999999997309	0.999999999997
383448.299717	0.520655528645	0.737739412876	0.91713205842	0.93817633449	0.994410117483	0.999939054914	0.99998759126	0.999994405664	0.999999998586	0.999999999999
392841.96429	0.551123746276	0.766132746919	0.931166303619	0.94937937711	0.995803700451	0.999959089338	0.999991967833	0.99999644388	0.999999999257	0.999999999999
402235.628863	0.581452112259	0.792648706067	0.943119245252	0.958750033525	0.996855766402	0.999972543828	0.999994801293	0.999997739649	0.999999999609	1.0
411629.293435	0.611432566087	0.817186956245	0.95321892369	0.966531039815	0.997647805173	0.999981576627	0.999996635464	0.99999856334	0.999999999795	1.0
421022.958008	0.640860748717	0.839694922396	0.961690975708	0.972949693343	0.998242686085	0.999987639394	0.999997822642	0.999999086906	0.999999999892	1.0
430416.62258	0.669541398306	0.860164928711	0.968751040457	0.978213349198	0.998688602183	0.999991707905	0.999998590987	0.999999419684	0.999999999943	1.0
439810.287153	0.697293462172	0.87862951899	0.974599540336	0.982507127237	0.999022298473	0.999994437725	0.99999908823	0.999999631189	0.99999999997	1.0
449203.951726	0.723954647962	0.895155491965	0.979418534785	0.985993328471	0.999271665895	0.999996269113	0.999999410011	0.999999765612	0.999999999984	1.0
458597.616298	0.749385174322	0.909837212473	0.983370263229	0.988812080991	0.999457795504	0.999997497644	0.999999618237	0.999999851043	0.999999999992	1.0
467991.280871	0.773470539817	0.922789724098	0.986596977285	0.991082797163	0.999596586342	0.999998321704	0.999999752977	0.999999905336	0.999999999996	1.0
477384.945443	0.796123202094	0.934142108501	0.989221690295	0.992906103077	0.999699992162	0.999998874426	0.999999840164	0.999999939841	0.999999999998	1.0
486778.610016	0.817283138858	0.944031430027	0.991349525042	0.994365982528	0.999776980745	0.999999245137	0.999999896579	0.999999961769	0.999999999999	1.0
496172.274588	0.836917339576	0.952597489574	0.993069403152	0.995531951658	0.999834267454	0.999999493763	0.999999933083	0.999999975704	0.999999999999	1.0
505565.939161	0.85501834394	0.95997850387	0.994455881894	0.996461142134	0.999876873261	0.999999660505	0.999999956702	0.99999998456	1.0	1.0
514959.603734	0.871601994082	0.966307734943	0.995570999776	0.997200219228	0.999908547464	0.99999977233	0.999999971985	0.999999990188	1.0	1.0
524353.268306	0.886704599164	0.971711024872	0.996466038746	0.997787097066	0.999932086764	0.999999847322	0.999999981873	0.999999993765	1.0	1.0
533746.932879	0.900379722465	0.976305143619	0.997183147183	0.998252438498	0.999949575428	0.999999897614	0.999999988272	0.999999996037	1.0	1.0
543140.597451	0.91269479458	0.980196830923	0.997756794943	0.99862094364	0.999962565614	0.99999993134	0.999999992411	0.999999997482	1.0	1.0
552534.262024	0.9237277352	0.983482403201	0.9982150509	0.998912441172	0.999972212492	0.999999953957	0.99999999509	0.9999999984	1.0	1.0
561927.926597	0.933563734888	0.986247798798	0.998580686158	0.999142801903	0.99997937533	0.999999969124	0.999999996823	0.999999998983	1.0	1.0
571321.591169	0.94229231197	0.988568945636	0.998872113965	0.999324696188	0.999984693013	0.999999979295	0.999999997944	0.999999999354	1.0	1.0
580715.255742	0.950004722377	0.990512350715	0.999104181694	0.999468216877	0.99998864039	0.999999986115	0.99999999867	0.999999999589	1.0	1.0
590108.920314	0.956791765461	0.992135828225	0.999288832049	0.999581388227	0.999991570286	0.999999990689	0.999999999139	0.999999999739	1.0	1.0
599502.584887	0.962741998714	0.993489300207	0.999435650851	0.999670579276	0.999993744789	0.999999993756	0.999999999443	0.999999999834	1.0	1.0
608896.249459	0.96794035029	0.994615619603	0.999552317926	0.999740838022	0.999995358545	0.999999995813	0.99999999964	0.999999999895	1.0	1.0
618289.914032	0.972467100613	0.995551379291	0.999644976181	0.999796160455	0.999996556087	0.999999997192	0.999999999767	0.999999999933	1.0	1.0
627683.578605	0.976397192795	0.996327682182	0.999718532311	0.9998397064	0.999997444721	0.999999998117	0.999999999849	0.999999999957	1.0	1.0
637077.243177	0.97979982539	0.99697085665	0.999776900816	0.999873972161	0.999998104104	0.999999998737	0.999999999902	0.999999999973	1.0	1.0
646470.90775	0.982738279106	0.99750310859	0.999823201337	0.999900928271	0.999998593361	0.999999999153	0.999999999937	0.999999999983	1.0	1.0
655864.572322	0.985269930409	0.997943106657	0.999859917779	0.999922129144	0.999998956377	0.999999999432	0.999999999959	0.999999999989	1.0	1.0
