Kar2011_Fig1C_67uM.txt: 67 uM Q30 X	Kar2011_Fig1C_67uM.txt: 67 uM Q30 Y	Kar2011_Fig1C_86uM.txt: 86 uM Q30 X	Kar2011_Fig1C_86uM.txt: 86 uM Q30 Y	Kar2011_Fig1C_143uM.txt: 143 uM Q30 X	Kar2011_Fig1C_143uM.txt: 143 uM Q30 Y	Kar2011_Fig1C_166uM.txt: 166 uM Q30 X	Kar2011_Fig1C_166uM.txt: 166 uM Q30 Y	Kar2011_Fig1C_177uM.txt: 177 uM Q30 X	Kar2011_Fig1C_177uM.txt: 177 uM Q30 Y
94814.81481	0.0132083402578	118518.5185	0.034884622738	47407.40741	0.0171702699218	71111.11111	0.0518442921	59259.25926	0.0417823126725
237037.037	0.0834966615624	272592.5926	0.119766890342	142222.2222	0.174886214485	154074.0741	-0.0214716188105	130370.3704	0.119666099078
320000.0	0.104539680516	343703.7037	0.185162966168	201481.4815	0.195254185431	201481.4815	0.0506126644345	165925.9259	0.185411011848
426666.6667	0.112379071066	426666.6667	0.233998481333	237037.037	0.182730734442	260740.7407	0.0836364964194	201481.4815	0.0672014201602
509629.6296	0.111495366517	521481.4815	0.194956572435	296296.2963	0.0574986913652	284444.4444	0.0787157856639	225185.1852	0.00177906223803
687407.4074	-0.019125437555	604444.4444	0.157435535333	355555.5556	0.0031422496148	355555.5556	-0.0956979180718	320000.0	-0.257551433714
865185.1852	-0.14447811543	687407.4074	0.0948409621234	450370.3704	-0.219215148802	414814.8148	-0.294790590997	414814.8148	-0.259061775016
1054814.815	-0.164005209902	758518.5185	0.0307370089322	521481.4815	-0.260839355481
1291851.852	-0.174137016307	841481.4815	-0.0270499107082
1481481.481	-0.16280521256	1019259.259	-0.0148085458086
		1185185.185	-0.0185499173828
		1362962.963	-0.0271442048111
		1718518.519	-0.0455078245566
