time s	3.52mM
-35.89898338	0.364608805
1280.501129	0.730882491
2490.036731	1.212865363
3486.467644	1.224519526
4837.101859	3.111661447
5687.231408	7.566048927
6038.93739	12.24852502
6816.228422	18.57340562
7309.657347	23.95929367
8087.572708	29.58242719
8866.1124	34.50381362
10356.18035	39.66744014
11918.25437	43.89623633
13694.68175	47.19186706
