Zurdo2001_Fig8_pH2.txt: pH 1.5 X	Zurdo2001_Fig8_pH2.txt: pH 1.5 Y
376.8517272	0.0431556629605
3607.39462	-0.0125499208081
8007.593589	0.00230332879128
11622.4039	-0.0645908781154
15637.6613	0.042066696771
18611.68884	0.0919541882953
21822.00713	-0.0816737063866
25049.51633	-0.0496861474829
32542.39383	0.0445097007206
35647.5442	0.103538589617
39642.23992	-0.028068732788
43260.08392	-0.0576346055978
46493.32342	-0.0617171537789
