Zurdo2001_Fig8_pH2.txt: pH 1.5 X	Zurdo2001_Fig8_pH2.txt: pH 1.5 Y
376.8517272	-0.0431013480907
3607.39462	0.0176241284767
8007.593589	0.025477219614
11622.4039	0.131612943359
15637.6613	0.101619912176
18611.68884	0.135853953239
21822.00713	0.423503181055
25049.51633	0.518267220034
32542.39383	0.681388852244
35647.5442	0.696721079586
39642.23992	0.897433863738
43260.08392	0.969531023967
46493.32342	1.0
