m0:35uM_M0:0_L0:10000 X	m0:35uM_M0:0_L0:10000 Y	m0:28uM_M0:0_L0:10000 X	m0:28uM_M0:0_L0:10000 Y	m0:22.4uM_M0:0_L0:10000 X	m0:22.4uM_M0:0_L0:10000 Y	m0:17.5uM_M0:0_L0:10000 X	m0:17.5uM_M0:0_L0:10000 Y	m0:14uM_M0:0_L0:10000 X	m0:14uM_M0:0_L0:10000 Y	m0:11.2uM_M0:0_L0:10000 X	m0:11.2uM_M0:0_L0:10000 Y	m0:9.1uM_M0:0_L0:10000 X	m0:9.1uM_M0:0_L0:10000 Y	m0:7uM_M0:0_L0:10000 X	m0:7uM_M0:0_L0:10000 Y	m0:5.6uM_M0:0_L0:10000 X	m0:5.6uM_M0:0_L0:10000 Y	m0:4.5uM_M0:0_L0:10000 X	m0:4.5uM_M0:0_L0:10000 Y	m0:3.5uM_M0:0_L0:10000 X	m0:3.5uM_M0:0_L0:10000 Y
2.2667	0.983061624	2.2667	0.975119873	2.2667	0.926693455	2.2667	0.460629492	2.2667	0.125815828	2.2667	0.009913746	2.2667	0.0045925	2.2667	0.001115354	3.6	0.01129345	7.7333	0.419112988	9.8	0.548472776
2.2667	0.988195825	2.2667	0.980388689	2.2667	0.646420435	2.2667	0.513337107	2.2667	0.176896729	2.2667	0.008920373	2.2667	0.005657709	2.2667	0.001210903	3.6333	0.007904501	7.8	0.385506804	9.8667	0.162351284
2.3	0.894366288	2.3	0.971068185	2.3	0.572822127	2.3	0.647131961	2.3	0.076824172	2.3	0.008244907	2.3	0.001176528	2.3	0.00127843	3.6333	0.009397174	7.8	0.376432876	9.8667	0.221469049
2.3	0.987592254	2.3	0.96645907	2.3	0.606899364	2.3	0.489490307	2.3	0.146845216	2.3	0.009669984	2.3	0.003241765	2.3	-0.000518958	3.6333	0.014715708	7.8	0.452375924	9.8667	0.56849525
2.3	0.97908383	2.3	0.985067643	2.3	1.005858988	2.3	0.552313126	2.3	0.204783123	2.3	0.012858422	2.3	0.004243281	2.3	0.002708718	3.6667	0.009397174	7.8667	0.406091564	9.9333	0.168512623
2.3333	0.898048789	2.3333	0.981476204	2.3333	0.58326336	2.3333	0.681277488	2.3333	0.094824815	2.3333	0.009927542	2.3333	0.002483782	2.3333	-0.001917644	3.6667	0.010727537	7.8667	0.393665855	9.9333	0.23768201
2.3333	1.007980086	2.3333	0.980605049	2.3333	0.992157261	2.3333	0.524885646	2.3333	0.167874605	2.3333	0.011918817	2.3333	0.002828854	2.3333	-0.002071372	3.6667	0.004448935	7.8667	0.476768743	9.9333	0.597098784
2.3333	0.989107025	2.3333	0.995164334	2.3333	0.642342864	2.3333	0.586703732	2.3333	0.234488194	2.3333	0.017766217	2.3333	0.0045925	2.3333	-0.000518958	3.7	0.005081465	7.9333	0.435825106	10	0.165431954
2.3667	0.95356958	2.3667	0.924603814	2.3667	0.602539483	2.3667	0.733238072	2.3667	0.110896818	2.3667	0.010768859	2.3667	0.001176528	2.3667	-0.003515681	3.7	0.006712267	7.9333	0.428131812	10	0.244167194
2.3667	0.992689212	2.3667	0.977718114	2.3667	1.002306688	2.3667	0.565181878	2.3667	0.192509031	2.3667	0.013418039	2.3667	0.0045925	2.3667	-0.002071372	3.7	0.01129345	7.9333	0.512249208	10	0.617121259
2.3667	1.000041418	2.3667	0.997873203	2.3667	0.631992107	2.3667	0.630838343	2.3667	0.258131005	2.3667	0.016784658	2.3667	0.007072136	2.3667	-0.000518958	3.7333	0.006712267	8	0.436748301	10.067	0.19007731
2.4	0.892949941	2.4	0.989265853	2.4	0.662777368	2.4	0.781487186	2.4	0.12504018	2.4	0.016658078	2.4	0.002483782	2.4	-0.002071372	3.7333	0.010727537	8	0.467845843	10.067	0.250652379
2.4	0.990707061	2.4	0.99688816	2.4	1.11851763	2.4	0.645167762	2.4	0.208130863	2.4	0.016416484	2.4	0.004243281	2.4	0.002876467	3.7333	0.014715708	8	0.521119324	10.067	0.64286444
2.4	1.000269218	2.4333	0.997060576	2.4	0.716680116	2.4	0.668645175	2.4	0.292685884	2.4	0.020710894	2.4	0.0045925	2.4	0.001210903	3.7667	0.006712267	8.0667	0.479281821	10.133	0.199319319
2.4333	0.971132279	2.4333	0.998858246	2.4333	0.814978424	2.4333	0.801529126	2.4333	0.147540984	2.4333	0.018340712	2.4333	0.005943235	2.4333	-0.000319607	3.7667	0.013550573	8.0667	0.469060136	10.133	0.286320893
2.4333	1.002599963	2.4667	0.997349269	2.4333	1.135771656	2.4333	0.672680246	2.4333	0.240576205	2.4333	0.023655571	2.4333	0.006405543	2.4333	-0.000518958	3.7667	0.014715708	8.0667	0.552164731	10.133	0.640004086
2.4333	1.002319417	2.4667	0.999104506	2.4333	0.791644687	2.4333	0.745425833	2.4333	0.322390955	2.4333	0.019414929	2.4333	0.007072136	2.4333	0.001115354	3.8	0.009397174	8.1333	0.502153776	10.2	0.208561327
2.4667	0.960368044	2.5	0.986667611	2.4667	0.855137014	2.4667	0.818601889	2.4667	0.170041787	2.4667	0.018340712	2.4667	0.005657709	2.4667	-0.000319607	3.8	0.010727537	8.1333	0.497063726	10.2	0.289563485
2.4667	1.004298949	2.5	1.007231111	2.4667	1.14845844	2.4667	0.661789888	2.4667	0.256198037	2.4667	0.02016454	2.4667	0.006405543	2.4667	-0.000518958	3.8	0.014715708	8.1333	0.565469905	10.2	0.680049035
2.4667	1.009153413	2.5333	0.996483189	2.4667	0.811091563	2.4667	0.764484862	2.4667	0.359370737	2.4667	0.027581807	2.4667	0.007293971	2.4667	0.001115354	3.8333	0.007904501	8.2	0.527312926	10.267	0.227045345
2.5	0.935723612	2.5333	1.01338763	2.5	0.876019481	2.5	0.846066769	2.5	0.18868531	2.5	0.022547298	2.5	0.007712796	2.5	-0.005258099	3.8333	0.009397174	8.2	0.494909604	10.267	0.302533854
2.5	0.987875418	2.5667	0.991286707	2.5	1.127652115	2.5	0.728278392	2.5	0.279630784	2.5	0.023912595	2.5	0.009995441	2.5	-0.001917644	3.8333	0.01129345	8.2	0.60095037	10.267	0.705792216
2.5	0.997763419	2.5667	1.014372673	2.5	0.779098315	2.5	0.786266609	2.5	0.391500712	2.5	0.033471161	2.5	0.011315417	2.5	0.001210903	3.8667	0.007904501	8.2667	0.547897686	10.333	0.236287353
2.5333	0.977080935	2.6	0.985512838	2.5333	1.005351516	2.5333	0.857943474	2.5333	0.219543555	2.5333	0.0275952	2.5333	0.007072136	2.5333	-0.003515681	3.8667	0.012082081	8.2667	0.518604949	10.333	0.309019039
2.5333	0.992689212	2.6333	1.010629168	2.5333	0.928627233	2.5333	0.757510407	2.5333	0.300059333	2.5333	0.029159873	2.5333	0.008644706	2.5333	-0.002071372	3.8667	0.01129345	8.2667	0.60095037	10.333	0.702931862
2.5333	1.006192015	2.6667	1.002545751	2.5333	0.792272005	2.5333	0.804781093	2.5333	0.422418235	2.5333	0.042305191	2.5333	0.00902005	2.5333	-0.00224882	3.9	0.012082081	8.3333	0.577631228	10.4	0.239368023
2.5667	0.964617084	2.7	1.010051781	2.5667	1.018545772	2.5667	0.900254236	2.5667	0.244615879	2.5667	0.030960469	2.5667	0.006405543	2.5667	-0.007438405	3.9	0.013550573	8.3333	0.54660854	10.4	0.331717184
2.5667	0.99325554	2.7333	0.988977159	2.5667	0.931839921	2.5667	0.759803114	2.5667	0.326496279	2.5667	0.034407151	2.5667	0.008486563	2.5667	0.00127843	3.9	0.004448935	8.3333	0.627560718	10.4	0.73439575
2.5667	0.997991219	2.7667	1.004277912	2.5667	0.908953262	2.5667	0.855968199	2.5667	0.446667273	2.5667	0.047212986	2.5667	0.009995441	2.5667	0.002708718	3.9333	0.013550573	8.4	0.600503183	10.467	0.25785204
2.6	0.899181867	2.8	1.004855299	2.6	1.007381402	2.6	0.973741348	2.6	0.267759563	2.6	0.036849688	2.6	0.010327304	2.6	-0.000319607	3.9333	0.017451895	8.4	0.568149763	10.467	0.341444961
2.6	1.002033635			2.6	0.934249436	2.6	0.767254412	2.6	0.351130705	2.6	0.038904818	2.6	0.012696912	2.6	-0.000518958	3.9333	0.014715708	8.4	0.671911299	10.467	0.754418225
2.6	1.005280815			2.6	0.932477709	2.6	0.85324548	2.6	0.461822921	2.6	0.058991694	2.6	0.015558699	2.6	0.001115354	3.9667	0.012082081	8.4667	0.581074497	10.533	0.264013379
2.6333	0.927508801			2.6333	0.993679675	2.6333	0.987844935	2.6333	0.302475088	2.6333	0.041056274	2.6333	0.011634557	2.6333	0.00127843	3.9667	0.013550573	8.4667	0.637098311	10.533	0.35441533
2.6333	0.998918827			2.6333	0.947501771	2.6333	0.7798643	2.6333	0.364950018	2.6333	0.044901707	2.6333	0.014047647	2.6333	-0.000518958	3.9667	0.014715708	8.4667	0.663041183	10.533	0.762999285
2.6667	0.913345334			2.6333	0.950669948	2.6333	0.901165323	2.6333	0.474553666	2.6333	0.069788842	2.6333	0.014144272	2.6333	0.001115354	4	0.013550573	8.5333	0.598307475	10.6	0.264013379
2.6667	0.99127339			2.6667	0.990127375	2.6667	0.972999054	2.6667	0.319189971	2.6667	0.051993396	2.6667	0.015398382	2.6667	-0.003978682	4	0.014766988	8.5333	0.657683071	10.6	0.41278199
2.7	0.891250325			2.6667	0.948304942	2.6667	0.793620543	2.6667	0.387781925	2.6667	0.056895485	2.6667	0.015556318	2.6667	-0.000478009	4	0.018137966	8.5333	0.702956705	10.6	0.748697518
2.7	0.989857568			2.6667	0.967607549	2.6667	0.898987149	2.6667	0.521233064	2.6667	0.08156755	2.6667	0.016973126	2.6667	0.002876467	4.0333	0.013550573	8.6	0.615540454	10.667	0.245529362
2.7333	0.905697061			2.7	0.980485419	2.7	0.965576113	2.7	0.345548055	2.7	0.062089201	2.7	0.016863572	2.7	-0.000319607	4.0333	0.014766988	8.6	0.67369344	10.667	0.454935689
2.7333	1.00175047			2.7	0.933044678	2.7	0.806230431	2.7	0.409412153	2.7	0.06664043	2.7	0.018099853	2.7	-0.000478009	4.0333	0.014715708	8.6	0.714044351	10.667	0.765859638
2.7667	0.915894758			2.7	0.984231492	2.7	0.932204313	2.7	0.53517626	2.7	0.092364698	2.7	0.018387553	2.7	-0.000518958	4.0667	0.010727537	8.6667	0.645698166	10.733	0.270174718
2.7667	1.000051484			2.7333	0.986575076	2.7333	0.963349231	2.7333	0.365477338	2.7333	0.072185006	2.7333	0.018170825	2.7333	-0.000319607	4.0667	0.01129345	8.6667	0.710288568	10.733	0.467906057
2.8	0.99662652			2.7333	0.953525559	2.7333	0.816547613	2.7333	0.438252458	2.7333	0.076385375	2.7333	0.019450588	2.7333	-0.000478009	4.0667	0.020136802	8.6667	0.720696938	10.733	0.780161406
2.8	1.007980086			2.7333	0.969175846	2.7333	0.946906992	2.7333	0.561243976	2.7333	0.109051201	2.7333	0.021216407	2.7333	-0.000518958	4.1	0.013550573	8.7333	0.615540454	10.8	0.282497396
2.8333	0.997219841			2.7667	0.992157261	2.7667	1.027928814	2.7667	0.391835423	2.7667	0.082280811	2.7667	0.019478079	2.7667	-0.002071372	4.1	0.022821709	8.7333	0.691991004	10.8	0.497089387
2.8333	1.005407869			2.7667	0.951116044	2.7667	0.815974436	2.7667	0.457479327	2.7667	0.090627987	2.7667	0.022630835	2.7667	-0.00224882	4.1	0.018137966	8.7333	0.742872228	10.8	0.80876494
2.8667	1.004865278			2.7667	0.995209567	2.7667	0.92730342	2.7667	0.525476645	2.7667	0.124756144	2.7667	0.02485353	2.7667	0.002876467	4.1333	0.019196645	8.8	0.637081677	10.867	0.282497396
2.8667	1.022970568			2.8	0.989619904	2.8	1.045001577	2.8	0.422050788	2.8	0.092376616	2.8	0.024707093	2.8	0.00127843	4.1333	0.022821709	8.8	0.733160523	10.867	0.523030125
2.9	1.004015785			2.8	0.958746176	2.8	0.814828083	2.8	0.462286045	2.8	0.106369821	2.8	0.027555	2.8	0.001115354	4.1333	0.024982481	8.8	0.765047518	10.867	0.834508121
2.9	1.012206333			2.8	0.988622722	2.8	0.928392507	2.8	0.573368494	2.8	0.142424205	2.8	0.032531825	2.8	0.002940765	4.1667	0.022019681	8.8667	0.684472368	10.933	0.288658735
2.9333	0.99325554			2.8333	0.978963005	2.8333	1.004917698	2.8333	0.441337191	2.8333	0.115933494	2.8333	0.026014347	2.8333	0.00127843	4.1667	0.018137966	8.8667	0.751458087	10.933	0.539243086
2.9333	1.026086531			2.8333	0.968384237	2.8333	0.823425734	2.8333	0.488122151	2.8333	0.122111655	2.8333	0.031607206	2.8333	-0.000518958	4.1667	0.028191523	8.8667	0.776135164	10.933	0.820206354
2.9667	1.007130593			2.8333	0.998973479	2.8333	0.963243302	2.8333	0.561850202	2.8333	0.165000061	2.8333	0.036775106	2.8333	0.001115354	4.2	0.019196645	8.9333	0.678010001	11	0.3225461
2.9667	1.016455373			2.8667	1.00687393	2.8667	1.015309815	2.8667	0.456123433	2.8667	0.12855325	2.8667	0.032550615	2.8667	0.002876467	4.2	0.018137966	8.9333	0.762894065	11	0.532757902
3	1.030052302			2.8667	0.974408026	2.8667	0.83832833	2.8667	0.506748181	2.8667	0.137103877	2.8667	0.036775106	2.8667	0.002708718	4.2	0.025506616	8.9333	0.800527983	11	0.828787414
3.0333	1.027502878			2.8667	0.995836886	2.8667	0.944728817	2.8667	0.640659574	2.8667	0.188557476	2.8667	0.038360883	2.8667	0.002940765	4.2333	0.027665753	9	0.688780613	11.067	0.381078821
				2.9	0.998754388	2.9	1.013082933	2.9	0.478624237	2.9	0.142855641	2.9	0.035165122	2.9	-0.000518958	4.2333	0.021560224	9	0.783478824	11.067	0.591124562
				2.9	0.956738246	2.9	0.825718441	2.9	0.491727189	2.9	0.155844156	2.9	0.042413089	2.9	0.001115354	4.2333	0.033561337	9	0.802745512	11.067	0.857390949
				2.9	0.996150545	2.9	0.97631235	2.9	0.684914067	2.9	0.205243979	2.9	0.043847242	2.9	0.002876467	4.2667	0.027665753	9.0667	0.716784203	11.133	0.38724016
				2.9333	0.995202089	2.9333	0.972999054	2.9333	0.50048216	2.9333	0.158840665	2.9333	0.039086883	2.9333	-0.000478009	4.2667	0.024982481	9.0667	0.797201997	11.133	0.597609746
				2.9333	0.955935075	2.9333	0.905390011	2.9333	0.478508716	2.9333	0.170836379	2.9333	0.050919378	2.9333	0.002876467	4.2667	0.036246244	9.0667	0.813833157	11.133	0.863111656
				2.9333	0.998032501	2.9333	0.977401438	2.9333	0.713406687	2.9333	0.226838276	2.9333	0.053218971	2.9333	0.006400488	4.3	0.022019681	9.1333	0.708167714	11.2	0.344110787
				2.9667	1.003321631	2.9667	0.998237052	2.9667	0.494696239	2.9667	0.179873592	2.9667	0.044315898	2.9667	0.001210903	4.3	0.021560224	9.1333	0.778352693	11.2	0.626793076
				2.9667	0.978825471	2.9667	0.89679236	2.9667	0.501941463	2.9667	0.244506337	2.9667	0.059405941	2.9667	0.004474504	4.3	0.036246244	9.1333	0.824648344	11.2	0.857390949
				2.9667	0.98078124	2.9667	0.982302331	2.9667	0.746142887	2.9667	0.196323157	2.9667	0.059972648	2.9667	0.005895445	4.3333	0.024982481	9.2	0.740479549	11.267	0.427288864
				3	1.009918758	3	1.00343311	3	0.515268402	3	0.195858617	3	0.046930405	3	-0.000478009	4.3333	0.033311824	9.2	0.824648344	11.267	0.655976406
				3	0.973604854	3	0.916853546	3	0.521769172	3	0.265119075	3	0.068077059	3	0.00127843	4.3333	0.033561337	9.2	0.811615628	11.267	0.868832363
				3	0.999287138	3	0.975767807	3	0.787972477	3	0.210565769	3	0.073550212	3	0.001210903	4.3667	0.027665753	9.2667	0.729708937	11.333	0.396482169
				3.0333	1.014993472	3.0333	1.013082933	3.0333	0.530697525	3.0333	0.2295113	3.0333	0.05608118	3.0333	0.002876467	4.3667	0.024982481	9.2667	0.794914802	11.333	0.655976406
				3.0333	0.995290493	3.0333	0.925451198	3.0333	0.536790164	3.0333	0.294565844	3.0333	0.076379066	3.0333	0.004302081	4.3667	0.044300965	9.2667	0.836008448	11.333	0.877413423
				3.0333	0.993013952	3.0333	0.989925942	3.0333	0.838895456	3.0333	0.23080527	3.0333	0.077532207	3.0333	0.004670626	4.4	0.033311824	9.3333	0.721092448	11.4	0.368756143
				3.0667	0.981234986	3.0667	0.992298699	3.0667	0.531983285	3.0667	0.245496324	3.0667	0.063924702	3.0667	-0.000518958	4.4	0.031826997	9.3333	0.822361148	11.4	0.659218999
				3.0667	0.985799788	3.0667	0.939780617	3.0667	0.504344822	3.0667	0.242049437	3.0667	0.086280057	3.0667	0.002876467	4.4	0.049670779	9.3333	0.85374868	11.4	0.888854837
				3.1	0.994487321	3.0667	0.994282291	3.0667	0.834045649	3.0667	0.32695729	3.0667	0.092390295	3.0667	0.002708718	4.4333	0.033311824	9.4	0.734017182	11.467	0.362594804
				3.1	1.004933005	3.1	1.002690816	3.1	0.538412086	3.1	0.268211886	3.1	0.067846463	3.1	-0.000518958	4.4333	0.031826997	9.4	0.83150993	11.467	0.688402328
				3.1333	1.006534898	3.1	0.938061086	3.1	0.553012835	3.1	0.324994172	3.1	0.09476662	3.1	0.002876467	4.4333	0.0577255	9.4	0.864836325	11.467	0.903156604
				3.1333	0.991759315	3.1	1.014974951	3.1	0.84435149	3.1	0.263038549	3.1	0.100494707	3.1	0.004302081	4.4667	0.031826997	9.4667	0.783561995	11.533	0.396482169
				3.1667	1.001314281	3.1333	0.987102641	3.1333	0.56155577	3.1333	0.280831642	3.1333	0.080918999	3.1333	-0.000518958	4.4667	0.038957896	9.4667	0.870392254	11.533	0.694887513
				3.1667	0.977644647	3.1333	0.9179999	3.1333	0.551210316	3.1333	0.281778827	3.1333	0.111739745	3.1333	0.002708718	4.4667	0.060410407	9.4667	0.844878564	11.533	0.900296251
				3.2	1.01416503	3.1333	0.998638641	3.1333	0.860113364	3.1333	0.369164325	3.1333	0.112651325	3.1333	0.004474504	4.5	0.038957896	9.5333	0.772791384	11.6	0.396482169
				3.2	0.977958306	3.1667	0.988587229	3.1667	0.569270331	3.1667	0.311119057	3.1667	0.093991536	3.1667	-0.000319607	4.5	0.04209377	9.5333	0.884115427	11.6	0.711100474
				3.2333	1.008542827	3.1667	0.930609788	3.1667	0.562025431	3.1667	0.300519106	3.1667	0.123457207	3.1667	0.001210903	4.5	0.063095314	9.5333	0.898099261	11.6	0.917458372
				3.2333	0.97607635	3.1667	0.95398606	3.1667	0.871631657	3.1667	0.399592653	3.1667	0.128712871	3.1667	0.005895445	4.5333	0.038671512	9.6	0.792178484	11.667	0.414966186
				3.2667	1.01416503	3.2	0.992298699	3.2	0.573770492	3.2	0.334675935	3.2	0.100527804	3.2	0.002876467	4.5333	0.047427004	9.6	0.884115427	11.667	0.730556027
				3.2667	0.976703669	3.2	0.931182965	3.2	0.664769015	3.2	0.409408243	3.2	0.14427157	3.2	0.005895445	4.5333	0.076519849	9.6	0.882576558	11.667	0.903156604
				3.3	0.98078124	3.2	0.988292311	3.2	0.877693917	3.2	0.326755496	3.2	0.141016766	3.2	0.006400488	4.5667	0.05025004	9.6667	0.792178484	11.733	0.439611542
				3.3333	1.003364709	3.2333	0.947805091	3.2333	0.597557056	3.2333	0.327945399	3.2333	0.110985833	3.2333	0.002708718	4.5667	0.048938285	9.6667	0.902412991	11.733	0.701372697
				3.3667	0.974821713	3.2333	0.95997604	3.2333	0.67378161	3.2333	0.427076304	3.2333	0.159830269	3.2333	0.006072541	4.5667	0.079204756	9.6667	0.887011616	11.733	0.923179079
				3.4	1.000228116	3.2667	0.956975919	3.2333	0.897699373	3.2333	0.340248496	3.2333	0.155874854	3.2333	0.004670626	4.6	0.038671512	9.7333	0.785716117	11.8	0.448853551
				3.4333	0.989877359	3.2667	1.041113047	3.2667	0.621343619	3.2667	0.354867545	3.2667	0.117522101	3.2667	0.002876467	4.6	0.058719148	9.7333	0.916136164	11.8	0.740283804
				3.4667	0.984545151	3.3	0.966146748	3.2667	0.703222754	3.2667	0.431984099	3.2667	0.170732943	3.2667	0.002940765	4.6	0.087259477	9.7333	0.920274551	11.8	0.960363674
				3.5	1.005873983	3.3	1.011707689	3.2667	0.906792762	3.2667	0.358988775	3.2667	0.182461103	3.2667	0.004302081	4.6333	0.045516028	9.8	0.904700187	11.867	0.501224933
				3.5333	1.005873983	3.3333	0.979329813	3.3	0.726133076	3.3	0.375900472	3.3	0.134516398	3.3	0.00127843	4.6333	0.061542184	9.8	0.861110399	11.867	0.759739357
				3.5667	1.021556948	3.3333	1.028588543	3.3	0.726655501	3.3	0.457504632	3.3	0.193776521	3.3	0.004302081	4.6333	0.097999105	9.8	0.90031679	11.867	0.971805087
				3.6	1.021870607	3.3667	0.997671469	3.3	0.903761632	3.3	0.377729053	3.3	0.200449119	3.3	0.006400488	4.6667	0.059205058	9.8667	0.916136164	11.933	0.538192967
						3.3667	1.030222174	3.3333	0.765348762	3.3333	0.389361545	3.3333	0.144974427	3.3333	0.00127843	4.6667	0.06436522	9.8667	0.920274551	11.933	0.772709726
						3.4	1.003976414	3.3333	0.780731072	3.3333	0.477135811	3.3333	0.219236209	3.3333	0.004302081	4.6667	0.103368919	9.8667	0.906346968	11.933	0.968944734
						3.4	1.003539534	3.3333	0.892849565	3.3333	0.38897322	3.3333	0.211255002	3.3333	0.006400488	4.7	0.055782801	9.9333	0.906987382	12	0.562838324
						3.4333	1.029769368	3.3667	0.801350048	3.3667	0.412077107	3.3667	0.152817949	3.3667	0.004474504	4.7	0.067188256	9.9333	0.918057022	12	0.779194911
						3.4333	0.999727728	3.3667	0.805966338	3.3667	0.493822313	3.3667	0.232866767	3.3667	0.005895445	4.7	0.106053826	9.9333	0.902038723	12	0.968944734
						3.4667	1.030342545	3.3667	0.916492377	3.3667	0.403965443	3.3667	0.24893918	3.3667	0.009860211	4.7333	0.059205058	10	0.929859337	12.067	0.550515645
						3.4667	0.997549553	3.4	0.839279974	3.4	0.427220814	3.4	0.173734007	3.4	0.004474504	4.7333	0.0784804	10	0.904751848	12.067	0.798650464
						3.5	0.994232409	3.4	0.813176414	3.4	0.502656344	3.4	0.263083451	3.4	0.004670626	4.7333	0.122163268	10	0.902038723	12.067	0.960363674
						3.5	0.982302331	3.4	0.944984996	3.4	0.423455333	3.4	0.253127796	3.4	0.007488808	4.7667	0.062627316	10.067	0.929859337	12.133	0.596725688
						3.5333	1.013720419	3.4333	0.863066538	3.4333	0.446571107	3.4333	0.185499289	3.4333	0.006072541	4.7667	0.0784804	10.067	0.942449842	12.133	0.782437503
						3.5667	0.993086055	3.4333	0.854033512	3.4333	0.55369741	3.4333	0.27864215	3.4333	0.007488808	4.7667	0.132902896	10.067	0.921425824	12.133	0.95750332
						3.6	0.972451692	3.4333	0.921342184	3.4333	0.427203388	3.4333	0.273388826	3.4333	0.011590072	4.8	0.066049574	10.133	0.945869706	12.2	0.605967697
						3.6333	0.928317081	3.4667	0.8772099	3.4667	0.440681887	3.4667	0.192035557	3.4667	0.004474504	4.8	0.084126472	10.133	0.906346968	12.2	0.811620833
						3.6667	0.884755648	3.4667	0.844420077	3.4667	0.516398169	3.4667	0.297029703	3.4667	0.008130349	4.8	0.143642524	10.133	0.949102429	12.2	0.95750332
						3.7	1.01887901	3.4667	0.940741414	3.4667	0.442195611	3.4667	0.288246914	3.4667	0.009082171	4.8333	0.069471832	10.2	0.92249208	12.267	0.615209706
						3.7333	1.044671964	3.5	0.87335262	3.5	0.454142961	3.5	0.209029854	3.5	0.010866652	4.8333	0.095418616	10.2	0.955018488	12.267	0.814863425
						3.7667	1.068745388	3.5	0.8750629	3.5	0.430951444	3.5	0.303105003	3.5	0.009860211	4.8333	0.154382152	10.2	0.960200026	12.267	0.95750332
								3.5	0.927404444	3.5	0.574310148	3.5	0.31824611	3.5	0.013862261	4.8667	0.083160862	10.267	0.950444097	12.333	0.642935731
								3.5333	0.903567985	3.5333	0.4659214	3.5333	0.216873376	3.5333	0.006072541	4.8667	0.115179868	10.267	0.9468849	12.333	0.824591202
								3.5333	0.876865419	3.5333	0.565476117	3.5333	0.322489392	3.5333	0.012268898	4.8667	0.162436873	10.267	0.925734068	12.333	0.94892226
								3.5333	0.958928193	3.5333	0.447442889	3.5333	0.319313826	3.5333	0.015049795	4.9	0.076316347	10.333	0.950444097	12.4	0.655258409
								3.5667	0.926068788	3.5667	0.493684864	3.5667	0.256090985	3.5667	0.009268615	4.9	0.112356832	10.333	0.962407603	12.4	0.827833794
								3.5667	0.899697327	3.5667	0.4481925	3.5667	0.338224121	3.5667	0.013319934	4.9	0.167806687	10.333	0.942967047	12.4	0.974665441
								3.5667	0.961353096	3.5667	0.586088856	3.5667	0.356435644	3.5667	0.013862261	4.9333	0.083160862	10.4	0.948156902	12.467	0.655258409
								3.6	0.93956927	3.6	0.446693278	3.6	0.245632956	3.6	0.010866652	4.9333	0.118002904	10.4	0.951319958	12.467	0.831076386
								3.6	0.909310762	3.6	0.50630462	3.6	0.369165488	3.6	0.013862261	4.9333	0.170491594	10.4	0.93650468	12.467	0.95750332
								3.6	0.971052711	3.6	0.611609389	3.6	0.35848515	3.6	0.016779657	4.9667	0.08658312	10.467	0.945869706	12.533	0.689145774
								3.6333	0.93956927	3.6333	0.510511205	3.6333	0.262627253	3.6333	0.009268615	4.9667	0.132118084	10.467	0.966662393	12.533	0.863502308
								3.6333	0.926134273	3.6333	0.631240568	3.6333	0.377652051	3.6333	0.017048988	4.9667	0.183916129	10.467	0.997888068	12.533	0.951782613
								3.6333	0.941953866	3.6333	0.504413336	3.6333	0.37874618	3.6333	0.018509518	5	0.096849893	10.533	0.966454466	12.6	0.686065105
								3.6667	0.959498554	3.6667	0.531544132	3.6667	0.275699789	3.6667	0.012464689	5	0.126472012	10.533	0.973495248	12.6	0.873230085
								3.6667	0.921327555	3.6667	0.499915669	3.6667	0.382798386	3.6667	0.020235715	5	0.194655757	10.533	0.975278882	12.6	0.983246501
								3.6667	0.964384226	3.6667	0.658724219	3.6667	0.407355021	3.6667	0.021969241	5.0333	0.107116666	10.6	0.968741661	12.667	0.695307113
								3.7	0.961427194	3.7	0.528178864	3.7	0.301844862	3.7	0.0172588	5.0333	0.146233263	10.6	0.962407603	12.667	0.889443046
								3.7	0.959180455	3.7	0.499166058	3.7	0.411598303	3.7	0.018642352	5.0333	0.216135012	10.6	0.940812925	12.667	0.974665441
								3.7	0.972265163	3.7	0.697986577	3.7	0.39900721	3.7	0.023699103	5.0667	0.096849893	10.667	0.957972545	12.733	0.7168718
								3.7333	0.957569913	3.7333	0.54079862	3.7333	0.312302891	3.7333	0.0172588	5.0667	0.160348443	10.667	1.003049594	12.733	0.915383784
								3.7333	0.938151066	3.7333	0.517906336	3.7333	0.441301273	3.7333	0.020235715	5.0667	0.216135012	10.667	0.955891781	12.733	0.988967208
								3.7333	0.964990452	3.7333	0.683263193	3.7333	0.426021916	3.7333	0.032348411	5.1	0.11738344	10.733	0.960190074	12.8	0.723033139
								3.7667	0.953069752	3.7667	0.497666835	3.7667	0.335833456	3.7667	0.015660763	5.1	0.171640587	10.733	1.000762399	12.8	0.9088986
								3.7667	0.954974577	3.7667	0.561831547	3.7667	0.465346535	3.7667	0.028202532	5.1	0.237614268	10.733	0.977433004	12.8	1.011850036
								3.7667	0.968021582	3.7667	0.70485749	3.7667	0.454387357	3.7667	0.030618549	5.1333	0.124227955	10.8	0.971277719	12.867	0.732275148
								3.8	0.972356156	3.8	0.484923446	3.8	0.346291485	3.8	0.018856837	5.1333	0.180109695	10.8	1.009911181	12.867	0.895928231
								3.8	0.962565548	3.8	0.592960279	3.8	0.465346535	3.8	0.028202532	5.1333	0.237614268	10.8	0.99251186	12.867	0.986106855
								3.8	0.954974577	3.8	0.701912813	3.8	0.448984416	3.8	0.035808134	5.1667	0.127650213	10.867	1.000762399	12.933	0.760001174
