m0:35uM_M0:0_L0:10000 X	m0:35uM_M0:0_L0:10000 Y	m0:28uM_M0:0_L0:10000 X	m0:28uM_M0:0_L0:10000 Y	m0:22.4uM_M0:0_L0:10000 X	m0:22.4uM_M0:0_L0:10000 Y	m0:17.5uM_M0:0_L0:10000 X	m0:17.5uM_M0:0_L0:10000 Y	m0:14uM_M0:0_L0:10000 X	m0:14uM_M0:0_L0:10000 Y	m0:11.2uM_M0:0_L0:10000 X	m0:11.2uM_M0:0_L0:10000 Y	m0:9.1uM_M0:0_L0:10000 X	m0:9.1uM_M0:0_L0:10000 Y	m0:7uM_M0:0_L0:10000 X	m0:7uM_M0:0_L0:10000 Y	m0:5.6uM_M0:0_L0:10000 X	m0:5.6uM_M0:0_L0:10000 Y	m0:4.5uM_M0:0_L0:10000 X	m0:4.5uM_M0:0_L0:10000 Y	m0:3.5uM_M0:0_L0:10000 X	m0:3.5uM_M0:0_L0:10000 Y
1	0.007517396	1	0.005109874	1	0.003095575	1	0.002078423	1	-0.000121245	1	-7.50E-05	1	-0.002161176	1	-0.000319607	2.3667	0.002258429	5.5333	0.003545153	7.3333	0.008317808
1.0333	0.008583061	1.0333	0.003226016	1.0333	0.000909612	1.0333	0.000490089	1.0333	-0.0016072	1.0333	-0.00382808	1.0333	-0.005657709	1.0333	-0.007438405	2.3667	0.006712267	5.5333	0.004435058	7.3333	0.007865972
1.0333	0.009111995	1.0333	0.004237551	1.0333	0.002168564	1.0333	0.000593835	1.0333	-0.000727471	1.0333	-0.001574183	1.0333	-0.00535974	1.0333	-0.003664736	2.3667	0.001026677	5.5333	0.008077959	7.3333	0.010700554
1.0333	0.013790103	1.0333	0.006842035	1.0333	0.002588104	1.0333	0.002063436	1.0333	-0.000360504	1.0333	-0.001850898	1.0333	-0.004862647	1.0333	-0.001917644	2.4	0.002258429	5.5667	0.005832349	7.4	0.005237138
1.0667	0.014814986	1.0667	0.005724411	1.0667	0.000909612	1.0667	-0.000229271	1.0667	-0.0016072	1.0667	-0.001574183	1.0667	-0.004052486	1.0667	-0.007438405	2.4	0.00402736	5.5667	0.005923836	7.4	0.007865972
1.0667	0.016621747	1.0667	0.00445732	1.0667	0.003095575	1.0667	0.001034633	1.0667	-0.000360504	1.0667	-0.001864962	1.0667	-0.003511912	1.0667	-0.003664736	2.4	0.004448935	5.5667	0.008870116	7.4	0.010700554
1.0667	0.014579192	1.0667	0.008285502	1.0667	0.003373322	1.0667	0.001336129	1.0667	-0.000121245	1.0667	-0.001850898	1.0667	-0.002828854	1.0667	-0.001917644	2.4333	0.00402736	5.6	0.006652587	7.4667	0.00421537
1.1	0.02143554	1.1	0.00646784	1.1	0.001223271	1.1	-5.45E-05	1.1	-0.0016072	1.1	-0.00382808	1.1	-0.001437979	1.1	-0.005113718	2.4333	0.005081465	5.6	0.008119544	7.4667	0.014479147
1.1	0.024729413	1.1	0.004949841	1.1	0.002168564	1.1	0.00149026	1.1	-0.000360504	1.1	-0.001574183	1.1	-0.001414427	1.1	-0.003978682	2.4333	0.007871193	5.6	0.010232081	7.4667	0.013586679
1.1	0.021185388	1.1	0.012615904	1.1	0.004110518	1.1	0.000593835	1.1	-0.000121245	1.1	-0.000168263	1.1	0.000540294	1.1	-0.002071372	2.4667	-0.001342453	5.6333	0.008870116	7.5333	0.008317808
1.1333	0.028411915	1.1333	0.006181145	1.1333	0.001223271	1.1333	0.002063436	1.1333	-0.000727471	1.1333	-0.001574183	1.1333	-0.004862647	1.1333	-0.005258099	2.4667	0.002258429	5.6333	0.01040674	7.5333	0.013586679
1.1333	0.033045278	1.1333	0.01018499	1.1333	0.002971736	1.1333	0.001579177	1.1333	-0.00096432	1.1333	-0.001864962	1.1333	-0.004243281	1.1333	-0.005708543	2.4667	0.01129345	5.6333	0.008077959	7.5333	0.020428331
1.1333	0.028702783	1.1333	0.014059371	1.1333	0.003603047	1.1333	0.003563011	1.1333	0.000240336	1.1333	-0.001850898	1.1333	-0.004052486	1.1333	-0.000319607	2.5	0.001342453	5.6667	0.003545153	7.6	0.005237138
1.1667	0.04493818	1.1667	0.01241528	1.1667	0.001536931	1.1667	0.00149026	1.1667	-0.00225008	1.1667	-0.001864962	1.1667	-0.003511912	1.1667	-0.005708543	2.5	0.002258429	5.6667	0.008870116	7.6	0.017185739
1.1667	0.037359178	1.1667	0.009382535	1.1667	0.002971736	1.1667	0.001034633	1.1667	-0.000121245	1.1667	-0.000824572	1.1667	-0.001437979	1.1667	-0.001917644	2.5	0.004448935	5.6667	0.008077959	7.6	0.022167739
1.1667	0.053339617	1.1667	0.01983324	1.1667	0.004617989	1.1667	0.001336129	1.1667	0.000240336	1.1667	-0.000168263	1.1667	-0.001414427	1.1667	-0.002071372	2.5333	-0.001342453	5.7	0.003545153	7.6667	0.011398477
1.2	0.058721734	1.2	0.012337664	1.2	0.002164249	1.2	0.002063436	1.2	-0.0016072	1.2	-0.002692215	1.2	-0.005657709	1.2	-0.006851463	2.5333	0.005081465	5.7	0.006652587	7.6667	0.017185739
1.2	0.066175505	1.2	0.018362719	1.2	0.003373322	1.2	0.001034633	1.2	-0.000727471	1.2	-0.001864962	1.2	-0.002745233	1.2	-0.007438405	2.5333	0.01129345	5.7	0.012386203	7.6667	0.022167739
1.2	0.055583168	1.2	0.027050576	1.2	0.004617989	1.2	0.003563011	1.2	0.000240336	1.2	-7.50E-05	1.2	-0.002161176	1.2	-0.003515681	2.5667	-0.00402736	5.7333	0.008119544	7.7333	0.008317808
1.2333	0.078833857	1.2333	0.024310159	1.2333	0.002477908	1.2333	0.002636613	1.2333	-0.00096432	1.2333	-0.00382808	1.2333	-0.00535974	1.2333	-0.009168266	2.5667	0.007904501	5.7333	0.008870116	7.7333	0.020428331
1.2333	0.086846502	1.2333	0.0177554	1.2333	0.004176493	1.2333	0.002668264	1.2333	-0.000121245	1.2333	-0.000824572	1.2333	-0.004243281	1.2333	-0.003515681	2.5667	0.01129345	5.7333	0.008077959	7.7333	0.033609153
1.2333	0.073579357	1.2333	0.036866154	1.2333	0.006647875	1.2333	0.003563011	1.2333	0.000240336	1.2333	-0.00100958	1.2333	-0.003511912	1.2333	-0.000478009	2.6	0.001342453	5.7667	0.008870116	7.8	0.014479147
1.2667	0.111198635	1.2667	0.033603033	1.2667	0.003418886	1.2667	0.002636613	1.2667	-0.0016072	1.2667	-0.00382808	1.2667	-0.005657709	1.2667	-0.003664736	2.6	0.005081465	5.7667	0.01040674	7.8	0.023670923
1.2667	0.111693101	1.2667	0.024896962	1.2667	0.005782837	1.2667	0.002078423	1.2667	-0.000727471	1.2667	-7.50E-05	1.2667	-0.004052486	1.2667	-0.001917644	2.6	0.014715708	5.7667	0.012386203	7.8	0.027888446
1.2667	0.107293738	1.2667	0.050146053	1.2667	0.007662818	1.2667	0.002668264	1.2667	-0.000360504	1.2667	0.000673054	1.2667	-0.003511912	1.2667	-0.003978682	2.6333	0.001342453	5.8	0.012693935	7.8667	0.017559816
1.3	0.13775388	1.3	0.046984772	1.3	0.003418886	1.3	0.00320979	1.3	-0.0016072	1.3	-0.000883403	1.3	-0.004243281	1.3	-0.005113718	2.6333	0.005081465	5.8	0.013305174	7.8667	0.023670923
1.3	0.144612026	1.3	0.033762349	1.3	0.006586009	1.3	0.002668264	1.3	-0.000121245	1.3	-7.50E-05	1.3	-0.003511912	1.3	-0.002071372	2.6333	0.004448935	5.8	0.014540326	7.8667	0.03932986
1.3	0.118000331	1.3	0.066890273	1.3	0.009692703	1.3	0.003563011	1.3	0.001442015	1.3	-0.000168263	1.3	-0.002745233	1.3	-0.000518958	2.6667	0.001342453	5.8667	0.01040674	7.9333	0.008317808
1.3333	0.165797545	1.3333	0.060738226	1.3333	0.004987183	1.3333	0.002636613	1.3333	-0.00096432	1.3333	-0.002846521	1.3333	-0.002828854	1.3333	-0.006851463	2.6667	0.002258429	5.8667	0.015522703	7.9333	0.036641292
1.3333	0.174061117	1.3333	0.045336605	1.3333	0.008192352	1.3333	0.003757351	1.3333	0.001091207	1.3333	-7.50E-05	1.3333	-0.002745233	1.3333	-0.000319607	2.6667	0.001026677	5.8667	0.021002693	7.9333	0.042190214
1.3333	0.174950298	1.3333	0.087098815	1.3333	0.013752474	1.3333	0.005789894	1.3333	0.001442015	1.3333	-0.000168263	1.3333	-0.002161176	1.3333	-0.00224882	2.7	0.002258429	5.9333	0.01040674	8	0.011398477
1.3667	0.196147935	1.3667	0.083784554	1.3667	0.006869138	1.3667	0.004356143	1.3667	-0.0016072	1.3667	-0.001864962	1.3667	-0.004243281	1.3667	-0.003515681	2.7	0.006712267	5.9333	0.02217529	8	0.036641292
1.3667	0.19809025	1.3667	0.060604772	1.3667	0.01140504	1.3667	0.003757351	1.3667	0.000484981	1.3667	-0.000168263	1.3667	-0.002161176	1.3667	-0.003664736	2.7	-0.00239558	5.9333	0.025310937	8	0.053631627
1.3667	0.186795891	1.3667	0.110194291	1.3667	0.020349602	1.3667	0.0050476	1.3667	0.000841176	1.3667	0.00067465	1.3667	-0.001437979	1.3667	-0.000518958	2.7333	0.002258429	6	0.019555522	8.0667	0.017559816
1.4	0.214519871	1.4	0.104600592	1.4	0.008751094	1.4	0.003563011	1.4	-0.00096432	1.4	-0.000824572	1.4	-0.002828854	1.4	-0.005708543	2.7333	0.00402736	6	0.024392819	8.0667	0.0333987
1.4	0.286477358	1.4	0.077843024	1.4	0.012609797	1.4	0.004356143	1.4	0.000240336	1.4	-0.000883403	1.4	-0.002745233	1.4	-0.003664736	2.7333	0.004448935	6	0.025310937	8.0667	0.056491981
1.4	0.254452452	1.4	0.130691526	1.4	0.023901901	1.4	0.005935526	1.4	0.000484981	1.4	-0.000168263	1.4	0.001891029	1.4	-0.001917644	2.7667	0.002258429	6.0667	0.019555522	8.1333	0.029882494
1.4333	0.29638811	1.4333	0.12690349	1.4333	0.012515006	1.4333	0.0050476	1.4333	-0.00096432	1.4333	-0.002846521	1.4333	-0.004052486	1.4333	-0.003515681	2.7667	0.00402736	6.0667	0.02217529	8.1333	0.043126477
1.4333	0.32244549	1.4333	0.100252753	1.4333	0.016625656	1.4333	0.00664885	1.4333	0.002042855	1.4333	-0.000168263	1.4333	-0.003511912	1.4333	-0.005708543	2.7667	0.004448935	6.0667	0.031773304	8.1333	0.067933395
1.4333	0.284294235	1.4333	0.166489514	1.4333	0.032021443	1.4333	0.005935526	1.4333	0.002909885	1.4333	0.00067465	1.4333	0	1.4333	-0.000478009	2.8	0.002258429	6.1333	0.021842717	8.2	0.020640486
1.4667	0.301485068	1.4667	0.157755833	1.4667	0.01502428	1.4667	0.005789894	1.4667	0.000841176	1.4667	-0.001864962	1.4667	-0.004052486	1.4667	-0.006851463	2.8	0.00402736	6.1333	0.028827878	8.2	0.046369069
1.4667	0.321029143	1.4667	0.112073269	1.4667	0.020239929	1.4667	0.007222027	1.4667	0.00096432	1.4667	-0.000168263	1.4667	-0.002161176	1.4667	-0.003515681	2.8	0.01129345	6.1333	0.038235671	8.2	0.079374808
1.4667	0.307985421	1.4667	0.193049311	1.4667	0.045215698	1.4667	0.008113701	1.4667	0.001697433	1.4667	0.00067465	1.4667	-0.001414427	1.4667	-0.003978682	2.8333	0.001342453	6.2	0.030991499	8.2667	0.029882494
1.5	0.33122684	1.5	0.193812185	1.5	0.020670147	1.5	0.009514734	1.5	0.001091207	1.5	-0.000168263	1.5	-0.004243281	1.5	-0.007438405	2.8333	0.013550573	6.2	0.037697994	8.2667	0.049611661
1.5	0.333043406	1.5	0.137191866	1.5	0.027870061	1.5	0.010243658	1.5	0.001442015	1.5	9.82E-05	1.5	-0.004052486	1.5	-0.001917644	2.8333	0.004448935	6.2	0.042543916	8.2667	0.087955869
1.5	0.450995837	1.5	0.230868154	1.5	0.05688754	1.5	0.010836419	1.5	0.0016072	1.5	0.001424261	1.5	-0.000810441	1.5	-0.002071372	2.8667	0.001342453	6.2667	0.03556589	8.3333	0.023721155
1.5333	0.409125908	1.5333	0.225407957	1.5333	0.028825289	1.5333	0.010243658	1.5333	-0.0016072	1.5333	-0.002846521	1.5333	-0.004243281	1.5333	-0.005708543	2.8667	0.005081465	6.2667	0.037697994	8.3333	0.049611661
1.5333	0.439653744	1.5333	0.164773071	1.5333	0.037508123	1.5333	0.010661088	1.5333	0.001697433	1.5333	-0.00100958	1.5333	-0.002745233	1.5333	-0.000319607	2.8667	0.007871193	6.2667	0.044698038	8.3333	0.096536929
1.5333	0.568225872	1.5333	0.288895538	1.5333	0.080738694	1.5333	0.011380963	1.5333	0.002042855	1.5333	-7.50E-05	1.5333	0.000540294	1.5333	-0.000478009	2.9	0.001342453	6.3333	0.03556589	8.4	0.039124503
1.5667	0.469745547	1.5667	0.285997497	1.5667	0.050760458	1.5667	0.010243658	1.5667	0.00032144	1.5667	-0.004809639	1.5667	-0.004862647	1.5667	-0.003978682	2.9	0.002258429	6.3333	0.051003168	8.4	0.056096845
1.5667	0.5648279	1.5667	0.191122971	1.5667	0.040117023	1.5667	0.012953795	1.5667	0.001442015	1.5667	-0.001850898	1.5667	-0.004052486	1.5667	-0.002071372	2.9	0.014715708	6.3333	0.051160405	8.4	0.11369905
1.5667	0.502298708	1.5667	0.312857094	1.5667	0.094440421	1.5667	0.014103681	1.5667	0.002303659	1.5667	-7.50E-05	1.5667	0	1.5667	-0.000319607	2.9333	0.001342453	6.4	0.047001868	8.4667	0.039124503
1.6	0.498567446	1.6	0.289342932	1.6	0.051722417	1.6	0.013955128	1.6	0.00032144	1.6	-0.000824572	1.6	-0.002828854	1.6	-0.005113718	2.9333	0.005081465	6.4	0.053314528	8.4667	0.059339438
1.6	0.52413326	1.6	0.22018174	1.6	0.071241339	1.6	0.015192768	1.6	0.002042855	1.6	-0.000883403	1.6	-0.001437979	1.6	-0.005708543	2.9333	0.01129345	6.4	0.062090813	8.4667	0.125140464
1.6	0.492047714	1.6	0.349809856	1.6	0.122858817	1.6	0.018112386	1.6	0.002909885	1.6	0.000673054	1.6	-0.000810441	1.6	-0.002071372	2.9667	-0.001342453	6.4667	0.051576259	8.5333	0.045285842
1.6333	0.570022893	1.6333	0.356995056	1.6333	0.06395513	1.6333	0.019151187	1.6333	0.00096432	1.6333	-0.00100958	1.6333	-0.002745233	1.6333	-0.009168266	2.9667	0.007904501	6.4667	0.0687434	8.5333	0.065824622
1.6333	0.618062796	1.6333	0.257120854	1.6333	0.091320633	1.6333	0.01846003	1.6333	0.003244534	1.6333	9.82E-05	1.6333	-0.002161176	1.6333	-0.003664736	2.9667	0.004448935	6.4667	0.068393384	8.5333	0.139442231
1.6333	0.520750497	1.6333	0.521293767	1.6333	0.155844455	1.6333	0.022124623	1.6333	0.004122336	1.6333	0.00067465	1.6333	-0.001414427	1.6333	-0.001917644	3	0.001342453	6.5333	0.060725041	8.6	0.048366512
1.6667	0.671999856	1.6667	0.427992615	1.6667	0.084342984	1.6667	0.020635775	1.6667	0.0016072	1.6667	-0.000883403	1.6667	-0.002828854	1.6667	-0.003664736	3	0.005081465	6.5333	0.075395987	8.6	0.069067214
1.6667	0.55036448	1.6667	0.294306227	1.6667	0.113407858	1.6667	0.027856391	1.6667	0.003845374	1.6667	-7.50E-05	1.6667	-0.002745233	1.6667	-0.001917644	3	0.018137966	6.5333	0.077009873	8.6	0.156604352
1.6667	0.732461187	1.6667	0.413033722	1.6667	0.192382394	1.6667	0.026083642	1.6667	0.004122336	1.6667	-0.000168263	1.6667	-0.000810441	1.6667	-0.003978682	3.0333	0.001342453	6.6	0.067586628	8.6667	0.05760852
1.7	0.543758284	1.7	0.468881262	1.7	0.12987288	1.7	0.026574127	1.7	0.002643695	1.7	-0.000883403	1.7	-0.002828854	1.7	-0.005113718	3.0333	0.007904501	6.6	0.08347224	8.6667	0.082037583
1.7	0.712507371	1.7	0.331245341	1.7	0.10378986	1.7	0.031529079	1.7	0.00225008	1.7	0.00067465	1.7	-0.000810441	1.7	-0.005258099	3.0333	0.007871193	6.6	0.090918691	8.6667	0.176626826
1.7	0.767007236	1.7	0.482608844	1.7	0.235009988	1.7	0.038746749	1.7	0.005941014	1.7	0.000673054	1.7	-0.000130725	1.7	-0.00224882	3.0667	-0.001342453	6.6667	0.081309801	8.7333	0.05760852
1.7333	0.526901093	1.7333	0.529842517	1.7333	0.157582307	1.7333	0.03251248	1.7333	0.00289296	1.7333	-0.000168263	1.7333	-0.002161176	1.7333	-0.003515681	3.0667	0.007904501	6.6667	0.094242852	8.7333	0.085280175
1.7333	0.700610059	1.7333	0.485207085	1.7333	0.127314307	1.7333	0.038608146	1.7333	0.00654724	1.7333	0.002061274	1.7333	-0.001437979	1.7333	-0.003978682	3.0667	0.007871193	6.6667	0.104223865	8.7333	0.18806824
1.7333	0.802402778	1.7333	0.424824427	1.7333	0.275100226	1.7333	0.048490754	1.7333	0.006849572	1.7333	0.002173872	1.7333	-0.001414427	1.7333	-0.002071372	3.1	0.006712267	6.7333	0.088171387	8.8	0.054527851
1.7667	0.668883893	1.7667	0.601211791	1.7667	0.147388501	1.7667	0.040677714	1.7667	0.0016072	1.7667	-0.000824572	1.7667	-0.002745233	1.7667	-0.006851463	3.1	0.007904501	6.7333	0.102859341	8.8	0.088522768
1.7667	0.664947813	1.7667	0.400937134	1.7667	0.190110765	1.7667	0.04949902	1.7667	0.006248733	1.7667	-0.00100958	1.7667	-0.001414427	1.7667	-0.003978682	3.1	0.01129345	6.7333	0.108658923	8.8	0.1966493
1.7667	0.848558565	1.7667	0.638792002	1.7667	0.330922075	1.7667	0.061100643	1.7667	0.007153466	1.7667	9.82E-05	1.7667	0.000540294	1.7667	-0.000319607	3.1333	0.00402736	6.8	0.097320169	8.8667	0.066850529
1.8	0.628093108	1.8	0.679271934	1.8	0.208985302	1.8	0.051812125	1.8	0.00225008	1.8	-0.001850898	1.8	-0.001437979	1.8	-0.003515681	3.1333	0.007904501	6.8	0.113629953	8.8667	0.09176536
1.8	0.851390208	1.8	0.541059503	1.8	0.172481245	1.8	0.063112612	1.8	0.008051252	1.8	0.001079715	1.8	-0.001414427	1.8	-0.003978682	3.1333	0.007871193	6.8	0.121964097	8.8667	0.222392481
1.8	0.776114148	1.8	0.709233204	1.8	0.374564613	1.8	0.076576415	1.8	0.010184596	1.8	0.001424261	1.8	0.000540294	1.8	-0.002071372	3.1667	0.00402736	6.8667	0.113330538	8.9333	0.073011868
1.8333	0.661235621	1.8333	0.722390871	1.8333	0.241112174	1.8333	0.068142595	1.8333	0.003535841	1.8333	0.00067465	1.8333	-0.004052486	1.8333	-0.007438405	3.1667	0.010727537	6.8667	0.12009232	8.9333	0.101493137
1.8333	0.845160593	1.8333	0.517910992	1.8333	0.195064714	1.8333	0.079448922	1.8333	0.009853771	1.8333	0.000673054	1.8333	0.000540294	1.8333	-0.003515681	3.1667	0.004448935	6.8667	0.1374868	8.9333	0.236694249
1.8333	0.881357687	1.8333	0.748784207	1.8333	0.409072665	1.8333	0.096064425	1.8333	0.012003274	1.8333	0.001079715	1.8333	0.004243281	1.8333	-0.003664736	3.2	-0.001342453	6.9333	0.127053711	9	0.076092537
1.8667	0.711657563	1.8667	0.772944106	1.8667	0.273239046	1.8667	0.072596359	1.8667	0.006750241	1.8667	0.001079715	1.8667	-0.001414427	1.8667	-0.007438405	3.2	0.002258429	6.9333	0.124400564	9	0.104735729
1.8667	0.873760191	1.8667	0.52357499	1.8667	0.230194554	1.8667	0.103953387	1.8667	0.01165629	1.8667	0.002173872	1.8667	-0.000810441	1.8667	-0.003515681	3.2	0.007871193	6.9333	0.157444562	9	0.26243743
1.8667	0.914844268	1.8667	0.791222144	1.8667	0.463372101	1.8667	0.121284203	1.8667	0.013215726	1.8667	0.002355688	1.8667	-0.000130725	1.8667	-0.002071372	3.2333	0.001342453	7	0.140776884	9.0667	0.079173207
1.9	0.709108139	1.9	0.529977769	1.9	0.308980191	1.9	0.110453356	1.9	0.004821601	1.9	-0.000168263	1.9	-0.000130725	1.9	-0.006851463	3.2333	0.002258429	7	0.14809591	9.0667	0.114463505
1.9	0.876025505	1.9	0.809743888	1.9	0.256541935	1.9	0.132814202	1.9	0.015034403	1.9	9.82E-05	1.9	0	1.9	-0.001917644	3.2333	0.004448935	7	0.179619852	9.0667	0.288180611
1.9	0.929423459	1.9	0.809121138	1.9	0.50752211	1.9	0.144211273	1.9	0.015261328	1.9	0.002923483	1.9	0.001891029	1.9	-0.000518958	3.2667	-0.001342453	7.0667	0.152212862	9.1333	0.079173207
1.9333	0.697210827	1.9333	0.821638767	1.9333	0.345524508	1.9333	0.143856589	1.9333	0.007393121	1.9333	0.000673054	1.9333	-0.001437979	1.9333	-0.001917644	3.2667	0.007904501	7.0667	0.154558277	9.1333	0.117706098
1.9333	0.897829159	1.9333	0.572088358	1.9333	0.290103479	1.9333	0.144249619	1.9333	0.017664686	1.9333	0.002923483	1.9333	0.000540294	1.9333	-0.000518958	3.2667	0.004448935	7.0667	0.192925026	9.1333	0.302482378
1.9333	0.944230451	1.9333	0.831927921	1.9333	0.546089933	1.9333	0.16427246	1.9333	0.022915341	1.9333	0.003042833	1.9333	0.004243281	1.9333	0.001115354	3.3	0.001342453	7.1333	0.170510426	9.2	0.088415216
1.9667	0.89351648	1.9667	0.839852801	1.9667	0.378052966	1.9667	0.171321469	1.9667	0.008678881	1.9667	0.001424261	1.9667	-0.001414427	1.9667	-0.001917644	3.3	0.007904501	7.1333	0.173945378	9.2	0.130676467
1.9667	0.916518005	1.9667	0.610505036	1.9667	0.319587452	1.9667	0.167664997	1.9667	0.021269724	1.9667	0.001514371	1.9667	-0.000130725	1.9667	-0.003978682	3.3	0.01129345	7.1333	0.212882788	9.2	0.339666973
1.9667	0.953570245	1.9667	0.845785207	1.9667	0.597344541	1.9667	0.196370358	1.9667	0.028371374	1.9667	0.002061274	1.9667	0.001891029	1.9667	-0.000478009	3.3333	0.001342453	7.2	0.193382381	9.2667	0.097657224
2	0.908529755	2	0.902672631	2	0.427046445	2	0.196559467	2	0.013821922	2	0.002173872	2	-0.001437979	2	-0.001917644	3.3333	0.010727537	7.2	0.189024234	9.2667	0.130676467
2	0.912553705	2	0.634884851	2	0.374164169	2	0.197614899	2	0.026677282	2	0.002355688	2	0.001891029	2	-0.00224882	3.3333	0.01129345	7.2	0.235058078	9.2667	0.351108387
2	0.951520046	2	0.894285707	2	0.646569263	2	0.231907317	2	0.036252311	2	0.004024392	2	0.004243281	2	-0.000478009	3.3667	0.00402736	7.2667	0.197956772	9.3333	0.103818563
2.0333	0.911928987	2.0333	0.90490292	2.0333	0.439094022	2.0333	0.23367417	2.0333	0.013821922	2.0333	0.002173872	2.0333	-0.000810441	2.0333	-0.002071372	3.3667	0.005081465	7.2667	0.210565457	9.3333	0.133919059
2.0333	0.946816589	2.0333	0.921711585	2.0333	0.345307514	2.0333	0.221030277	2.0333	0.032084839	2.0333	0.002355688	2.0333	-0.000130725	2.0333	-0.00224882	3.3667	0.004448935	7.2667	0.250580781	9.3333	0.385432628
2.0333	0.967466037	2.0333	0.81736407	2.0333	0.700868699	2.0333	0.265724746	2.0333	0.046558152	2.0333	0.003042833	2.0333	0.001414427	2.0333	0.00127843	3.4	0.002258429	7.3333	0.225403118	9.4	0.103818563
2.0667	0.913628603	2.0667	0.91010693	2.0667	0.360049501	2.0667	0.271531167	2.0667	0.017036323	2.0667	0.001514371	2.0667	0.001176528	2.0667	-0.002071372	3.4	0.006712267	7.3333	0.225644313	9.4	0.153374612
2.0667	0.95927582	2.0667	0.653600668	2.0667	0.494512876	2.0667	0.260237421	2.0667	0.041698273	2.0667	0.003673095	2.0667	0.002828854	2.0667	-0.000518958	3.4	0.007871193	7.3333	0.283843717	9.4	0.402594749
2.0667	0.956531643	2.0667	0.921134198	2.0667	0.788661244	2.0667	0.289224993	2.0667	0.057470219	2.0667	0.005005951	2.0667	0.003241765	2.0667	0.002876467	3.4333	0.00402736	7.4	0.245987878	9.4667	0.12538325
2.1	0.920710336	2.1	0.888919177	2.1	0.537884153	2.1	0.30864587	2.1	0.019607843	2.1	0.004024392	2.1	-0.000810441	2.1	-0.000319607	3.4333	0.010727537	7.4	0.247185537	9.4667	0.166344981
2.1	0.951064054	2.1	0.669607617	2.1	0.432504798	2.1	0.283108255	2.1	0.050710868	2.1	0.004038322	2.1	0.001176528	2.1	-0.000478009	3.4333	0.014715708	7.4	0.29936642	9.4667	0.439779344
2.1	0.969744036	2.1	0.945384448	2.1	0.85412505	2.1	0.340237725	2.1	0.068382286	2.1	0.005172317	2.1	0.004243281	2.1	-0.000518958	3.4667	0.00402736	7.4667	0.264285442	9.5333	0.119221911
2.1333	0.931757841	2.1333	0.907504925	2.1333	0.457597541	2.1333	0.343533691	2.1333	0.027322404	2.1333	0.003197005	2.1333	-0.001437979	2.1333	-0.000319607	3.4667	0.005081465	7.4667	0.270880882	9.5333	0.153374612
2.1333	0.956161012	2.1333	0.676010397	2.1333	0.600129968	2.1333	0.318503594	2.1333	0.062126822	2.1333	0.005172317	2.1333	0.001891029	2.1333	-0.000478009	3.4667	0.004448935	7.4667	0.332629356	9.5333	0.445500051
2.1333	0.973616634	2.1333	0.945095754	2.1333	0.827736539	2.1333	0.363164795	2.1333	0.086569064	2.1333	0.00598751	2.1333	0.004243281	2.1333	0.001210903	3.5	-0.000564607	7.5333	0.294018984	9.6	0.119221911
2.1667	0.898615328	2.1667	0.937985553	2.1667	0.460106815	2.1667	0.450424035	2.1667	0.031822565	2.1667	0.004879639	2.1667	-0.000130725	2.1667	-0.001917644	3.5	0.006712267	7.5333	0.288113861	9.6	0.176072758
2.1667	0.98277846	2.1667	0.943940981	2.1667	0.681250319	2.1667	0.338107166	2.1667	0.074143616	2.1667	0.006969069	2.1667	0.001891029	2.1667	-0.000478009	3.5	0.004448935	7.5333	0.357022175	9.6	0.479824293
2.1667	0.985690027	2.1667	0.966105565	2.1667	0.918066442	2.1667	0.404433522	2.1667	0.104149617	2.1667	0.006671539	2.1667	0.002828854	2.1667	-0.000518958	3.5333	0.001342453	7.6	0.314603743	9.6667	0.140786598
2.2	0.903997445	2.2	0.953969296	2.2	0.911469314	2.2	0.433351272	2.2	0.040822887	2.2	0.004879639	2.2	-0.000130725	2.2	-0.003515681	3.5333	0.005081465	7.6	0.309655084	9.6667	0.185800534
2.2	0.968620243	2.2	0.953467864	2.2	0.755945297	2.2	0.384937922	2.2	0.089164608	2.2	0.00742115	2.2	0.001891029	2.2	-0.000518958	3.5333	0.014715708	7.6	0.39250264	9.6667	0.49412606
2.2	0.986145626	2.2	0.974724692	2.2	0.5996852	2.2	0.447994956	2.2	0.127186202	2.2	0.008932187	2.2	0.004243281	2.2	0.002708718	3.5667	0.00402736	7.6667	0.332901308	9.7333	0.150028606
2.2333	0.896349173	2.2333	0.958429876	2.2333	0.670809086	2.2333	0.481600386	2.2333	0.052394728	2.2333	0.006562273	2.2333	-0.001437979	2.2333	-0.001917644	3.5667	0.007904501	7.6667	0.331196307	9.7333	0.198770903
2.2333	0.9657886	2.2333	0.961839975	2.2333	0.959171622	2.2333	0.430679591	2.2333	0.106588958	2.2333	0.00742115	2.2333	0.0045925	2.2333	-0.000478009	3.5667	0.01129345	7.6667	0.396937698	9.7333	0.517008888
2.2333	0.985462227	2.2333	0.97743356	2.2333	0.630423811	2.2333	0.492702743	2.2333	0.150829014	2.2333	0.009913746	2.2333	0.005657709	2.2333	-0.000518958	3.6	0.00402736	7.7333	0.353486067	9.8	0.143867267
2.2667	0.901448021	2.2667	0.963633886	2.2667	0.562380893	2.2667	0.567706497	2.2667	0.06268081	2.2667	0.006562273	2.2667	0.002483782	2.2667	-0.000319607	3.6	0.013550573	7.7333	0.35273753	9.8	0.224711641
