X	Yang2017_1uM.txt: 1uM
601.1787819	1.65775938546e-05
946.954813295	4.20706786068e-05
1292.73084469	8.09943117147e-05
1638.50687608	0.000135730691018
1984.28290748	0.000209628841653
2330.05893887	0.000307208020127
2675.83497027	0.00043443161693
3021.61100166	0.000599067538482
3367.38703306	0.000811155834828
3713.16306445	0.00108361007104
4058.93909585	0.00143298576484
4404.71512724	0.00188045721904
4750.49115864	0.00245305322517
5096.26719003	0.00318521211903
5442.04322143	0.00412072679868
5787.81925282	0.00531515908696
6133.59528422	0.00683880750743
6479.37131561	0.00878030847487
6825.14734701	0.0112509304754
7170.9233784	0.0143895722569
7516.6994098	0.0183683821155
7862.47544119	0.0233987525187
8208.25147259	0.0297371837186
8554.02750398	0.0376901228434
8899.80353538	0.0476163559626
9245.57956677	0.0599248852482
9591.35559817	0.075065571864
9937.13162956	0.0935094182613
10282.907661	0.115715631216
10628.6836924	0.14208411684
10974.4597237	0.172895299625
11320.2357551	0.2082440919
11666.0117865	0.247980354091
12011.7878179	0.291671880335
12357.5638493	0.338604876584
12703.3398807	0.387829429184
13049.1159121	0.438245168494
13394.8919435	0.488710124744
13740.6679749	0.538149317743
14086.4440063	0.585641701078
14432.2200377	0.63047291494
14777.9960691	0.67215214874
15123.7721005	0.710399794072
15469.5481319	0.745116443992
15815.3241633	0.776343633857
16161.1001947	0.8042242394
16506.8762261	0.828967347266
16852.6522575	0.850819751732
17198.4282889	0.870044403815
17544.2043203	0.8869051144
17889.9803516	0.901656382901
18235.756383	0.914537159453
18581.5324144	0.925767472936
18927.3084458	0.935547052932
19273.0844772	0.944055275838
19618.8605086	0.951451943359
19964.63654	0.9578785453
20310.4125714	0.963459768368
20656.1886028	0.96830509324
21001.9646342	0.972510379581
21347.7406656	0.976159378415
21693.516697	0.979325138305
22039.2927284	0.982071289514
22385.0687598	0.984453201809
22730.8447912	0.986519018573
23076.6208226	0.988310574025
23422.396854	0.989864202481
23768.1728854	0.99121144955
24113.9489168	0.992379695211
24459.7249482	0.993392698447
24805.5009795	0.994271072429
25151.2770109	0.99503269854
25497.0530423	0.995693086716
25842.8290737	0.996265688804
26188.6051051	0.996762170884
26534.3811365	0.997192649807
26880.1571679	0.997565898578
27225.9331993	0.997889524614
27571.7092307	0.998170124448
27917.4852621	0.998413417943
28263.2612935	0.998624364725
28609.0373249	0.998807265179
28954.8133563	0.998965848039
29300.5893877	0.999103346358
29646.3654191	0.999222563381
29992.1414505	0.99932592968
30337.9174819	0.999415552684
30683.6935133	0.999493259644
31029.4695447	0.99956063487
31375.2455761	0.999619052036
31721.0216074	0.999669702179
32066.7976388	0.999713617982
32412.5736702	0.999751694825
32758.3497016	0.999784709043
33104.125733	0.999813333752
33449.9017644	0.999838152571
33795.6777958	0.999859671525
34141.4538272	0.999878329357
34487.2298586	0.999894506477
34833.00589	0.999908532715
