Yang2017_1uM.txt: 1uM X	Yang2017_1uM.txt: 1uM Y
601.1787819	-0.0166439185159
1449.901768	-0.0165567587141
2298.624754	-0.0163632825729
3430.255403	-0.0158047247094
4561.886051	-0.0145371570351
5339.882122	0.0315876208723
6117.878193	0.0789567156376
6825.147348	0.0612324188127
7532.416503	0.0463399519436
8416.502947	0.0398653721735
9300.589391	0.0454716348487
9901.768173	0.00815537246598
10502.94695	-0.0179514887285
11210.21611	-0.0200782086579
11917.48527	-0.00382875942133
12624.75442	-0.0178019729789
13332.02358	-0.0257872757033
14145.3831	-0.000736477200179
14958.74263	0.00950301967119
15807.46562	0.0259494540051
16656.18861	0.0223786997173
17469.54813	0.0226595161468
18282.90766	0.0109407947175
19273.08448	0.0166209924062
20263.2613	0.0130960402373
20970.53045	-0.021924022584
21677.79961	-0.0593134655548
22455.79568	-0.0313902453152
23233.79175	-0.0050320040433
24153.24165	-0.00157405214008
25072.69155	0.00079274553367
26062.86837	-0.0197004926672
27053.04519	-0.0407707775562
27972.49509	-0.0400552348408
28891.94499	-0.0395655859742
29776.03143	-0.0170271990603
30660.11788	0.00541203818081
31579.56778	0.0277875779262
32499.01768	0.0501121164105
33666.01179	0.0502036807662
34833.00589	0.0502602540696
