Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4 X	Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4 Y
759.4936709	2.33771635989e-17
6835.443038	2.33771635989e-17
11772.1519	0.038961038964
16329.11392	0.0519480519466
21645.56962	0.0649350649291
26962.02532	0.103896103811
31518.98734	0.129870129809
37215.18987	0.155844155807
41772.1519	0.233766233801
46329.11392	0.285714285632
49746.83544	0.337662337628
53544.3038	0.389610389624
58101.26582	0.428571428539
62658.22785	0.480519480534
67594.93671	0.545454545447
71392.40506	0.584415584362
76708.86076	0.61038961036
83544.3038	0.662337662356
84683.5443	0.675324675272
89620.25316	0.714285714187
94936.70886	0.766233766183
97594.93671	0.7792207791
100632.9114	0.7792207791
104810.1266	0.818181818179
108987.3418	0.844155844012
116202.5316	0.883116883091
118481.0127	0.883116883091
122278.481	0.896103896008
127215.1899	0.896103896008
131012.6582	0.909090909089
134810.1266	0.935064934923
137088.6076	0.935064934923
141645.5696	0.935064934923
145822.7848	0.948051948004
150759.4937	0.948051948004
158354.4304	0.961038960921
161012.6582	0.961038960921
166708.8608	0.974025974002
170886.0759	0.987012986919
175822.7848	1.0
178101.2658	1.0
