X	Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4
759.4936709	9.79594529344e-05
2550.82470251	0.00109144548648
4342.15573411	0.00312588256733
6133.48676572	0.00616817913727
7924.81779733	0.0101892144077
9716.14882894	0.0151631836833
11507.4798605	0.0210669734019
13298.8108921	0.0278795605801
15090.1419238	0.0355814332713
16881.4729554	0.0441540304088
18672.803987	0.0535792010597
20464.1350186	0.0638386846537
22255.4660502	0.0749136151693
24046.7970818	0.0867840535265
25838.1281134	0.0994285535193
27629.459145	0.112823767472
29420.7901766	0.126944098375
31212.1212082	0.141761405499
33003.4522398	0.157244770367
34794.7832714	0.173360329418
36586.114303	0.190071178804
38377.4453346	0.207337355369
40168.7763663	0.22511589622
41960.1073979	0.243360977244
43751.4384295	0.262024128747
45542.7694611	0.281054524028
47334.1004927	0.300399334415
49125.4315243	0.32000414209
50916.7625559	0.339813400145
52708.0935875	0.359770927777
54499.4246191	0.379820427474
56290.7556507	0.399906010525
58082.0866823	0.419972717242
59873.4177139	0.439967018816
61664.7487455	0.459837288891
63456.0797771	0.479534234371
65247.4108088	0.499011276898
67038.7418404	0.51822487845
68830.072872	0.537134806697
70621.4039036	0.555704337913
72412.7349352	0.573900397263
74204.0659668	0.591693638174
75995.3969984	0.60905846404
77786.72803	0.625972996841
79578.0590616	0.64241899821
81369.3900932	0.65838174914
83160.7211248	0.673849894895
84952.0521564	0.688815261745
86743.383188	0.70327265204
88534.7142196	0.717219623774
90326.0452513	0.73065626035
92117.3762829	0.743584935649
93908.7073145	0.756010078901
95700.0383461	0.767937943186
97491.3693777	0.779376380739
99282.7004093	0.790334627587
101074.031441	0.800823099491
102865.362473	0.81085320058
104656.693504	0.820437145643
106448.024536	0.829587796578
108239.355567	0.838318513194
110030.686599	0.846643018235
111822.017631	0.854575276296
113613.348662	0.862129386089
115404.679694	0.869319485408
117196.010725	0.876159668028
118987.341757	0.882663911731
120778.672789	0.888846016591
122570.00382	0.894719552681
124361.334852	0.900297816324
126152.665883	0.905593794089
127943.996915	0.910620133706
129735.327947	0.915389121181
131526.658978	0.919912663375
133317.99001	0.924202275413
135109.321041	0.928269072304
136900.652073	0.932123764227
138691.983105	0.935776654973
140483.314136	0.939237643094
142274.645168	0.942516225338
144065.976199	0.945621502024
145857.307231	0.948562183999
147648.638263	0.951346600927
149439.969294	0.953982710624
151231.300326	0.95647810923
153022.631358	0.958840042021
154813.962389	0.961075414696
156605.293421	0.96319080498
158396.624452	0.965192474434
160187.955484	0.967086380355
161979.286516	0.968878187673
163770.617547	0.970573280779
165561.948579	0.972176775212
167353.27961	0.973693529149
169144.610642	0.975128154668
170935.941674	0.976485028739
172727.272705	0.977768303916
174518.603737	0.978981918718
176309.934768	0.980129607673
178101.2658	0.981214911023
