Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4 X	Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4 Y
759.4936709	9.79594529344e-05
6835.443038	0.00762874752265
11772.1519	-0.016944229105
16329.11392	-0.0105291481045
21645.56962	0.00611751312878
26962.02532	0.00385055184262
31518.98734	0.0144972957877
37215.18987	0.0402293955912
41772.1519	0.00765988699094
46329.11392	0.00379653775888
49746.83544	-0.0108067724865
53544.3038	-0.0204881959497
58101.26582	-0.00838416207376
62658.22785	-0.00973373441672
67594.93671	-0.021323981629
71392.40506	-0.0208319569885
76708.86076	0.00546074753781
83544.3038	0.0147593325845
84683.5443	0.0112796535517
89620.25316	0.0111372754859
94936.70886	-0.00331824133061
97594.93671	0.00080214588053
100632.9114	0.0190625005286
104810.1266	0.00305589001967
108987.3418	-0.00231276167952
116202.5316	-0.0107084240896
118481.0127	-0.00225817682268
122278.481	-0.00231974399292
127215.1899	0.0125029996191
131012.6582	0.0095482080247
134810.1266	-0.00746007389625
137088.6076	-0.00254858924131
141645.5696	0.00632012798064
145822.7848	0.000455066230538
150759.4937	0.00778215186868
158354.4304	0.00410762709293
161012.6582	0.00688469166297
166708.8608	-0.000868392639187
170886.0759	-0.0105647152238
175822.7848	-0.0201761836255
178101.2658	-0.0187850889765
