X	Solomon2009_Fig3_pH7-4_8kDa_32uM.txt: 32 uM 8 kDa pH 7.4
0.0	0.0
919.282828283	0.000161676843288
1838.56565657	0.000647551406786
2757.84848485	0.00146277616857
3677.13131313	0.00261763092412
4596.41414141	0.00412749808149
5515.6969697	0.0060128798852
6434.97979798	0.00829944434413
7354.26262626	0.0110180846648
8273.54545455	0.0142049743393
9192.82828283	0.0179015967253
10112.1111111	0.0221547240595
11031.3939394	0.0270163165058
11950.6767677	0.0325433073239
12869.959596	0.0387972359591
13789.2424242	0.0458436873931
14708.5252525	0.0537514942745
15627.8080808	0.062591659191
16547.0909091	0.0724359591575
17466.3737374	0.0833552042912
18385.6565657	0.0954171389175
19304.9393939	0.108683996882
20224.2222222	0.123209753767
21143.5050505	0.1390371561
22062.7878788	0.156194649026
22982.0707071	0.174693365256
23901.3535354	0.194524373559
24820.6363636	0.215656408006
25739.9191919	0.23803430254
26659.2020202	0.261578334006
27578.4848485	0.286184627872
28497.7676768	0.311726706554
29417.0505051	0.338058167207
30336.3333333	0.365016375342
31255.6161616	0.392426966467
32174.8989899	0.420108873838
33094.1818182	0.44787955731
34013.4646465	0.475560101738
34932.7474747	0.502979882747
35852.030303	0.529980556534
36771.3131313	0.556419208034
37690.5959596	0.582170576155
38609.8787879	0.607128354575
39529.1616162	0.631205633078
40448.4444444	0.654334592675
41367.7272727	0.676465596334
42287.010101	0.6975658276
43206.2929293	0.717617625053
44125.5757576	0.73661664582
45044.8585859	0.754569970336
45964.1414141	0.771494237037
46883.4242424	0.78741387234
47802.7070707	0.802359460131
48721.989899	0.816366276925
49641.2727273	0.829473004475
50560.5555556	0.841720620625
51479.8383838	0.853151461438
52399.1212121	0.863808442509
53318.4040404	0.873734424396
54237.6868687	0.882971705717
55156.969697	0.891561627309
56076.2525253	0.899544271441
56995.5353535	0.906958241205
57914.8181818	0.913840506622
58834.1010101	0.92022630552
59753.3838384	0.926149088791
60672.6666667	0.931640501075
61591.9494949	0.936730389319
62511.2323232	0.941446832836
63430.5151515	0.945816189608
64349.7979798	0.949863154492
65269.0808081	0.953610825807
66188.3636364	0.957080777461
67107.6464646	0.960293134351
68026.9292929	0.963266649247
68946.2121212	0.966018779775
69865.4949495	0.968565764428
70784.7777778	0.97092269681
71704.0606061	0.973103597521
72623.3434343	0.975121483273
73542.6262626	0.976988432965
74461.9090909	0.97871565054
75381.1919192	0.980313524542
76300.4747475	0.981791684369
77219.7575758	0.983159053234
78139.040404	0.984423897921
79058.3232323	0.985593875426
79977.6060606	0.986676076594
80896.8888889	0.987677066902
81816.1717172	0.988602924501
82735.4545455	0.989459275677
83654.7373737	0.990251327863
84574.020202	0.990983900355
85493.3030303	0.991661452862
86412.5858586	0.992288112026
87331.8686869	0.992867696049
88251.1515152	0.993403737544
89170.4343434	0.993899504732
90089.7171717	0.994358021097
91009.0	0.994782083604
