run	id	score	scored_loss_val	nmse_val	shape_loss_val	generation	iteration	program_file
0703_0358	d421abda-5b63-46a8-8d9d-393015a36787	0.940861276139085	0.06285594418721982	0.05444428324876785	0.08809092700257573	5	51	programs/best_0703_0358_d421abda.py
0703_0806	d4182815-a8d8-4e61-bc2d-c5106dc2aefe	0.935061740931164	0.06944809762419403	0.05892057477870055	0.10103066616067446	3	19	programs/best_0703_0806_d4182815.py
