Solomon2009_Fig3_pH7-4_8kDa_48uM.txt: 48 uM 8 kDa pH 7.4 X	Solomon2009_Fig3_pH7-4_8kDa_48uM.txt: 48 uM 8 kDa pH 7.4 Y
4556.962025	0.00095964833676
7974.683544	0.0031538207664
12911.39241	4.6421441303e-05
18227.8481	0.00551433035896
22025.31646	0.00121223927659
25443.03797	0.0101604572259
29620.25316	0.0152971807346
32278.48101	0.00951488537545
33797.46835	-0.00192050427449
34556.96203	-0.0426990652505
37974.68354	-0.00759684272
40632.91139	0.0160387008848
41772.1519	0.00646178392025
44430.37975	0.0229475175231
45569.62025	0.0174298501092
47088.60759	-0.00268209150789
48607.59494	-0.0151963023639
51265.82278	-0.0129111763045
53164.55696	-0.0200099879094
56962.02532	-0.0135048733455
60759.49367	-0.00859991591279
66075.94937	0.0104624755207
71012.65823	0.0236440291305
77088.60759	0.0249096304664
85063.29114	0.0193753562006
87721.51899	0.0184429663962
94936.70886	0.00613088377734
100253.1646	0.00433474902425
107088.6076	-0.00301110241261
112025.3165	-0.0116903879764
