Kakkar2016_Fig1_10uM.txt: 10 uM X	Kakkar2016_Fig1_10uM.txt: 10 uM Y	Kakkar2016_Fig1_12-8uM.txt: 12.8 uM X	Kakkar2016_Fig1_12-8uM.txt: 12.8 uM Y	Kakkar2016_Fig1_16uM.txt: 16 uM X	Kakkar2016_Fig1_16uM.txt: 16 uM Y	Kakkar2016_Fig1_20uM.txt: 20 uM X	Kakkar2016_Fig1_20uM.txt: 20 uM Y
31030.30303	-0.0252038918696	25212.12121	0.00554357535076	24484.84848	0.0104814444629	15515.15152	-0.0189672259346
31272.72727	-0.0335509821346	25939.39394	0.00647070666438	24969.69697	0.00909963182507	15757.57577	-0.022813409278
31515.15152	-0.0418861305116	26424.24242	0.00562912312576	25696.9697	0.0147762585439	16727.27274	0.000992833611558
32484.84848	-0.029529419516	26424.24242	0.00186972452576	26909.09091	0.0251730548656	16727.27274	-0.00649780940344
33696.9697	-0.0255185014716	26909.09091	0.00833361669343	27151.51515	0.0170343049684	17212.12121	-0.0016784568459
34181.81818	-0.0308297347134	27393.93939	0.018304948132	27878.78788	0.00999874562837	17212.12121	-0.0278956870969
35151.51515	-0.0264698143551	27636.36364	0.0194253659188	29575.75758	0.0293018311061	17939.39393	-0.000359449249977
35393.93939	-0.0425506107932	28121.21212	0.0289521097105	30060.60606	0.0275102368169	18909.0909	0.028166253475
36121.21212	-0.0453456752737	28121.21212	0.0176739139115	31757.57576	0.0333238251995	19393.9394	0.0198273829432
37333.33333	-0.0355165743516	28363.63636	0.0223129230645	33212.12121	0.0227766103128	20121.21212	0.0272563162486
38060.60606	-0.0354572095554	28848.48485	0.0275644791749	34181.81818	0.0259547404694	20363.63638	0.0178265894336
39030.30303	-0.0297335955261	28848.48485	0.0125268857949	35636.36364	0.0169187362518	21090.9091	0.017539119364
39272.72727	-0.0350899713905	29333.33333	0.0211596296516	37090.90909	0.0163023932193	21818.18182	0.0181676048317
40484.84848	-0.0209079199312	29575.75758	0.0215672388485	38545.45455	0.0061073713607	22545.45454	0.0161451338237
41454.54545	-0.0213021510482	30060.60606	0.0258298447336	39757.57576	0.0116989209819	23030.30304	0.00593415734846
41696.9697	-0.0196583149896	30545.45455	0.029661108408	41939.39394	0.00454956926273	24242.42423	0.0135289168838
42424.24242	-0.0189200336731	30787.87879	0.0295302937174	43878.78788	0.00570223857483	24727.27273	0.0112603376292
43151.51515	-0.0187777953938	31030.30303	0.0292860482203	45818.18182	0.00552652492276	26181.81817	0.0186438919058
44363.63636	-0.017351739973	31515.15152	0.0359704207505	47757.57576	0.00438267731191	27151.51514	0.019111033214
44848.48485	-0.0233388575668	32000.0	0.0384266117515	49939.39394	0.00643125630154	28363.63637	0.02710091984
45333.33333	-0.0257942289865	32242.42424	0.0413564595551	51636.36364	0.00387953474563	29333.33334	0.0196120833104
46060.60606	-0.0204761940791	32484.84848	0.0328886775385	54060.60606	0.00505170237161	30545.45453	0.0233348423702
46545.45455	-0.0197993246052	32969.69697	0.0343903763952	55757.57576	0.00192825080974	31515.1515	0.0168445647697
46787.87879	-0.0233623338415	33454.54545	0.0391709915371	57454.54545	0.00606934461919	32484.84847	0.0169647432462
48242.42424	-0.0118827612521	33696.9697	0.0376219467611	59636.36364	0.00277360806568	34424.24242	0.0189229244847
49212.12121	-0.0207010251931	33939.39394	0.0359533260225	61333.33333	0.00300278601789	35636.36364	0.0177120313828
50181.81818	-0.0190796935698	34424.24242	0.0397780869898	62787.87879	-0.00425369083174	37333.33344	0.0128256661102
51151.51515	-0.022186695589	34666.66667	0.033994529801	64969.69697	-0.00408597688034	38060.60616	0.00244600613919
52848.48485	-0.0183117339632	34666.66667	0.02647573362	66666.66667	-0.000288069584345	40242.42432	0.00433971012075
54787.87879	-0.0108967129141	34909.09091	0.020575100701	68606.06061	-0.000208480027053	41454.5454	0.00131964652029
55515.15152	-0.00839004487096	35393.93939	0.0234638529221	71030.30303	-0.000139161902554	43393.93956	0.0021493937955
56484.84848	-0.0195746525815	35636.36364	0.0247364918224			45818.18172	0.00279977380969
57696.9697	-0.0258776288947	36121.21212	0.0269440329911			47272.72716	-0.000690665291673
59393.93939	-0.0225010014491	36606.06061	0.0249503526612			48727.2726	-0.00424980085268
61333.33333	-0.0232319955845	36848.48485	0.0256709463536			50424.2424	-0.00409500454152
62787.87879	-0.020170262447	37333.33333	0.0230355157289			52606.06056	-0.00396360539294
64484.84848	-0.0246426595564	37575.75758	0.0234419510755			53575.75764	-0.0039223581257
66181.81818	-0.0263188973097	38787.87879	0.0164642184802			55757.5758	-0.00385583209714
67393.93939	-0.0226223989636	39757.57576	0.0114492163962			56484.84852	-0.0038397675185
69333.33333	-0.0251199312039	40484.84848	0.00959494509398			58181.81832	-0.00381078546562
71030.30303	-0.0213557596452	41454.54545	0.013513513763			59636.36376	-0.00379313610893
		42666.66667	0.0148723161428			61333.3332	-0.00377846346241
		43393.93939	0.0178888007022			63030.303	-0.00376829332536
		44363.63636	0.0147919617423			64969.6968	-0.00376043176979
		44848.48485	0.0110248884475			67151.51532	-9.43208894588e-06
		46060.60606	0.0119862644765			68848.48476	-0.00375185920579
		46787.87879	0.0089911588076			70545.45456	-4.53149442037e-06
		47757.57576	0.0106727228415
		48727.27273	0.0117443064776
		49696.9697	0.0122708496578
		50666.66667	0.0123111965442
		51878.78788	0.00517938853966
		52848.48485	0.00807136228369
		54060.60606	0.00370461289407
		55030.30303	0.00590080950333
		56000.0	0.00408370175269
		57212.12121	0.00243881703373
		58424.24242	0.00425104793425
		59393.93939	0.00551212199057
		60606.06061	0.0068839736168
		61575.75758	0.00783823829648
		63515.15152	0.00190677822948
		65212.12121	0.00300633246095
		66424.24242	-0.000101991957948
		66666.66667	1.65029288307e-05
		68121.21212	0.000654984388621
		69090.90909	0.00101897544557
		70060.60606	-0.00241907246528
