X	CsgA-lowconc.txt: 7 uM	CsgA-lowconc.txt: 6 uM	CsgA-lowconc.txt: 5 uM	CsgA-lowconc.txt: 4 uM	CsgA-lowconc.txt: 3 uM	CsgA-lowconc.txt: 2 uM
0.0	-2.88657986403e-15	0.0	0.0	0.0	1.66533453694e-15	0.0
0.224747474747	0.00320361820437	0.00266359764354	0.00214060414554	0.00163760808991	0.00115891263582	0.000711422098342
0.449494949495	0.0125687983094	0.0104735599643	0.00843649681905	0.00646950631668	0.00458981873109	0.00282506593329
0.674242424242	0.0276628227141	0.0231130183757	0.0186684712637	0.0143560046713	0.0102144949904	0.00630628995394
0.89898989899	0.0479822792187	0.0402135772828	0.0325821965628	0.0251356799246	0.0179431783306	0.0111158190089
1.12373737374	0.0729715910404	0.0613669686533	0.0498949235534	0.0386287674781	0.0276759653969	0.0172101427194
1.34848484848	0.102040884116	0.0861364457651	0.0703021274765	0.0546405628752	0.0393042317617	0.0245419231536
1.57323232323	0.134582682524	0.114067625972	0.0934839410963	0.0729647711399	0.052712050994	0.0330604080128
1.79797979798	0.16998704635	0.144698550665	0.119111255616	0.0933867497995	0.0677775955873	0.0427118456718
2.02272727273	0.207654885257	0.17756878836	0.146851390819	0.115686599415	0.084374503496	0.0534398987001
2.24747474747	0.24700929024	0.212227461591	0.176373259405	0.139642063584	0.102373196081	0.0651860526867
2.47222222222	0.287504822634	0.248240128478	0.207351972844	0.165031208344	0.12164213522	0.0778900175069
2.69696969697	0.328634781242	0.285194494337	0.239472856685	0.191634858532	0.142049009317	0.0914901183834
2.92171717172	0.36993653494	0.322704966806	0.272434861896	0.219238775895	0.163461839905	0.105923674417
3.14646464646	0.410995059024	0.360416099411	0.305953375027	0.247635570286	0.185750002429	0.121127362482
3.37121212121	0.451444850163	0.398004993259	0.339762443713	0.276626341333	0.208785156529	0.137037564733
3.59595959596	0.490970418107	0.435182745048	0.37361644546	0.306022053174	0.232442082884	0.153590698162
3.82070707071	0.529305564045	0.471695042134	0.407291236471	0.335644649398	0.256599425129	0.170723524953
4.04545454545	0.566231657544	0.507322012819	0.440584823946	0.365327919135	0.281140336836	0.188373442659
4.2702020202	0.601575118208	0.541877442835	0.473317609814	0.394918128341	0.305953034703	0.206478753392
4.49494949495	0.635204296249	0.575207468024	0.505332256493	0.424274432684	0.330931260318	0.224978911551
4.7196969697	0.667025929964	0.607188849207	0.536493226278	0.453269090271	0.355974653646	0.243814749733
4.94444444444	0.6969813389	0.637726928814	0.566686045561	0.481787493553	0.380989042326	0.262928682752
5.16919191919	0.725042490802	0.666753360681	0.595816343503	0.509728040468	0.405886651425	0.282264889836
5.39393939394	0.751208059181	0.694223695147	0.623808712266	0.537001864996	0.430586238823	0.30176947523
5.61868686869	0.775499567473	0.720114891655	0.650605432763	0.563532447158	0.455013161832	0.32139060767
5.84343434343	0.797957695914	0.744422820854	0.676165106099	0.589255121822	0.479099380818	0.341078639183
6.06818181818	0.818638808909	0.767159808218	0.700461226871	0.614116504974	0.502783405851	0.360786203965
6.29292929293	0.837611744165	0.788352261517	0.723480730302	0.638073854911	0.526010192391	0.380468298041
6.51767676768	0.854954890336	0.808038415493	0.745222540881	0.661094384704	0.54873099201	0.400082340589
6.74242424242	0.870753567494	0.826266218802	0.76569614607	0.683154540844	0.570903164026	0.419588217853
6.96717171717	0.885097714322	0.843091380896	0.78492021456	0.704239261624	0.592489953795	0.438948310637
7.19191919192	0.898079877506	0.858575589952	0.802921274835	0.724341227302	0.61346024309	0.458127506409
7.41666666667	0.909793492155	0.872784907411	0.819732466268	0.743460112685	0.633788277821	0.477093197083
7.64141414141	0.920331437076	0.885788339894	0.835392371783	0.761601851281	0.653453377974	0.495815263559
7.86616161616	0.929784845212	0.897656585428	0.849943938285	0.778777918832	0.672439634326	0.514266048134
8.09090909091	0.938242147228	0.908460947804	0.863433488535	0.795004642696	0.690735596164	0.532420315865
8.31565656566	0.945788325009	0.918272410488	0.875909825963	0.810302542311	0.708333953832	0.550255205961
8.5404040404	0.952504351451	0.92716085981	0.887423432095	0.824695704842	0.725231219598	0.567750174308
8.76515151515	0.958466793242	0.935194445906	0.898025754702	0.83821119905	0.741427409946	0.584886928118
8.9898989899	0.963747554187	0.942439069263	0.907768583567	0.8508785295	0.756925732021	0.601649353766
9.21464646465	0.968413737891	0.948957980336	0.916703509764	0.862729132348	0.771732276655	0.618023438738
9.43939393939	0.972527610121	0.954811479815	0.924881463632	0.873795913255	0.785855719994	0.633997188674
9.66414141414	0.976146642888	0.960056707355	0.93235232608	0.884112827295	0.799307035486	0.649560540352
9.88888888889	0.979323624063	0.964747507139	0.939164607545	0.893714500206	0.812099217644	0.664705271474
10.1136363636	0.982106818176	0.968934359263	0.945365188739	0.902635889859	0.82424701875	0.679424908046
10.3383838384	0.984540165798	0.972664366736	0.95099911729	0.910911986478	0.835766699359	0.693714630084
10.5631313131	0.986663510632	0.975981288688	0.956109454435	0.918577549803	0.846675793284	0.707571176322
10.7878787879	0.98851284505	0.978925611274	0.960737166135	0.925666881219	0.856992887447	0.720992748581
11.0126262626	0.990120566273	0.981534648634	0.964921053156	0.932213628657	0.866737416875	0.733978916355
11.2373737374	0.991515736771	0.983842667126	0.968697715003	0.938250622014	0.875929474849	0.746530522152
11.4621212121	0.992724343647	0.985881026902	0.972101542899	0.943809736737	0.884589638156	0.758649588058
11.6868686869	0.993769552872	0.987678335667	0.975164737347	0.94892178324	0.892738807172	0.77033922397
11.9116161616	0.994671955149	0.989260610219	0.977917346213	0.953616419803	0.900398060469	0.78160353784
12.1363636364	0.995449801014	0.990651442051	0.980387319611	0.957922086683	0.907588523471	0.792447548297
12.3611111111	0.996119223472	0.991872163894	0.982600578248	0.961865959219	0.914331250668	0.802877099904
12.5858585859	0.996694447037	0.992942014686	0.984581092262	0.965473917808	0.920647120784	0.812898781317
12.8106060606	0.997187982537	0.993878300907	0.986350967925	0.968770532745	0.92655674427	0.822519846521
13.0353535354	0.997610807438	0.99469655268	0.987930539889	0.971779062022	0.932080382454	0.831748139332
13.2601010101	0.997972531735	0.995410673432	0.989338467009	0.974521460324	0.937237877653	0.840592021281
13.4848484848	0.998281549743	0.996033082228	0.990591830007	0.977018397573	0.942048593522	0.84906030298
13.7095959596	0.998545178264	0.996574848157	0.991706229555	0.979289285502	0.946531364938	0.857162179031
13.9343434343	0.998769781774	0.997045816441	0.992695883548	0.981352310894	0.950704456701	0.864907166528
14.1590909091	0.998960885354	0.997454726055	0.993573722589	0.983224474213	0.954585530339	0.872305047147
14.3838383838	0.999123276149	0.9978093189	0.994351482875	0.984921632512	0.958191618329	0.879365812824
14.6085858586	0.999261094184	0.998116440612	0.995039795864	0.986458545605	0.961539105072	0.886099614995
14.8333333333	0.999377913358	0.998382133266	0.995648274231	0.987848924596	0.964643713966	0.892516717327
15.0580808081	0.99947681344	0.998611720256	0.996185593774	0.989105481995	0.967520499953	0.898627451903
15.2828282828	0.999560443855	0.998809883728	0.996659571022	0.990239982718	0.970183846973	0.904442178751
15.5075757576	0.999631080043	0.998980734966	0.997077236409	0.991263295375	0.972647469736	0.909971248643
15.7323232323	0.999690673096	0.99912787815	0.997444902952	0.992185443353	0.974924419311	0.915224969062
15.9570707071	0.999740893371	0.99925446794	0.997768230433	0.993015655242	0.977027092036	0.920213573203
16.1818181818	0.9997831687	0.999363261318	0.998052285152	0.993762414256	0.978967241274	0.924947191924
16.4065656566	0.999818717788	0.999456664137	0.998301595355	0.994433506358	0.980755991624	0.929435828483
16.6313131313	0.999848579337	0.9995367728	0.998520202471	0.995036066838	0.982403855157	0.933689335968
16.8560606061	0.99987363738	0.999605411485	0.998711708328	0.995576625175	0.983920749355	0.937717397259
17.0808080808	0.999894643279	0.999664165314	0.998879318543	0.996061148032	0.985316016397	0.941529507411
