time s	3.95mM
0.281640691	3.274359248
12.60590148	1.840968417
21.57260834	8.527072616
29.41885848	15.19485872
33.92053	57.77526752
37.30785083	113.4164771
40.71196324	205.0252637
42.98188035	267.1877147
45.82271138	352.2477827
48.65590987	420.9589522
53.17284648	496.2371583
57.68825658	568.2455846
64.42931506	607.5928498
75.07670702	614.3064312
85.15318506	598.1223954
