X	5uM	4uM	3.5uM	3uM	2.5uM	2uM	1.75uM	1.5uM	1.35uM	1.2uM
8.58997979798	1.0	1.0	0.999999999956	0.999999989528	0.999998431405	0.999858331716	0.998908673573	0.992798092288	0.979390739301	0.944885796582
8.70606060606	1.0	1.0	0.999999999969	0.999999992165	0.999998742491	0.999879105991	0.999041736686	0.993505651095	0.981133821178	0.948807905335
8.82214141414	1.0	1.0	0.999999999979	0.999999994137	0.999998991882	0.999896833922	0.999158575865	0.994143714857	0.982729741737	0.95245370813
8.93822222222	1.0	1.0	0.999999999985	0.999999995614	0.999999191813	0.999911962224	0.99926116919	0.994719104415	0.984190869083	0.955842163355
9.0543030303	1.0	1.0	0.99999999999	0.999999996718	0.999999352093	0.999924872109	0.999351253579	0.99523797233	0.985528543774	0.958991020619
9.17038383838	1.0	1.0	0.999999999993	0.999999997544	0.999999480587	0.999935888884	0.999430354191	0.995705868074	0.986753161651	0.961916880819
9.28646464646	1.0	1.0	0.999999999995	0.999999998163	0.999999583598	0.999945290157	0.999499810233	0.996127796928	0.987874250532	0.964635256554
9.40254545455	1.0	1.0	0.999999999997	0.999999998625	0.999999666179	0.999953312824	0.999560797635	0.996508273179	0.988900541117	0.967160632082
9.51862626263	1.0	1.0	0.999999999998	0.999999998971	0.999999732383	0.999960159045	0.999614348953	0.996851368166	0.989840032429	0.969506522157
9.63470707071	1.0	1.0	0.999999999998	0.99999999923	0.999999785457	0.999966001335	0.99966137085	0.997160753643	0.990700052162	0.971685529287
9.75078787879	1.0	1.0	0.999999999999	0.999999999424	0.999999828005	0.999970986909	0.999702659442	0.997439740929	0.991487312245	0.973709399061
9.86686868687	1.0	1.0	0.999999999999	0.999999999569	0.999999862116	0.999975241397	0.99973891378	0.997691316236	0.992207959987	0.975589073298
9.98294949495	1.0	1.0	0.999999999999	0.999999999678	0.999999889461	0.999978872006	0.999770747679	0.997918172545	0.99286762509	0.977334740861
