5uM X	5uM Y	4uM X	4uM Y	3.5uM X	3.5uM Y	3uM X	3uM Y	2.5uM X	2.5uM Y	2uM X	2uM Y	1.75uM X	1.75uM Y	1.5uM X	1.5uM Y	1.35uM X	1.35uM Y	1.2uM X	1.2uM Y
0.47639	0.0978179884742	0.47639	0.0463977658266	0.47639	0.0427610347396	0.47639	0.0374085255038	0.47639	0.0246063284019	0.47639	0.0290579769572	0.47639	0.0137407223235	0.47639	0.0174131446493	0.47639	0.0200002025077	0.47639	-0.000921137862233
0.47639	0.0962876545403	0.47639	0.0450122537227	0.47639	0.0385604415067	0.47639	0.0311089122553	0.47639	0.0237741427169	0.47639	0.0238346312721	0.47639	0.0127623338967	0.47639	0.0178944152354	0.47639	0.0192011950793	0.57167	0.0255815364249
0.47639	0.0890424054121	0.47639	0.0436784616018	0.47639	0.0311939832686	0.47639	0.0292111661223	0.47639	0.0183990328921	0.47639	0.0196968180894	0.47639	0.012035671761	0.47639	0.0159374149423	0.47639	0.0208049764143	0.57167	0.0206826905012
0.47639	0.0808006216246	0.47639	0.0397906981985	0.47639	0.0308782117531	0.47639	0.0293554042997	0.47639	0.0183063718191	0.47639	0.0147856041009	0.47639	0.010142784654	0.47639	0.00588203788097	0.47639	0.01079330243	0.57167	0.0166911227902
0.57167	0.165841408796	0.57167	0.0674025660675	0.57167	0.0540340720974	0.57167	0.0406541966409	0.57167	0.0307372954508	0.57167	0.0300271175709	0.57167	0.0173428627397	0.57167	0.0233040515396	0.57167	0.0140981468935	0.57167	-0.00258055889873
0.57167	0.157565632066	0.57167	0.0609721298136	0.57167	0.0526182772603	0.57167	0.0398187149611	0.57167	0.0299106208508	0.57167	0.0284529264922	0.57167	0.0164333670884	0.57167	0.0188979918755	0.57167	0.0140974940602	0.66694	0.0221475043879
0.57167	0.147618765676	0.57167	0.0612454303147	0.57167	0.042756041326	0.57167	0.0394586309307	0.57167	0.0267948897965	0.57167	0.0278260213088	0.57167	0.0130275191098	0.57167	0.0147310267439	0.57167	0.0173170255895	0.66694	0.0178588693882
0.57167	0.128549210744	0.57167	0.052096815713	0.57167	0.0418345848751	0.57167	0.0382039135377	0.57167	0.0210295015863	0.57167	0.0170489494058	0.57167	0.0124466212912	0.57167	0.0146448651356	0.57167	0.0180179278526	0.66694	0.0181640032335
0.66694	0.238153842758	0.66694	0.0905245399167	0.66694	0.069551357502	0.66694	0.0519101943643	0.66694	0.0356419711028	0.66694	0.0293220725164	0.66694	0.0203497498481	0.66694	0.0211900422435	0.66694	0.030150201615	0.66694	0.0107041108165
0.66694	0.216078582657	0.66694	0.079384117957	0.66694	0.0694240401581	0.66694	0.0486863469555	0.66694	0.0339000319653	0.66694	0.0261461950459	0.66694	0.0205839079528	0.66694	0.0204957287078	0.66694	0.0267422719687	0.76222	0.0221920653287
