35uM X	35uM Y	28uM X	28uM Y	22.4uM X	22.4uM Y	17.5uM X	17.5uM Y	14uM X	14uM Y	11.2uM X	11.2uM Y	9.1uM X	9.1uM Y	7uM X	7uM Y	5.6uM X	5.6uM Y	4.5uM X	4.5uM Y	3.5uM X	3.5uM Y
0.63333	0.00383671412234	0.63333	0.00222919385203	0.63333	0.00145923961514	0.63333	0.0013872284083	0.63333	0.00141271918816	0.63333	0.00211424837658	0.63333	0.00232311464081	0.63333	0.00406799144323	2.0	-0.000268658364776	5.1667	0.0288531143638	6.6	0.0226903433159
0.66667	0.00483909063301	0.66667	0.00280225221975	0.66667	0.00202763858881	0.66667	0.00254973552394	0.66667	0.0024591098095	0.66667	0.00216505596954	0.66667	0.00369510165692	0.66667	0.00535839025699	2.0	-0.00118463365004	5.1667	0.0256760138201	6.6	0.0215066523096
0.66667	0.0044432170869	0.66667	0.00277588350437	0.66667	0.00192356490728	0.66667	0.00206023030445	0.66667	0.0027692671602	0.66667	0.00215099152376	0.66667	0.00292842246938	0.66667	0.00361597247046	2.0	-0.0067973976095	5.1667	0.0263413578323	6.6	0.0186575024307
0.66667	0.00497361893138	0.66667	0.00240091516293	0.66667	0.0016318662315	0.66667	0.00057278253607	0.66667	0.000879690604257	0.66667	0.000375055057518	0.66667	0.00159761701694	0.66667	0.00580883413283	2.0333	0.0024789135882	5.2	0.0300720152461	6.6667	0.0321957366878
0.7	0.00581326837753	0.7	0.00292529638677	0.7	0.00294989563541	0.7	0.00220638583252	0.7	0.00348810848806	0.7	0.00341408189157	0.7	0.00425887477493	0.7	0.00537022787676	2.0333	-0.00394500465776	5.2	0.0291124437414	6.6667	0.0229649316703
0.7	0.00592587258343	0.7	0.00200071934994	0.7	0.00243427605683	0.7	0.000718938064141	0.7	0.0015564915027	0.7	0.00416875616874	0.7	0.00303524285594	0.7	0.00362781009023	2.0333	-0.010156990356	5.2	0.0297143810379	6.6667	0.0208948268766
0.7	0.00543247075216	0.7	0.00229941961605	0.7	0.0014153315717	0.7	0.00121130293243	0.7	0.00132261915368	0.7	0.00219157380092	0.7	0.00236756503239	0.7	0.0040908102239	2.0667	0.00254513953227	5.2333	0.0325959838205	6.7333	0.0330756741779
0.73333	0.00729323139735	0.73333	0.00368355762938	0.73333	0.00297771203623	0.73333	0.00286216464591	0.73333	0.00357317697422	0.73333	0.00421355706333	0.73333	0.00447497554528	0.73333	0.00683663124074	2.0667	-0.00670181468723	5.2333	0.0244764397348	6.7333	0.0306447492893
0.73333	0.00689756786024	0.73333	0.00305768085866	0.73333	0.00226828038705	0.73333	0.000885211658042	0.73333	0.00262013952066	0.73333	0.00270927164694	0.73333	0.00374360587126	0.73333	0.00929314197656	2.0667	-0.0100907644119	5.2333	0.0266721474312	6.7333	0.0256671012312
0.73333	0.00731089877375	0.73333	0.00247028714038	0.73333	0.00215839316361	0.73333	0.00128357208161	0.73333	0.0022423996623	0.73333	0.00139505761362	0.73333	0.00297692668372	0.73333	0.00538297504331	2.1	0.002614708428	5.2667	0.0339147814666	6.8	0.0322662312621
