X	Yang2017_1uM.txt: 1uM
601.1787819	0.00150564502887
946.954813295	0.00373153740129
1292.73084469	0.00694292878963
1638.50687608	0.0111302213944
1984.28290748	0.0162809323173
2330.05893887	0.022379755765
2675.83497027	0.0294086390731
3021.61100166	0.0373468720188
3367.38703306	0.0461711888028
3713.16306445	0.055855881995
4058.93909585	0.0663729276618
4404.71512724	0.0776921208175
4750.49115864	0.0897812202857
5096.26719003	0.102606101991
5442.04322143	0.116130919664
5787.81925282	0.130318271894
6133.59528422	0.145129374449
6479.37131561	0.160524236734
6825.14734701	0.176461841291
7170.9233784	0.192900325191
7516.6994098	0.209797162221
7862.47544119	0.227109344751
8208.25147259	0.244793564216
8554.02750398	0.262806389149
8899.80353538	0.281104439784
9245.57956677	0.299644558249
9591.35559817	0.318383973459
9937.13162956	0.337280459851
10282.907661	0.356292489194
10628.6836924	0.37537937475
10974.4597237	0.394501407151
11320.2357551	0.413619981433
11666.0117865	0.432697714734
12011.7878179	0.45169855426
12357.5638493	0.470587875178
12703.3398807	0.489332568212
13049.1159121	0.507901116758
13394.8919435	0.526263663438
13740.6679749	0.544392066084
14086.4440063	0.562259943203
14432.2200377	0.579842709071
14777.9960691	0.597117598634
15123.7721005	0.6140636825
15469.5481319	0.630661872312
15815.3241633	0.646894916905
16161.1001947	0.662747389631
16506.8762261	0.678205667342
16852.6522575	0.693257901511
17198.4282889	0.707893982029
17544.2043203	0.722105494227
17889.9803516	0.735885669694
18235.756383	0.749229331496
18581.5324144	0.762132834376
18927.3084458	0.774594000551
19273.0844772	0.786612051697
19618.8605086	0.798187537732
19964.63654	0.809322262969
20310.4125714	0.820019210225
20656.1886028	0.830282463436
21001.9646342	0.840117129302
21347.7406656	0.849529258501
21693.516697	0.858525766921
22039.2927284	0.867114357393
22385.0687598	0.875303442335
22730.8447912	0.883102067712
23076.6208226	0.890519838651
23422.396854	0.897566847065
23768.1728854	0.904253601559
24113.9489168	0.910590959874
24459.7249482	0.91659006411
24805.5009795	0.922262278902
25151.2770109	0.927619132709
25497.0530423	0.932672262351
25842.8290737	0.937433360877
26188.6051051	0.941914128841
26534.3811365	0.946126229015
26880.1571679	0.950081244556
27225.9331993	0.953790640618
27571.7092307	0.957265729374
27917.4852621	0.960517638384
28263.2612935	0.963557282257
28609.0373249	0.966395337493
28954.8133563	0.969042220427
29300.5893877	0.971508068136
29646.3654191	0.973802722199
29992.1414505	0.975935715167
30337.9174819	0.977916259596
30683.6935133	0.979753239512
31029.4695447	0.981455204131
31375.2455761	0.983030363702
31721.0216074	0.984486587301
32066.7976388	0.98583140244
32412.5736702	0.98707199631
32758.3497016	0.988215218533
33104.125733	0.989267585264
33449.9017644	0.990235284492
33795.6777958	0.991124182417
34141.4538272	0.991939830761
34487.2298586	0.992687474878
34833.00589	0.993372062562
