Kar2011_Fig1C_67uM.txt: 67 uM Q30 X	Kar2011_Fig1C_67uM.txt: 67 uM Q30 Y	Kar2011_Fig1C_86uM.txt: 86 uM Q30 X	Kar2011_Fig1C_86uM.txt: 86 uM Q30 Y	Kar2011_Fig1C_143uM.txt: 143 uM Q30 X	Kar2011_Fig1C_143uM.txt: 143 uM Q30 Y	Kar2011_Fig1C_166uM.txt: 166 uM Q30 X	Kar2011_Fig1C_166uM.txt: 166 uM Q30 Y	Kar2011_Fig1C_177uM.txt: 177 uM Q30 X	Kar2011_Fig1C_177uM.txt: 177 uM Q30 Y
94814.81481	0.00192574448186	118518.5185	0.00655380294191	47407.40741	0.00455401176891	71111.11111	0.016764160159	59259.25926	0.0138350789345
237037.037	0.0193544596793	272592.5926	0.00143841046308	142222.2222	0.0870427507158	154074.0741	-0.128240490689	130370.3704	0.0252086147505
320000.0	-0.00158518378924	343703.7037	0.0301914070967	201481.4815	0.0707570360651	201481.4815	-0.0578621105213	165925.9259	0.0772926182151
426666.6667	-0.0453656233235	426666.6667	0.0626803232585	237037.037	0.0584404933636	260740.7407	0.046788744621	201481.4815	-0.0232369152556
509629.6296	-0.0736325481828	521481.4815	0.0579071315677	296296.2963	-0.0158985100356	284444.4444	0.0872674705224	225185.1852	-0.0575977257553
687407.4074	-0.185340409007	604444.4444	0.0950209842646	355555.5556	0.0266991013832	355555.5556	0.0389851975066	320000.0	-0.133584918596
865185.1852	-0.179172665988	687407.4074	0.123553604386	450370.3704	-0.066302336594	414814.8148	-0.11404615854	414814.8148	-0.0730649326935
1054814.815	-0.055140284577	758518.5185	0.126588788073	521481.4815	-0.0810415184887
1291851.852	-0.0128371491517	841481.4815	0.118611524211
1481481.481	-0.0198490152092	1019259.259	0.148070440666
		1185185.185	0.113601710383
		1362962.963	0.0680997455468
		1718518.519	-0.000185747061355
