X	Solomon2009_Fig3_pH7-4_8kDa_48uM.txt: 48 uM 8 kDa pH 7.4
379.75	6.88491439381e-05
1534.1969697	0.00112275139221
2688.64393939	0.0034414945594
3843.09090909	0.00701042353763
4997.53787879	0.0118071410218
6151.98484848	0.0178018477388
7306.43181818	0.0249577884356
8460.87878788	0.0332317913724
9615.32575758	0.042574886886
10769.7727273	0.0529329890043
11924.219697	0.0642476231611
13078.6666667	0.0764566827718
14233.1136364	0.0894951977538
15387.5606061	0.103296098953
16542.0075758	0.117790963779
17696.4545455	0.132910730061
18850.9015152	0.148586367104
20005.3484848	0.164749495042
21159.7954545	0.181332945761
22314.2424242	0.198271260784
23468.6893939	0.215501123527
24623.1363636	0.232961725171
25777.5833333	0.250595065011
26932.030303	0.268346187506
28086.4772727	0.28616335938
29240.9242424	0.303998190973
30395.3712121	0.321805706656
31549.8181818	0.339544369538
32704.2651515	0.357176065842
33858.7121212	0.374666054405
35013.1590909	0.391982886595
36167.6060606	0.409098301749
37322.0530303	0.425987102879
38476.5	0.44262701707
39630.9469697	0.458998544546
40785.3939394	0.475084799971
41939.8409091	0.490871349118
43094.2878788	0.506346043605
44248.7348485	0.521498856015
45403.1818182	0.536321717315
46557.6287879	0.550808358145
47712.0757576	0.564954155254
48866.5227273	0.578755984028
50020.969697	0.592212077869
51175.4166667	0.605321894899
52329.8636364	0.618085992333
53484.3106061	0.630505908678
54638.7575758	0.64258405378
55793.2045455	0.654323606657
56947.6515152	0.665728420946
58102.0984848	0.676802937736
59256.5454545	0.687552105504
60410.9924242	0.697981306834
61565.4393939	0.708096291568
62719.8863636	0.717903116033
63874.3333333	0.727408087973
65028.780303	0.736617716795
66183.2272727	0.745538668795
67337.6742424	0.754177726965
68492.1212121	0.762541755064
69646.5681818	0.770637665596
70801.0151515	0.778472391391
71955.4621212	0.786052860478
73109.9090909	0.793385973958
74264.3560606	0.800478586637
75418.8030303	0.807337490128
76573.25	0.813969398231
77727.6969697	0.820380934346
78882.1439394	0.826578620732
80036.5909091	0.832568869433
81191.0378788	0.838357974686
82345.4848485	0.843952106678
83499.9318182	0.849357306491
84654.3787879	0.85457948212
85808.8257576	0.859624405436
86963.2727273	0.864497709994
88117.719697	0.869204889588
89272.1666667	0.87375129746
90426.6136364	0.878142146091
91581.0606061	0.882382507496
92735.5075758	0.88647731396
93889.9545455	0.890431359158
95044.4015152	0.894249299608
96198.8484848	0.897935656403
97353.2954545	0.90149481719
98507.7424242	0.904931038347
99662.1893939	0.908248447337
100816.636364	0.911451045198
101971.083333	0.914542709146
103125.530303	0.917527195274
104279.977273	0.920408141312
105434.424242	0.923189069446
106588.871212	0.925873389164
107743.318182	0.928464400127
108897.765152	0.930965295044
110052.212121	0.93337916255
111206.659091	0.93570899006
112361.106061	0.937957666613
113515.55303	0.940127985679
114670.0	0.942222647938
