Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4 X	Solomon2009_Fig3_pH7-4_8kDa_16uM.txt: 16 uM 8 kDa pH 7.4 Y
759.4936709	0.00013143552559
6835.443038	0.010553781532
11772.1519	-0.0081905046319
16329.11392	0.00588283168737
21645.56962	0.0330944720919
26962.02532	0.0416107776219
31518.98734	0.0604536853951
37215.18987	0.0937241335407
41772.1519	0.0643301357588
46329.11392	0.0608285760806
49746.83544	0.0446700541356
53544.3038	0.0315696635501
58101.26582	0.0375567857405
62658.22785	0.0283953563489
67594.93671	0.0071026673336
71392.40506	-0.000304756725136
76708.86076	0.0148975572989
83544.3038	0.0108140140371
84683.5443	0.00526402075786
89620.25316	-0.00318486043306
94936.70886	-0.0252569106632
97594.93671	-0.024402677192
100632.9114	-0.00943308589964
104810.1266	-0.0292160105195
108987.3418	-0.0375409034374
116202.5316	-0.0493106180189
118481.0127	-0.0415221033076
122278.481	-0.0423119832289
127215.1899	-0.027821508202
131012.6582	-0.0306306953247
134810.1266	-0.0472024249222
137088.6076	-0.0419095456622
141645.5696	-0.0320538418805
145822.7848	-0.036800199907
150759.4937	-0.0279528027854
158354.4304	-0.029010394415
161012.6582	-0.025268418704
166708.8608	-0.0309136352872
170886.0759	-0.0390540313431
175822.7848	-0.0468414869061
178101.2658	-0.044619795358
