Kim2013_prim.zip
Dataset	mo	nc	kptimeskn	error
Kim2013_Fig4A_hnrnpa2.txt: hnrnpa2	1e-06	2.0	138869.745582	0.00374360862631
Kim2013_Fig4C_hnrnpa1.txt: hnrnpa1	1e-06	2.0	1012281.05148	0.00374360862631

Kim2013_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Kim2013_Fig4A_hnrnpa2.txt: hnrnpa2	2.0	1e-06	39904043788.2	2.0	213480.120231	0.00191618922733
Kim2013_Fig4C_hnrnpa1.txt: hnrnpa1	2.0	1e-06	9.90053779821e+12	2.0	309128.311245	0.00191618922733
