Yang2017_5uM.txt: 5uM X	Yang2017_5uM.txt: 5uM Y
318.2711198	0.000535054314082
1096.267191	0.00657903202598
2015.717092	0.0222275407617
3005.89391	0.0487246940236
4278.978389	0.0850390127495
5198.428291	0.0992162603794
6117.878193	0.102127616817
6825.147348	0.0799908414172
7532.416503	0.0882384414451
8168.958743	0.0595815637278
8876.227898	0.0588887863137
9442.043222	0.0270252610525
10290.76621	0.0244793576509
11068.76228	0.00536208858014
11988.21218	-0.0177067150498
13049.11591	-0.0239633910445
13756.38507	-0.0587840572087
14958.74263	-0.0769990989035
16019.64637	-0.096791917312
17222.00393	-0.0601691309418
19060.90373	-0.0286880797108
19980.35363	-0.0102242561767
21324.16503	0.00181125963821
22880.15717	0.010376301456
24082.51473	0.00819170246999
25497.05305	0.00984692377048
26911.59136	-0.0035951605902
28467.5835	-0.00236967318216
30660.11788	-0.00792617818738
32003.92927	-0.0172041616764
33559.92141	-0.0270425342308
35115.91356	-0.0205033455339
