X	Yang2017_5uM.txt: 5uM
318.2711198	0.000535054314082
669.76245758	0.00249447198589
1021.25379536	0.00569250932217
1372.74513314	0.0102938041786
1724.23647092	0.0162787686486
2075.7278087	0.0236220157852
2427.21914648	0.0321198853814
2778.71048426	0.0419121469183
3130.20182204	0.0527889484751
3481.69315982	0.0648778228757
3833.1844976	0.0781290392488
4184.67583538	0.0923266835069
4536.16717316	0.107580236101
4887.65851094	0.123828809471
5239.14984872	0.141008362248
5590.6411865	0.158902080732
5942.13252428	0.177450890029
6293.62386206	0.196881158088
6645.11519984	0.216831071776
6996.60653762	0.237374609581
7348.0978754	0.25830606536
7699.58921318	0.279691777392
8051.08055096	0.301458527697
8402.57188874	0.323533653484
8754.06322652	0.345728727428
9105.55456429	0.367985323268
9457.04590207	0.3904642601
9808.53723985	0.412877339425
10160.0285776	0.435272823557
10511.5199154	0.457491947854
10863.0112532	0.479580133363
11214.502591	0.501480990583
11565.9939288	0.523056169581
11917.4852665	0.544429654022
12268.9766043	0.565310857717
12620.4679421	0.585900374473
12971.9592799	0.606006970263
13323.4506177	0.625671910825
13674.9419554	0.644799186638
14026.4332932	0.663429797805
14377.924631	0.681538047457
14729.4159688	0.699048093453
15080.9073066	0.716000992574
15432.3986443	0.732381135763
15783.8899821	0.748176183196
16135.3813199	0.763334727015
16486.8726577	0.777858384181
16838.3639955	0.791825266883
17189.8553332	0.805157469108
17541.346671	0.817895916053
17892.8380088	0.830013956906
18244.3293466	0.841551905263
18595.8206843	0.85251734203
18947.3120221	0.862895235811
19298.8033599	0.87272464586
19650.2946977	0.882017862548
20001.7860355	0.890788497136
20353.2773732	0.899033299847
20704.768711	0.9067887956
21056.2600488	0.91405596647
21407.7513866	0.920869570586
21759.2427244	0.927246902116
22110.7340621	0.933193746929
22462.2253999	0.938741985557
22813.7167377	0.943909553749
23165.2080755	0.94870529575
23516.6994133	0.95316625736
23868.190751	0.957285007605
24219.6820888	0.96110403939
24571.1734266	0.964625824544
24922.6647644	0.96787461602
25274.1561022	0.970861446775
25625.6474399	0.973608272423
25977.1387777	0.976130252084
26328.6301155	0.97843817579
26680.1214533	0.980550728124
27031.6127911	0.982481320342
27383.1041288	0.984239969597
27734.5954666	0.985844818881
28086.0868044	0.987299847273
28437.5781422	0.988623592062
28789.06948	0.989822080178
29140.5608177	0.990907295617
29492.0521555	0.991886938394
29843.5434933	0.992771359051
30195.0348311	0.993568552761
30546.5261689	0.994284971185
30898.0175066	0.994928828297
31249.5088444	0.995506565823
31601.0001822	0.996023453103
31952.49152	0.996485900851
32303.9828578	0.996898997683
32655.4741955	0.997267435962
33006.9655333	0.997595104211
33358.4568711	0.997886122429
33709.9482089	0.998144905235
34061.4395467	0.998374039375
34412.9308844	0.998576904233
34764.4222222	0.998756012878
35115.91356	0.998914130036
