Daval2010_prim.zip
Dataset	mo	nc	kptimeskn	error
Daval2010_Fig2.txt: 50 uM	5e-05	2.0	3.81380291576	0.0154464915747

Daval2010_sec.zip
Dataset	nc	mo	kptimesk2	n2	kptimeskn	error
Daval2010_Fig2.txt: 50 uM	2.0	5e-05	3129890.06487	2.0	0.147759615631	0.000373805298505
