Ye2011_Fig2_2-2_005mgmL.txt: 0.05 mg/mL 3.7uM X	Ye2011_Fig2_2-2_005mgmL.txt: 0.05 mg/mL 3.7uM Y	Ye2011_Fig2_2-2_01mgmL.txt: 0.1 mg/mL 7.4uM X	Ye2011_Fig2_2-2_01mgmL.txt: 0.1 mg/mL 7.4uM Y	Ye2011_Fig2_2-2_03mgmL.txt: 0.3 mg/mL 22uM X	Ye2011_Fig2_2-2_03mgmL.txt: 0.3 mg/mL 22uM Y	Ye2011_Fig2_2-2_1mgmL.txt: 1 mg/mL 74uM X	Ye2011_Fig2_2-2_1mgmL.txt: 1 mg/mL 74uM Y
-256.6191446	3.90312782095e-18	256.6191446	0.0	-256.6191446	3.88208670139e-18	-256.6191446	0.0
5132.382892	-0.010840109	5132.382892	-0.0134770894474	5389.002037	0.0107816707623	8468.431772	0.449864499
10521.38493	0.010840108	10521.38493	-0.0134770894474	10778.00407	0.0458221027288	15653.76782	0.742547425
15910.38697	-0.008130081	15140.52953	0.0242587602097	15397.14868	0.164420485092	21556.00815	0.867208672
21556.00815	0.016260163	21812.62729	0.0134770894474	21556.00815	0.285714286141	26945.01018	0.913279133
26945.01018	0.010840108	26688.39104	0.0269541779003	26688.39104	0.450134771233	32077.39308	1.002710027
32334.01222	0.013550135	32077.39308	0.0781671160102	32077.39308	0.557951482834	37466.39511	0.956639566
37979.6334	0.029810298	37723.01426	0.140161724882	37466.39511	0.690026954644	43368.63544	1.0
50040.7332	0.075880759	50040.7332	0.485175202205	43625.25458	0.757412398898
61331.97556	0.138211382	61331.97556	0.638814016534	53890.02037	0.892183288399
68260.69246	0.203252032	68260.69246	0.800539083936	64668.02444	0.978436657481
75702.64766	0.422764228	75189.40937	0.89487870609	75446.02851	1.02156334252
90586.55804	0.577235772	90329.9389	0.970350404409	86480.65173	1.0
101364.5621	0.883468835	100594.7047	1.02425876021
108036.6599	0.967479675	108036.6599	1.01617250714
115478.6151	1.0	115221.9959	1.0
