Ye2011_Fig2_2-2_005mgmL.txt: 0.05 mg/mL 3.7uM X	Ye2011_Fig2_2-2_005mgmL.txt: 0.05 mg/mL 3.7uM Y	Ye2011_Fig2_2-2_01mgmL.txt: 0.1 mg/mL 7.4uM X	Ye2011_Fig2_2-2_01mgmL.txt: 0.1 mg/mL 7.4uM Y	Ye2011_Fig2_2-2_03mgmL.txt: 0.3 mg/mL 22uM X	Ye2011_Fig2_2-2_03mgmL.txt: 0.3 mg/mL 22uM Y	Ye2011_Fig2_2-2_1mgmL.txt: 1 mg/mL 74uM X	Ye2011_Fig2_2-2_1mgmL.txt: 1 mg/mL 74uM Y
-256.6191446	2.50145702407e-06	256.6191446	6.56776181029e-06	-256.6191446	2.99567230553e-05	-256.6191446	0.000162288698607
5132.382892	0.0118438220901	5132.382892	0.016120231363	5389.002037	0.0026663737445	8468.431772	-0.254527766571
10521.38493	-0.0065761325698	10521.38493	0.0248164080178	10778.00407	0.0109723738412	15653.76782	-0.0496997582522
15910.38697	0.018061154612	15140.52953	-9.29013985892e-05	15397.14868	-0.0403093215401	21556.00815	0.107192598124
21556.00815	0.00246782186469	21812.62729	0.0396628957863	21556.00815	-0.0159945864289	26945.01018	0.0865924533465
26945.01018	0.0193971054162	26688.39104	0.0568868604886	26688.39104	-0.00604217963607	32077.39308	-0.00271004303018
32334.01222	0.0317271619892	32077.39308	0.0511622016508	32077.39308	0.101176145015	37466.39511	0.043360434
37979.6334	0.0356660886336	37723.01426	0.0523674939444	37466.39511	0.161193713837	43368.63544	0.0
50040.7332	0.051872171553	50040.7332	-0.0903642514298	43625.25458	0.213182177201
61331.97556	0.0782649306222	61331.97556	0.00420878895135	53890.02037	0.10767541615
68260.69246	0.0852828056577	68260.69246	-0.00875954660739	64668.02444	0.0215633384932
75702.64766	-0.0411246048859	75189.40937	0.0105145047382	75446.02851	-0.02156334252
90586.55804	0.0286993227293	90329.9389	0.0252961678188	86480.65173	0.0
101364.5621	-0.112123318223	100594.7047	-0.0243753085312
108036.6599	-0.110064632492	108036.6599	-0.0161757189853
115478.6151	-0.0716090054897	115221.9959	-4.51170169002e-08
