X	Romero2010_10min.txt: acid 10min
-1565.217391	0.000351709237392
1059.2885382	0.000161113519983
3683.7944674	0.0019455742507
6308.30039661	0.00568752047097
8932.80632581	0.0113503501713
11557.312255	0.0188792972404
14181.8181842	0.0282027072726
16806.3241134	0.0392336677148
19430.8300426	0.0518719248679
22055.3359718	0.066006011666
24679.841901	0.0815155062417
27304.3478302	0.0982733419183
29928.8537594	0.116148094
32553.3596886	0.135006176816
35177.8656178	0.154713895007
37802.371547	0.175139305056
40426.8774762	0.196153855633
43051.3834054	0.217633787602
45675.8893346	0.239461285856
48300.3952638	0.261525385067
50924.901193	0.283722639581
53549.4071222	0.30595757404
56173.9130514	0.328142935778
58798.4189806	0.350199772865
61422.9249098	0.372057362967
64047.4308391	0.393653018272
66671.9367683	0.414931790834
69296.4426975	0.435846101059
71920.9486267	0.456355309969
74545.4545559	0.476425253469
77169.9604851	0.496027754364
79794.4664143	0.515140125384
82418.9723435	0.533744674083
85043.4782727	0.551828218309
87667.9842019	0.569381618937
90292.4901311	0.586399334849
92916.9960603	0.602879003634
95541.5019895	0.618821050206
98166.0079187	0.634228324554
100790.513848	0.64910576894
103415.019777	0.663460114251
106039.525706	0.677299604686
108664.031635	0.690633749591
111288.537565	0.703473101017
113913.043494	0.715829055372
116537.549423	0.727713677472
119162.055352	0.739139545262
121786.561281	0.750119613455
124411.067211	0.760667094415
127035.57314	0.770795354657
129660.079069	0.780517825421
132284.584998	0.789847925886
134909.090928	0.798798997667
137533.596857	0.807384249365
140158.102786	0.815616710025
142782.608715	0.82350919047
145407.114644	0.831074251566
148031.620574	0.838324178566
150656.126503	0.845270960774
153280.632432	0.851926275835
155905.138361	0.858301478045
158529.64429	0.864407590131
161154.15022	0.87025529802
163778.656149	0.875854948173
166403.162078	0.881216547084
169027.668007	0.886349762649
171652.173936	0.891263927068
174276.679866	0.895968041058
176901.185795	0.900470779138
179525.691724	0.904780495789
182150.197653	0.90890523232
184774.703582	0.912852724307
187399.209512	0.916630409449
190023.715441	0.920245435758
192648.22137	0.923704669973
195272.727299	0.927014706125
197897.233228	0.930181874181
200521.739158	0.933212248703
203146.245087	0.936111657487
205770.751016	0.938885690124
208395.256945	0.941539706464
211019.762874	0.944078844942
213644.268804	0.946508030746
216268.774733	0.948831983819
218893.280662	0.951055226666
221517.786591	0.953182091958
224142.29252	0.955216729934
226766.79845	0.957163115579
229391.304379	0.959025055596
232015.810308	0.96080619514
234640.316237	0.962510024348
237264.822166	0.964139884634
239889.328096	0.965698974776
242513.834025	0.967190356777
245138.339954	0.96861696152
247762.845883	0.969981594212
250387.351812	0.971286939624
253011.857742	0.972535567131
255636.363671	0.973729935553
258260.8696	0.97487239782
