X	Kakkar2016_FigS1C_6-4uM.txt: 6.4 uM Ex45	Kakkar2016_FigS1C_8uM.txt: 8 uM Ex45	Kakkar2016_FigS1C_10uM.txt: 10 uM Ex45	Kakkar2016_FigS1C_12-8uM.txt: 12.8 uM Ex45	Kakkar2016_FigS1C_16uM.txt: 16 uM Ex45	Kakkar2016_FigS1C_20uM.txt: 20 uM Ex45
30703.384726	0.595677601726	0.832819807198	0.958713419224	0.995780324483	0.999782978512	0.999996681766
31417.4169289	0.616595124238	0.846923463034	0.963652658923	0.996488836429	0.999831896607	0.999997674004
32131.4491318	0.636849535516	0.859918389447	0.968004335718	0.997078396544	0.999869788242	0.999998369537
32845.4813347	0.656404303858	0.871874594101	0.971837382731	0.997568970902	0.999899138851	0.999998857088
33559.5135377	0.675231931105	0.882861421044	0.97521292442	0.997977176104	0.999921873636	0.999999198848
34273.5457406	0.693313349498	0.892946576918	0.978185079677	0.998316840464	0.999939483847	0.999999438413
34987.5779435	0.710637214746	0.902195416882	0.980801706857	0.99859947145	0.999953124598	0.999999606342
35701.6101465	0.727199134676	0.910670444563	0.983105086863	0.998834644937	0.999963690632	0.999999724056
36415.6423494	0.743000867809	0.918430985061	0.98513254391	0.99903032927	0.99997187501	0.99999980657
37129.6745523	0.758049520536	0.925532995294	0.986917005821	0.999193155024	0.999978214573	0.999999864411
37843.7067553	0.772356765705	0.932028981327	0.988487507108	0.99932863954	0.999983125156	0.999999904956
38557.7389582	0.785938099874	0.937967997337	0.989869638805	0.999441373789	0.999986928861	0.999999933376
39271.7711611	0.798812151381	0.943395705444	0.991085949404	0.999535177891	0.999989875184	0.999999953298
39985.803364	0.811000047041	0.948354479601	0.992156301279	0.999613230531	0.999992157386	0.999999967263
40699.835567	0.822524841546	0.95288354017	0.993098186906	0.999678176652	0.999993925165	0.999999977053
41413.8677699	0.833411010781	0.957019108644	0.993927008947	0.999732217076	0.999995294474	0.999999983914
42127.8999728	0.843684007983	0.960794574356	0.994656328013	0.99977718307	0.999996355131	0.999999988724
42841.9321758	0.853369880033	0.964240666942	0.995298081613	0.9998145984	0.999997176709	0.999999992096
43555.9643787	0.862494940052	0.967385629859	0.995862777456	0.999845730968	0.999997813098	0.99999999446
44269.9965816	0.871085491782	0.970255391516	0.996359664026	0.999871635769	0.999998306041	0.999999996116
44984.0287845	0.879167600839	0.972873731536	0.996796880996	0.999893190647	0.999998687871	0.999999997278
45698.0609875	0.886766907861	0.975262440447	0.997181591822	0.999911126039	0.999998983634	0.999999998092
46412.0931904	0.893908478635	0.977441471664	0.997520100573	0.999926049725	0.999999212729	0.999999998662
47126.1253933	0.900616686508	0.979429085106	0.997817954861	0.999938467432	0.999999390186	0.999999999062
47840.1575963	0.906915122719	0.981241982105	0.998080036485	0.999948799961	0.999999527642	0.999999999343
48554.1897992	0.912826530609	0.982895431538	0.998310641253	0.999957397456	0.999999634115	0.999999999539
49268.2220021	0.918372760097	0.984403387282	0.998513549259	0.999964551262	0.999999716588	0.999999999677
49982.2542051	0.923574739154	0.985778597233	0.998692086751	0.999970503803	0.999999780471	0.999999999774
50696.286408	0.928452459417	0.987032704229	0.998849180588	0.999975456796	0.999999829954	0.999999999841
51410.3186109	0.933024973419	0.988176339245	0.998987406172	0.999979578083	0.999999868284	0.999999999889
52124.3508138	0.937310401272	0.98921920731	0.99910902964	0.999983007325	0.999999897973	0.999999999922
52838.3830168	0.941325944897	0.990170166564	0.999216044983	0.99998586073	0.999999920971	0.999999999945
53552.4152197	0.945087908225	0.991037300921	0.999310206726	0.999988234992	0.999999938785	0.999999999962
54266.4474226	0.948611721991	0.991827986764	0.999393058678	0.999990210568	0.999999952583	0.999999999973
54980.4796256	0.951911971966	0.992548954107	0.999465959237	0.999991854407	0.999999963271	0.999999999981
55694.5118285	0.955002429688	0.993206342646	0.999530103652	0.999993222212	0.99999997155	0.999999999987
56408.5440314	0.957896084877	0.993805753064	0.999586543619	0.999994360336	0.999999977963	0.999999999991
57122.5762343	0.960605178876	0.994352293992	0.999636204517	0.999995307347	0.99999998293	0.999999999994
57836.6084373	0.963141238594	0.99485062495	0.999679900582	0.999996095336	0.999999986778	0.999999999995
58550.6406402	0.965515110499	0.995304995608	0.999718348253	0.999996751006	0.999999989758	0.999999999997
59264.6728431	0.967736994331	0.995719281661	0.999752177918	0.999997296576	0.999999992067	0.999999999998
59978.7050461	0.969816476243	0.9960970176	0.99978194425	0.999997750534	0.999999993855	0.999999999998
60692.737249	0.971762561166	0.996441426647	0.999808135302	0.999998128264	0.99999999524	0.999999999999
61406.7694519	0.97358370424	0.996755448081	0.999831180504	0.999998442565	0.999999996313	0.999999999999
62120.8016548	0.975287841182	0.997041762186	0.999851457709	0.999998704089	0.999999997144	0.999999999999
62834.8338578	0.976882417512	0.997302813021	0.999869299385	0.999998921698	0.999999997788	1.0
63548.8660607	0.978374416584	0.9975408292	0.999884998067	0.999999102766	0.999999998286	1.0
64262.8982636	0.979770386388	0.997757842853	0.999898811153	0.999999253429	0.999999998673	1.0
64976.9304666	0.981076465107	0.99795570692	0.999910965125	0.999999378793	0.999999998972	1.0
65690.9626695	0.982298405438	0.998136110939	0.999921659263	0.999999483106	0.999999999204	1.0
66404.9948724	0.983441597688	0.998300595435	0.999931068908	0.999999569903	0.999999999383	1.0
67119.0270754	0.984511091671	0.998450565052	0.999939348345	0.999999642125	0.999999999522	1.0
67833.0592783	0.985511617428	0.998587300532	0.999946633324	0.999999702219	0.99999999963	1.0
